Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Kelechi Iheanacho,"€ 88,948","€ 4,625,285",,"May 31, 2025",1,"€ 4,625,285",
Ryan Giles,"€ 41,509","€ 2,158,466",,"May 31, 2025",1,"€ 2,158,466",
Luke Ayling,"€ 35,579","€ 1,850,114",,"Jun 30, 2026",2,"€ 3,700,228",
Jonathan Howson,"€ 29,649","€ 1,541,762",,"Jun 30, 2025",1,"€ 1,541,762",
Morgan Whittaker,"€ 29,649","€ 1,541,762",,"Jun 30, 2029",5,"€ 7,708,808",
Neto Borges,"€ 23,719","€ 1,233,409",,"Jun 30, 2027",3,"€ 3,700,228",
Delano Burgzorg,"€ 23,719","€ 1,233,409",,"Jun 30, 2028",4,"€ 4,933,637",
Mark Travers,"€ 17,790","€ 925,057",,"May 31, 2025",1,"€ 925,057",
Samuel Iling-Junior,"€ 17,790","€ 925,057",,"Jun 30, 2025",1,"€ 925,057",
Riley McGree,"€ 17,790","€ 925,057",,"Jun 30, 2028",4,"€ 3,700,228",
George Edmundson,"€ 17,790","€ 925,057",,"Jun 30, 2027",3,"€ 2,775,171",
Marcus Forss,"€ 16,649","€ 865,758",,"Jun 30, 2026",2,"€ 1,731,517",
Aidan Morris,"€ 14,232","€ 740,046",,"Jun 30, 2028",4,"€ 2,960,182",
Darragh Lenihan,"€ 12,088","€ 628,564",,"Jun 30, 2026",2,"€ 1,257,129",
Lukas Engel,"€ 11,860","€ 616,705",,"Jun 30, 2027",3,"€ 1,850,114",
Seny Dieng,"€ 11,860","€ 616,705",,"Jun 30, 2027",3,"€ 1,850,114",
Emmanuel Latte Lath,"€ 11,860","€ 616,705",,"Jun 30, 2027",3,"€ 1,850,114",
Tommy Conway,"€ 11,860","€ 616,705",,"Jun 30, 2028",4,"€ 2,466,819",
Tommy Smith,"€ 11,860","€ 616,705",,"Jun 30, 2025",1,"€ 616,705",
Finn Azaz,"€ 10,081","€ 524,199",,"Jun 30, 2028",4,"€ 2,096,796",
Hayden Hackney,"€ 7,709","€ 400,858",,"Jun 30, 2027",3,"€ 1,202,574",
Dan Barlaser,"€ 7,116","€ 370,023",,"Jun 30, 2026",2,"€ 740,046",
Anfernee Dijksteel,"€ 7,070","€ 367,651",,"Jun 30, 2025",1,"€ 367,651",
Dael Fry,"€ 6,614","€ 343,931",,"Jun 30, 2026",2,"€ 687,863",
Tom Glover,"€ 5,930","€ 308,352",,"Jun 30, 2026",2,"€ 616,705",
Sol Brynn,"€ 5,930","€ 308,352",,"Jun 30, 2028",4,"€ 1,233,409",
Alex Bangura,"€ 5,930","€ 308,352",,"Jun 30, 2027",3,"€ 925,057",
Ben Doak,"€ 5,930","€ 308,352",,"May 31, 2025",1,"€ 308,352",
Sonny Finch,"€ 2,965","€ 154,176",,"Jun 30, 2026",2,"€ 308,352",
Rav van den Berg,"€ 2,372","€ 123,341",,"Jun 30, 2027",3,"€ 370,023",
