Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Aaron Hickey,"€ 83,018","€ 4,316,933",,"Jun 30, 2028",4,"€ 17,267,730",
Ben Mee,"€ 65,228","€ 3,391,876",,"Jun 30, 2025",1,"€ 3,391,876",
Igor Thiago,"€ 59,299","€ 3,083,523",,"Jun 30, 2029",5,"€ 15,417,616",
Keane Lewis-Potter,"€ 59,299","€ 3,083,523",,"Jun 30, 2031",7,"€ 21,584,663",
Mathias Jensen,"€ 59,299","€ 3,083,523",,"Jun 30, 2026",2,"€ 6,167,047",
Bryan Mbeumo,"€ 53,369","€ 2,775,171",,"Jun 30, 2026",2,"€ 5,550,342",
Christian Nørgaard,"€ 47,439","€ 2,466,819",,"Jun 30, 2027",3,"€ 7,400,456",
Kristoffer Ajer,"€ 47,439","€ 2,466,819",,"Jun 30, 2028",4,"€ 9,867,275",
Mikkel Damsgaard,"€ 41,509","€ 2,158,466",,"Jun 30, 2030",6,"€ 12,950,798",
Rico Henry,"€ 41,509","€ 2,158,466",,"Jun 30, 2026",2,"€ 4,316,933",
Mark Flekken,"€ 35,579","€ 1,850,114",,"Jun 30, 2027",3,"€ 5,550,342",
Ethan Pinnock,"€ 35,579","€ 1,850,114",,"Jun 30, 2027",3,"€ 5,550,342",
Vitaly Janelt,"€ 35,579","€ 1,850,114",,"Jun 30, 2026",2,"€ 3,700,228",
Nathan Collins,"€ 35,579","€ 1,850,114",,"Jun 30, 2029",5,"€ 9,250,570",
Joshua Da Silva,"€ 35,579","€ 1,850,114",,"Jun 30, 2025",1,"€ 1,850,114",
Michael Kayode,"€ 35,579","€ 1,850,114",,"Jun 30, 2025",1,"€ 1,850,114",
Gustavo Nunes,"€ 29,649","€ 1,541,762",,"Jun 30, 2030",6,"€ 9,250,570",
Yoane Wissa,"€ 29,649","€ 1,541,762",,"Jun 30, 2026",2,"€ 3,083,523",
Sepp van den Berg,"€ 23,719","€ 1,233,409",,"Jun 30, 2029",5,"€ 6,167,047",
Yunus Emre Konak,"€ 17,790","€ 925,057",,"Jun 30, 2029",5,"€ 4,625,285",
Hákon Rafn Valdimarsson,"€ 11,860","€ 616,705",,"Jun 30, 2028",4,"€ 2,466,819",
Jayden Meghoma,"€ 11,860","€ 616,705",,"Jun 30, 2028",4,"€ 2,466,819",
Michael Olakigbe,"€ 11,860","€ 616,705",,"Jun 30, 2028",4,"€ 2,466,819",
Kevin Schade,"€ 11,860","€ 616,705",,"Jun 30, 2028",4,"€ 2,466,819",
Mads Roerslev Rasmussen,"€ 11,860","€ 616,705",,"Jun 30, 2026",2,"€ 1,233,409",
Ellery Balcombe,"€ 7,116","€ 370,023",,"Jun 30, 2027",3,"€ 1,110,068",
Ji-soo Kim,"€ 5,930","€ 308,352",,"Jun 30, 2027",3,"€ 925,057",
Yegor Yarmolyuk,"€ 5,930","€ 308,352",,"Jun 30, 2028",4,"€ 1,233,409",
Matthew Cox,"€ 4,744","€ 246,682",,"Jun 30, 2028",4,"€ 986,727",
Paris Maghoma,"€ 3,558","€ 185,011",,"Jun 30, 2027",3,"€ 555,034",
Ryan Trevitt,"€ 2,965","€ 154,176",,"Jun 30, 2026",2,"€ 308,352",
Val Adedokun,"€ 2,668","€ 138,759",,"Jun 30, 2026",2,"€ 277,517",
Frank Onyeka,,,,"Jun 30, 2027",3,,
Tony Yogane,,,,"Jun 30, 2027",3,,
Myles Peart-Harris,,,,"Jun 30, 2026",2,,
Ashley Hay,,,,"Jun 30, 2025",1,,
