Number,Name,Position,Date of Birth/Age,Nationality,Height,Foot,Signed,Previous Team,Contract Until,Market Value,Link
15,Yaya Sithole,Central Midfield,"Mar 3, 1999 (26)",South Africa,"1,86m",right,"Jul 22, 2024",,"Jun 30, 2025",€275k,https://www.transfermarkt.com/yaya-sithole/profil/spieler/401736
10,Kanya Fujimoto,Attacking Midfield,"Jul 1, 1999 (25)",Japan,"1,76m",left,"Jul 1, 2022",,"Jun 30, 2025",€4.00m,https://www.transfermarkt.com/kanya-fujimoto/profil/spieler/415525
19,Santi García,Attacking Midfield,"Aug 29, 2001 (23)",Spain,"1,84m",right,"Jul 5, 2024",,"Jun 30, 2027",€600k,https://www.transfermarkt.com/santi-garcia/profil/spieler/732096
71,Félix Correia,Left Winger,"Jan 22, 2001 (24)","Portugal, Sao Tome and Principe","1,78m",right,"Jul 2, 2024",,"Jun 30, 2028",€4.00m,https://www.transfermarkt.com/felix-correia/profil/spieler/479648
33,João Marques,Left Winger,"Feb 13, 2002 (23)",Portugal,"1,79m",right,"Jan 4, 2025",,"Jun 30, 2025",€3.00m,https://www.transfermarkt.com/joao-marques/profil/spieler/891971
7,Tidjany Touré,Left Winger,"Jul 15, 2002 (22)","France, Cote d'Ivoire","1,84m",right,"Jul 1, 2024",,"Jun 30, 2027",€500k,https://www.transfermarkt.com/tidjany-toure/profil/spieler/641576
22,Sergio Bermejo,Right Winger,"Aug 17, 1997 (27)",Spain,"1,70m",left,"Jan 24, 2025",,"Jun 30, 2027",€900k,https://www.transfermarkt.com/sergio-bermejo/profil/spieler/372051
77,Jordi Mboula,Right Winger,"Mar 16, 1999 (26)","Spain, Congo","1,83m",right,"Aug 16, 2024",,"Jun 30, 2026",€800k,https://www.transfermarkt.com/jordi-mboula/profil/spieler/331498
29,Carlos Eduardo,Centre-Forward,"Aug 10, 2002 (22)",Brazil,"1,92m",left,"Jan 24, 2025",,"Jun 30, 2028",€700k,https://www.transfermarkt.com/carlos-eduardo/profil/spieler/927714
9,Jorge Aguirre,Centre-Forward,"Jan 5, 2000 (25)","Cuba, Spain","1,83m",right,"Jul 3, 2024",,"Jun 30, 2027",€600k,https://www.transfermarkt.com/jorge-aguirre/profil/spieler/629385
90,Pablo,Centre-Forward,"Jan 2, 2004 (21)","Brazil, Portugal","1,84m",right,"Sep 2, 2024",,"Jun 30, 2025",€600k,https://www.transfermarkt.com/pablo/profil/spieler/817665
