Number,Name,Position,Date of Birth/Age,Nationality,Height,Foot,Signed,Previous Team,Contract Until,Market Value,Link
80,Lawrence Ofori,Central Midfield,"Jun 28, 1998 (26)",Ghana,"1,69m",right,"Jul 1, 2023",,"Jun 30, 2026",€2.00m,https://www.transfermarkt.com/lawrence-ofori/profil/spieler/536081
5,Sidnei Tavares,Central Midfield,"Sep 29, 2001 (23)",Portugal,"1,88m",right,"Jul 1, 2024",,"Jun 30, 2028",€800k,https://www.transfermarkt.com/sidnei-tavares/profil/spieler/511813
11,Alan,Attacking Midfield,"Mar 8, 2000 (25)",Brazil,"1,65m",right,"Jul 1, 2023",,"Jun 30, 2026",€3.00m,https://www.transfermarkt.com/alan/profil/spieler/428786
8,Ivo Rodrigues,Attacking Midfield,"Mar 30, 1995 (30)",Portugal,"1,80m",right,"Jan 18, 2025",,"Jun 30, 2025",€1.00m,https://www.transfermarkt.com/ivo-rodrigues/profil/spieler/215122
10,Jeremy Antonisse,Left Winger,"Mar 29, 2002 (23)","Curacao, Netherlands","1,84m",right,"Sep 1, 2023",,"Jun 30, 2027",€700k,https://www.transfermarkt.com/jeremy-antonisse/profil/spieler/594273
20,Benny,Left Winger,"Dec 4, 1997 (27)",Portugal,"1,76m",left,"Jul 1, 2024",,"Jun 30, 2027",€700k,https://www.transfermarkt.com/benny/profil/spieler/450790
17,Cedric Teguia,Left Winger,"Oct 1, 2001 (23)","Spain, Cameroon","1,80m",left,"Feb 3, 2025",,"Jun 30, 2028",€500k,https://www.transfermarkt.com/cedric-teguia/profil/spieler/536831
19,Joel Jorquera,Left Winger,"Aug 19, 2000 (24)",Spain,"1,71m",right,"Jan 27, 2025",,"Jun 30, 2027",€200k,https://www.transfermarkt.com/joel-jorquera/profil/spieler/633114
21,Pedro Santos,Right Winger,"Feb 10, 2003 (22)",Portugal,"1,78m",left,"Jul 30, 2024",,"Jun 30, 2025",€1.20m,https://www.transfermarkt.com/pedro-santos/profil/spieler/825835
7,Hernâni,Right Winger,"Apr 3, 2001 (24)","Portugal, Guinea-Bissau","1,78m",right,"Sep 1, 2023",,"Jun 30, 2026",€400k,https://www.transfermarkt.com/hernani/profil/spieler/731879
9,Luís Asué,Centre-Forward,"Jul 9, 2001 (23)","Equatorial Guinea, Spain","1,84m",left,"Jan 30, 2024",,"Jun 30, 2028",€2.50m,https://www.transfermarkt.com/luis-asue/profil/spieler/702911
95,Guilherme Schettine,Centre-Forward,"Oct 10, 1995 (29)","Brazil, Italy","1,84m",right,"Jul 15, 2024",,"Jun 30, 2026",€700k,https://www.transfermarkt.com/guilherme-schettine/profil/spieler/371245
99,Yan Maranhão,Centre-Forward,"Sep 13, 2002 (22)",Brazil,"1,84m",right,"Feb 2, 2025",,"Jun 30, 2029",€300k,https://www.transfermarkt.com/yan-maranhao/profil/spieler/862568
