Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Tiago Djaló,"€ 44,423","€ 2,310,000",,"Jun 30, 2025",1,"€ 2,310,000",
Marko Grujić,"€ 40,577","€ 2,110,000",,"Jun 30, 2026",2,"€ 4,220,000",
Pepê,"€ 40,385","€ 2,100,000",,"Jun 30, 2027",3,"€ 6,300,000",
Iván Marcano,"€ 36,538","€ 1,900,000",,"Jun 30, 2025",1,"€ 1,900,000",
Samu Aghehowa,"€ 31,346","€ 1,630,000",,"Jun 30, 2029",5,"€ 8,150,000","€ 100,000,000"
Diogo Costa,"€ 27,692","€ 1,440,000",,"Jun 30, 2027",3,"€ 4,320,000","€ 75,000,000"
Nehuén Pérez,"€ 24,038","€ 1,250,000",,"Jun 30, 2025",1,"€ 1,250,000",
João Mário,"€ 18,462","€ 960,000",,"Jun 30, 2027",3,"€ 2,880,000",
Rodrigo Mora,"€ 18,462","€ 960,000",,"Jun 30, 2030",6,"€ 5,760,000","€ 70,000,000"
Danny Loader,"€ 16,731","€ 870,000",,"Jun 30, 2028",4,"€ 3,480,000",
Francisco Moura,"€ 16,731","€ 870,000",,"Jun 30, 2029",5,"€ 4,350,000",
André Franco,"€ 16,731","€ 870,000",,"Jun 30, 2027",3,"€ 2,610,000",
Zé Pedro,"€ 16,731","€ 870,000",,"Jun 30, 2027",3,"€ 2,610,000","€ 20,000,000"
Zaidu Sanusi,"€ 15,000","€ 780,000",,"Jun 30, 2027",3,"€ 2,340,000","€ 50,000,000"
Alan Varela,"€ 14,808","€ 770,000",,"Jun 30, 2028",4,"€ 3,080,000","€ 90,000,000"
Otávio,"€ 13,846","€ 720,000",,"Jun 30, 2028",4,"€ 2,880,000",
Cláudio Ramos,"€ 11,154","€ 580,000",,"Jun 30, 2027",3,"€ 1,740,000",
Vasco Sousa,"€ 9,231","€ 480,000",,"Jun 30, 2027",3,"€ 1,440,000",
William Gomes,"€ 9,231","€ 480,000",,"Jun 30, 2029",5,"€ 2,400,000",
Samuel,"€ 9,231","€ 480,000",,"Jun 30, 2027",3,"€ 1,440,000","€ 30,000,000"
Stephen Eustaquio,"€ 8,462","€ 440,000",,"Jun 30, 2027",3,"€ 1,320,000",
Deniz Gül,"€ 6,731","€ 350,000",,"Jun 30, 2029",5,"€ 1,750,000",
Martim Fernandes,"€ 5,769","€ 300,000",,"Jun 30, 2028",4,"€ 1,200,000",
Tomás Pérez,"€ 5,769","€ 300,000",,"Jun 30, 2029",5,"€ 1,500,000",
Gonçalo Borges,"€ 5,769","€ 300,000",,"Jun 30, 2027",3,"€ 900,000","€ 50,000,000"
Francisco Conceição,,,,"Jun 30, 2029",5,,"€ 30,000,000"
