Number,Name,Position,Date of Birth/Age,Nationality,Height,Foot,Signed,Previous Team,Contract Until,Market Value,Link
33,Ricardo Velho,Goalkeeper,"Aug 20, 1998 (26)",Portugal,"1,88m",right,"Jul 31, 2020",,"Jun 30, 2028",€5.00m,https://www.transfermarkt.com/ricardo-velho/profil/spieler/527026
1,Kaique Pereira,Goalkeeper,"Apr 16, 2003 (22)",Brazil,"1,93m",right,"Jul 1, 2024",,"Jun 30, 2025",€300k,https://www.transfermarkt.com/kaique-pereira/profil/spieler/964590
22,Miguel Carvalho,Goalkeeper,"Jun 20, 1996 (28)",Portugal,"1,89m",right,"Jan 3, 2022",,"Jun 30, 2025",€100k,https://www.transfermarkt.com/miguel-carvalho/profil/spieler/352015
5,Tomás Ribeiro,Centre-Back,"Apr 30, 1999 (26)",Portugal,"1,85m",left,"Jan 10, 2025",,-,€1.50m,https://www.transfermarkt.com/tomas-ribeiro/profil/spieler/433358
3,Marco Moreno,Centre-Back,"Feb 20, 2001 (24)",Spain,"1,91m",right,"Jul 1, 2024",,"Jun 30, 2027",€600k,https://www.transfermarkt.com/marco-moreno/profil/spieler/534376
44,Lucas Áfrico,Centre-Back,"Feb 5, 1995 (30)",Brazil,"1,88m",left,"Jul 1, 2024",,"Jun 30, 2026",€500k,https://www.transfermarkt.com/lucas-africo/profil/spieler/597087
4,Artur Jorge,Centre-Back,"Aug 14, 1994 (30)",Portugal,"1,86m",right,"Jul 3, 2023",,"Jun 30, 2025",€400k,https://www.transfermarkt.com/artur-jorge/profil/spieler/276030
34,Raúl Silva,Centre-Back,"Nov 4, 1989 (35)",Brazil,"1,87m",left,"Jul 1, 2024",,"Jun 30, 2025",€200k,https://www.transfermarkt.com/raul-silva/profil/spieler/164705
2,Paulo Victor,Left-Back,"Apr 13, 2001 (24)",Brazil,"1,84m",left,"Sep 2, 2024",,"Jun 30, 2026",€1.00m,https://www.transfermarkt.com/paulo-victor/profil/spieler/875511
31,Derick Poloni,Left-Back,"Sep 1, 1993 (31)","Brazil, Portugal","1,73m",left,"Aug 30, 2024",,"Jun 30, 2025",€300k,https://www.transfermarkt.com/derick-poloni/profil/spieler/429564
28,Pastor,Right-Back,"Feb 20, 2000 (25)",Brazil,"1,76m",right,"Aug 1, 2024",,"Jun 30, 2027",€1.00m,https://www.transfermarkt.com/pastor/profil/spieler/740498
70,Rivaldo,Right-Back,"Sep 18, 2000 (24)","Cape Verde, Portugal","1,84m",right,"Jul 1, 2024",,"Jun 30, 2025",€300k,https://www.transfermarkt.com/rivaldo/profil/spieler/975128
29,Claudio Falcão,Defensive Midfield,"Jul 3, 1994 (30)","Brazil, Portugal","1,87m",right,"Aug 6, 2020",,"Jun 30, 2025",€1.00m,https://www.transfermarkt.com/claudio-falcao/profil/spieler/437566
8,Zé Carlos,Central Midfield,"Oct 30, 2001 (23)",Portugal,"1,72m",right,"Jan 31, 2025",,"Jun 30, 2025",€1.20m,https://www.transfermarkt.com/ze-carlos/profil/spieler/908936
93,Miguel Menino,Central Midfield,"Jan 10, 2003 (22)",Portugal,"1,81m",right,"Aug 19, 2024",,"Jun 30, 2028",€1.00m,https://www.transfermarkt.com/miguel-menino/profil/spieler/808574
80,Samuel Justo,Central Midfield,"Apr 2, 2004 (21)",Portugal,"1,78m",right,"Jan 23, 2025",,"Jun 30, 2025",€400k,https://www.transfermarkt.com/samuel-justo/profil/spieler/726705
6,Neto,Central Midfield,"Sep 2, 1991 (33)",Brazil,"1,81m",right,"Jul 1, 2024",,"Jun 30, 2025",€250k,https://www.transfermarkt.com/neto/profil/spieler/291968
21,Filipe Soares,Attacking Midfield,"May 20, 1999 (25)",Portugal,"1,80m",right,"Jul 9, 2024",,"Jun 30, 2025",€1.00m,https://www.transfermarkt.com/filipe-soares/profil/spieler/357163
11,Álex Bermejo,Left Winger,"Dec 11, 1998 (26)",Spain,"1,83m",right,"Jul 1, 2024",,"Jun 30, 2025",€500k,https://www.transfermarkt.com/alex-bermejo/profil/spieler/473695
77,Marco Matias,Left Winger,"May 10, 1989 (35)",Portugal,"1,77m",right,"Jul 1, 2022",,"Jun 30, 2025",€100k,https://www.transfermarkt.com/marco-matias/profil/spieler/61764
20,Rony Lopes,Right Winger,"Dec 28, 1995 (29)","Portugal, Brazil","1,74m",left,"Feb 1, 2025",,"Jun 30, 2025",€2.00m,https://www.transfermarkt.com/rony-lopes/profil/spieler/174694
7,Elves Baldé,Right Winger,"Oct 2, 1999 (25)","Guinea-Bissau, Portugal","1,69m",right,"Jul 19, 2021",,"Jun 30, 2025",€500k,https://www.transfermarkt.com/elves-balde/profil/spieler/374987
10,Yusupha Njie,Centre-Forward,"Mar 1, 1994 (31)",The Gambia,"1,88m",right,"Jan 31, 2025",,"Jun 30, 2025",€1.00m,https://www.transfermarkt.com/yusupha-njie/profil/spieler/177964
19,Rui Costa,Centre-Forward,"Feb 20, 1996 (29)",Portugal,"1,79m",right,"Jan 29, 2025",,"Jun 30, 2025",€550k,https://www.transfermarkt.com/rui-costa/profil/spieler/451858
14,Darío Poveda,Centre-Forward,"Mar 13, 1997 (28)",Spain,"1,87m",right,"Jul 4, 2024",,"Jun 30, 2026",€500k,https://www.transfermarkt.com/dario-poveda/profil/spieler/399780
9,Tomané,Centre-Forward,"Oct 23, 1992 (32)",Portugal,"1,86m",right,"Jul 17, 2024",,"Jun 30, 2026",€200k,https://www.transfermarkt.com/tomane/profil/spieler/139393
