Number,Name,Position,Date of Birth/Age,Nationality,Height,Foot,Signed,Previous Team,Contract Until,Market Value,Link
99,Diogo Costa,Goalkeeper,"Sep 19, 1999 (25)","Portugal, Switzerland","1,86m",right,"Jul 1, 2019",,"Jun 30, 2027",€38.00m,https://www.transfermarkt.com/diogo-costa/profil/spieler/357153
14,Cláudio Ramos,Goalkeeper,"Nov 16, 1991 (33)",Portugal,"1,83m",right,"Aug 14, 2020",,"Jun 30, 2027",€1.50m,https://www.transfermarkt.com/claudio-ramos/profil/spieler/155396
94,Samuel Portugal,Goalkeeper,"Mar 29, 1994 (31)",Brazil,"1,88m",right,"Sep 1, 2022",,"Jun 30, 2027",€1.00m,https://www.transfermarkt.com/samuel-portugal/profil/spieler/284701
24,Nehuén Pérez,Centre-Back,"Jun 24, 2000 (24)",Argentina,"1,86m",right,"Aug 30, 2024",,"Jun 30, 2025",€13.00m,https://www.transfermarkt.com/nehuen-perez/profil/spieler/491693
4,Otávio,Centre-Back,"Apr 21, 2002 (23)",Brazil,"1,88m",left,"Jan 31, 2024",,"Jun 30, 2028",€12.00m,https://www.transfermarkt.com/otavio/profil/spieler/818495
3,Tiago Djaló,Centre-Back,"Apr 9, 2000 (25)","Portugal, Guinea-Bissau","1,90m",right,"Sep 2, 2024",,"Jun 30, 2025",€10.00m,https://www.transfermarkt.com/tiago-djalo/profil/spieler/420465
97,Zé Pedro,Centre-Back,"Jun 6, 1997 (27)",Portugal,"1,87m",right,"Dec 21, 2023",,"Jun 30, 2027",€3.00m,https://www.transfermarkt.com/ze-pedro/profil/spieler/406151
5,Iván Marcano,Centre-Back,"Jun 23, 1987 (37)",Spain,"1,89m",left,"Jul 11, 2019",,"Jun 30, 2025",€200k,https://www.transfermarkt.com/ivan-marcano/profil/spieler/57723
74,Francisco Moura,Left-Back,"Aug 16, 1999 (25)",Portugal,"1,81m",left,"Sep 2, 2024",,"Jun 30, 2029",€10.00m,https://www.transfermarkt.com/francisco-moura/profil/spieler/478365
12,Zaidu,Left-Back,"Jun 13, 1997 (27)",Nigeria,"1,82m",left,"Aug 30, 2020",,"Jun 30, 2027",€3.00m,https://www.transfermarkt.com/zaidu/profil/spieler/544784
23,João Mário,Right-Back,"Jan 3, 2000 (25)",Portugal,"1,78m",right,"Sep 1, 2020",,"Jun 30, 2027",€10.00m,https://www.transfermarkt.com/joao-mario/profil/spieler/537602
52,Martim Fernandes,Right-Back,"Jan 18, 2006 (19)",Portugal,"1,81m",right,"Apr 17, 2024",,"Jun 30, 2028",€10.00m,https://www.transfermarkt.com/martim-fernandes/profil/spieler/935480
22,Alan Varela,Defensive Midfield,"Jul 4, 2001 (23)",Argentina,"1,77m",right,"Aug 16, 2023",,"Jun 30, 2028",€35.00m,https://www.transfermarkt.com/alan-varela/profil/spieler/756990
8,Marko Grujić,Defensive Midfield,"Apr 13, 1996 (29)",Serbia,"1,91m",right,"Jul 1, 2022",,"Jun 30, 2026",€5.00m,https://www.transfermarkt.com/marko-grujic/profil/spieler/222813
6,Stephen Eustaquio,Central Midfield,"Dec 21, 1996 (28)","Canada, Portugal","1,77m",right,"Jul 1, 2022",,"Jun 30, 2027",€11.00m,https://www.transfermarkt.com/stephen-eustaquio/profil/spieler/512913
15,Vasco Sousa,Central Midfield,"Apr 3, 2003 (22)",Portugal,"1,69m",right,"Jul 1, 2024",,"Jun 30, 2027",€5.00m,https://www.transfermarkt.com/vasco-sousa/profil/spieler/575716
25,Tomás Pérez,Central Midfield,"Aug 26, 2005 (19)",Argentina,"1,82m",right,"Feb 3, 2025",,"Jun 30, 2029",€3.00m,https://www.transfermarkt.com/tomas-perez/profil/spieler/1152154
10,Fábio Vieira,Attacking Midfield,"May 30, 2000 (24)",Portugal,"1,70m",left,"Aug 27, 2024",,"Jun 30, 2025",€22.00m,https://www.transfermarkt.com/fabio-vieira/profil/spieler/537598
86,Rodrigo Mora,Attacking Midfield,"May 5, 2007 (18)",Portugal,"1,68m",right,"Jul 1, 2024",,"Jun 30, 2027",€20.00m,https://www.transfermarkt.com/rodrigo-mora/profil/spieler/957653
20,André Franco,Attacking Midfield,"Apr 12, 1998 (27)",Portugal,"1,77m",left,"Aug 4, 2022",,"Jun 30, 2027",€2.50m,https://www.transfermarkt.com/andre-franco/profil/spieler/448470
7,William Gomes,Left Winger,"Mar 15, 2006 (19)",Brazil,"1,71m",left,"Jan 31, 2025",,"Jun 30, 2029",€9.00m,https://www.transfermarkt.com/william-gomes/profil/spieler/1004725
11,Pepê,Right Winger,"Feb 24, 1997 (28)","Brazil, Italy","1,75m",right,"Jul 1, 2021",,"Jun 30, 2027",€25.00m,https://www.transfermarkt.com/pepe/profil/spieler/520662
70,Gonçalo Borges,Right Winger,"Mar 29, 2001 (24)",Portugal,"1,84m",right,"Jul 1, 2023",,"Jun 30, 2027",€5.00m,https://www.transfermarkt.com/goncalo-borges/profil/spieler/479649
9,Samu Aghehowa,Centre-Forward,"May 5, 2004 (21)","Spain, Nigeria","1,93m",right,"Aug 23, 2024",,"Jun 30, 2029",€50.00m,https://www.transfermarkt.com/samu-aghehowa/profil/spieler/991268
27,Deniz Gül,Centre-Forward,"Jul 2, 2004 (20)","Türkiye, Sweden","1,90m",right,"Aug 24, 2024",,"Jun 30, 2029",€4.50m,https://www.transfermarkt.com/deniz-gul/profil/spieler/1063292
19,Danny Namaso,Centre-Forward,"Aug 28, 2000 (24)","Cameroon, England","1,82m",right,"Jul 1, 2022",,"Jun 30, 2028",€4.00m,https://www.transfermarkt.com/danny-namaso/profil/spieler/392767
