Number,Name,Position,Date of Birth/Age,Nationality,Height,Foot,Signed,Previous Team,Contract Until,Market Value,Link
11,Tiago Dias,Left-Back,"May 4, 1998 (27)",Portugal,"1,75m",left,"Jul 1, 2023",,"Jun 30, 2025",€250k,https://www.transfermarkt.com/tiago-dias/profil/spieler/314886
72,Gaizka Larrazabal,Right-Back,"Dec 17, 1997 (27)",Spain,"1,81m",right,"Jul 3, 2023",,"Jun 30, 2026",€1.50m,https://www.transfermarkt.com/gaizka-larrazabal/profil/spieler/439465
18,André Geraldes,Right-Back,"May 2, 1991 (34)",Portugal,"1,81m",right,"Jul 1, 2023",,"Jun 30, 2027",€200k,https://www.transfermarkt.com/andre-geraldes/profil/spieler/154319
89,Andrian Kraev,Defensive Midfield,"Feb 14, 1999 (26)",Bulgaria,"1,94m",right,"Jul 23, 2024",,"Jun 30, 2026",€1.50m,https://www.transfermarkt.com/andrian-kraev/profil/spieler/820371
24,Iyad Mohamed,Defensive Midfield,"Mar 5, 2001 (24)","Comoros, France","1,91m",left,"Feb 3, 2025",,"Jun 30, 2027",€600k,https://www.transfermarkt.com/iyad-mohamed/profil/spieler/805065
17,Rafael Brito,Defensive Midfield,"Jan 19, 2002 (23)",Portugal,"1,83m",right,"Jul 1, 2023",,"Jun 30, 2026",€400k,https://www.transfermarkt.com/rafael-brito/profil/spieler/504075
80,Pablo Roberto,Central Midfield,"Nov 14, 1999 (25)",Brazil,"1,83m",right,"Jul 30, 2023",,"Jun 30, 2026",€600k,https://www.transfermarkt.com/pablo-roberto/profil/spieler/592375
14,Miguel Sousa,Attacking Midfield,"Sep 19, 1998 (26)",Portugal,"1,76m",right,"Jul 1, 2024",,"Jun 30, 2027",€500k,https://www.transfermarkt.com/miguel-sousa/profil/spieler/587107
29,Jérémy Livolant,Left Winger,"Jan 9, 1998 (27)",France,"1,75m",right,"Sep 17, 2024",,"Jun 30, 2027",€1.20m,https://www.transfermarkt.com/jeremy-livolant/profil/spieler/324806
52,Henrique Pereira,Left Winger,"Feb 15, 2002 (23)",Portugal,"1,78m",right,"Jul 2, 2024",,"Jun 30, 2025",€800k,https://www.transfermarkt.com/henrique-pereira/profil/spieler/505655
13,Korede Osundina,Right Winger,"Feb 13, 2004 (21)","United States, Nigeria","1,83m",both,"Jan 31, 2025",,"Jun 30, 2028",€450k,https://www.transfermarkt.com/korede-osundina/profil/spieler/975138
20,Kiki,Right Winger,"Feb 14, 1998 (27)",Portugal,"1,72m",left,"Jan 31, 2023",,"Jun 30, 2026",€300k,https://www.transfermarkt.com/kiki/profil/spieler/529730
37,Samu,Right Winger,"Sep 15, 2006 (18)","Portugal, Sao Tome and Principe","1,80m",right,"Jul 1, 2023",,"Jun 30, 2026",€100k,https://www.transfermarkt.com/samu/profil/spieler/1159449
88,Cauê,Centre-Forward,"Nov 16, 2002 (22)",Brazil,"1,84m",right,"Feb 3, 2025",,"Jun 30, 2025",€800k,https://www.transfermarkt.com/caue/profil/spieler/814268
9,Max Svensson,Centre-Forward,"Nov 8, 2001 (23)","Spain, Sweden","1,82m",right,"Aug 7, 2024",,"Jun 30, 2027",€500k,https://www.transfermarkt.com/max-svensson/profil/spieler/705808
90,Cassiano,Centre-Forward,"Jun 16, 1989 (35)",Brazil,"1,84m",right,"Sep 1, 2024",,"Jun 30, 2026",€200k,https://www.transfermarkt.com/cassiano/profil/spieler/238367
99,Clau Mendes,Centre-Forward,"Dec 8, 2000 (24)","Guinea-Bissau, Spain","1,86m",left,"Jul 3, 2024",,"Jun 30, 2026",€200k,https://www.transfermarkt.com/clau-mendes/profil/spieler/699501
