Number,Name,Position,Date of Birth/Age,Nationality,Height,Foot,Signed,Previous Team,Contract Until,Market Value,Link
1,Patrick Sequeira,Goalkeeper,"Mar 1, 1999 (26)","Costa Rica, Spain","1,90m",right,"Jul 25, 2024",,"Jun 30, 2027",€3.00m,https://www.transfermarkt.com/patrick-sequeira/profil/spieler/378482
22,Daniel Azevedo,Goalkeeper,"Feb 12, 1998 (27)",Portugal,"1,95m",right,"Jan 15, 2024",,"Jun 30, 2025",€100k,https://www.transfermarkt.com/daniel-azevedo/profil/spieler/383008
33,Ricardo Batista,Goalkeeper,"Nov 19, 1986 (38)","Angola, Portugal","1,92m",left,"Aug 31, 2020",,"Jun 30, 2026",€100k,https://www.transfermarkt.com/ricardo-batista/profil/spieler/24846
4,João Goulart,Centre-Back,"Jan 27, 2000 (25)",Portugal,"1,91m",right,"Jul 5, 2024",,"Jun 30, 2027",€900k,https://www.transfermarkt.com/joao-goulart/profil/spieler/537477
2,Tchamba,Centre-Back,"Jul 10, 1998 (26)",Cameroon,"1,91m",left,"Jul 7, 2023",,"Jun 30, 2026",€800k,https://www.transfermarkt.com/tchamba/profil/spieler/490760
3,Ruben Kluivert,Centre-Back,"May 21, 2001 (23)","Netherlands, Suriname","1,87m",right,"Jul 1, 2024",,"Jun 30, 2027",€800k,https://www.transfermarkt.com/ruben-kluivert/profil/spieler/578421
23,Kaly,Centre-Back,"Nov 27, 2003 (21)",Angola,"1,92m",right,"Jan 31, 2025",,"Jun 30, 2027",€250k,https://www.transfermarkt.com/kaly/profil/spieler/1241219
6,José Fonte,Centre-Back,"Dec 22, 1983 (41)",Portugal,"1,91m",right,"Jul 10, 2024",,"Jun 30, 2025",€100k,https://www.transfermarkt.com/jose-fonte/profil/spieler/33829
44,Isaac Monteiro,Centre-Back,"Mar 4, 2004 (21)","Portugal, Sao Tome and Principe","1,93m",right,"Jul 1, 2022",,"Jun 30, 2025",€100k,https://www.transfermarkt.com/isaac-monteiro/profil/spieler/929867
5,Leonardo Lelo,Left-Back,"Mar 30, 2000 (25)",Portugal,"1,75m",left,"Jul 1, 2021",,"Jun 30, 2025",€3.50m,https://www.transfermarkt.com/leonardo-lelo/profil/spieler/669956
12,Fahem Benaïssa,Left-Back,"Apr 29, 2002 (23)","France, Algeria","1,88m",left,"Jan 26, 2024",,"Jun 30, 2027",€300k,https://www.transfermarkt.com/fahem-benaissa/profil/spieler/805864
