Number,Name,Position,Date of Birth/Age,Nationality,Height,Foot,Signed,Previous Team,Contract Until,Market Value,Link
1,Gabriel Batista,Goalkeeper,"Jun 3, 1998 (26)","Brazil, Italy","1,91m",right,"Aug 25, 2022",,"Jun 30, 2026",€2.50m,https://www.transfermarkt.com/gabriel-batista/profil/spieler/401535
12,Neneca,Goalkeeper,"Aug 27, 2003 (21)",Brazil,"1,92m",right,"Jul 31, 2024",,"Jun 30, 2025",€300k,https://www.transfermarkt.com/neneca/profil/spieler/983843
31,Denivys,Goalkeeper,"May 1, 2001 (24)",Brazil,"1,93m",left,"Jan 8, 2024",,"Jun 30, 2026",€100k,https://www.transfermarkt.com/denivys/profil/spieler/977858
23,Sidney Lima,Centre-Back,"Jan 17, 1997 (28)",Brazil,"1,82m",right,"Jul 1, 2023",,"Jun 30, 2025",€2.50m,https://www.transfermarkt.com/sidney-lima/profil/spieler/657155
4,Pedro Pacheco,Centre-Back,"Jan 27, 1997 (28)","Portugal, Switzerland","1,89m",right,"Jul 1, 2023",,"Jun 30, 2028",€800k,https://www.transfermarkt.com/pedro-pacheco/profil/spieler/290508
27,Gui Ramos,Centre-Back,"Aug 11, 1997 (27)",Portugal,"1,91m",right,"Sep 2, 2024",,"Jun 30, 2025",€800k,https://www.transfermarkt.com/gui-ramos/profil/spieler/340521
21,Frederico Venâncio,Centre-Back,"Feb 4, 1993 (32)",Portugal,"1,86m",right,"Jul 18, 2024",,"Jun 30, 2026",€700k,https://www.transfermarkt.com/frederico-venancio/profil/spieler/169681
13,Luís Rocha,Centre-Back,"Aug 13, 1986 (38)",Portugal,"1,86m",right,"Jul 1, 2023",,"Jun 30, 2026",€50k,https://www.transfermarkt.com/luis-rocha/profil/spieler/131658
32,MT,Left-Back,"Mar 1, 2001 (24)",Brazil,"1,85m",left,"Jul 1, 2024",,"Jun 30, 2028",€3.00m,https://www.transfermarkt.com/mttm/profil/spieler/808475
3,Matheus Pereira,Left-Back,"Dec 21, 2000 (24)",Brazil,"1,72m",left,"Jul 1, 2024",,"Jun 30, 2028",€1.50m,https://www.transfermarkt.com/matheus-pereira/profil/spieler/739438
42,Lucas Soares,Right-Back,"May 4, 1998 (27)",Brazil,"1,74m",right,"Jul 6, 2023",,"Jun 30, 2027",€800k,https://www.transfermarkt.com/lucas-soares/profil/spieler/684061
2,Calila,Right-Back,"Oct 10, 1998 (26)",Portugal,"1,80m",right,"Aug 19, 2022",,"Jun 30, 2025",€700k,https://www.transfermarkt.com/calila/profil/spieler/396429
22,Edney,Right-Back,"Jul 26, 2004 (20)",Brazil,"1,72m",right,"Feb 3, 2025",,"Jun 30, 2027",-,https://www.transfermarkt.com/edney/profil/spieler/1082539
6,Adriano Firmino,Defensive Midfield,"Nov 4, 1999 (25)",Brazil,"1,87m",right,"Aug 7, 2022",,"Jun 30, 2027",€1.50m,https://www.transfermarkt.com/adriano-firmino/profil/spieler/687743
8,Pedro Ferreira,Defensive Midfield,"Jan 5, 1998 (27)",Portugal,"1,83m",right,"Jan 3, 2024",,"Jun 30, 2028",€1.00m,https://www.transfermarkt.com/pedro-ferreira/profil/spieler/337799
41,Dani Borges,Defensive Midfield,"Apr 6, 2003 (22)",Brazil,"1,83m",,"Jan 31, 2024",,"Jun 30, 2030",€200k,https://www.transfermarkt.com/dani-borges/profil/spieler/1083604
35,Serginho,Central Midfield,"Dec 1, 1999 (25)",Portugal,"1,81m",right,"Jul 3, 2023",,"Jun 30, 2027",€600k,https://www.transfermarkt.com/serginho/profil/spieler/836547
7,Matheusinho,Attacking Midfield,"Feb 11, 1998 (27)",Brazil,"1,64m",right,"Jan 1, 2025",,"Jun 30, 2027",€2.00m,https://www.transfermarkt.com/matheusinho/profil/spieler/401533
10,Ricardinho,Left Winger,"Aug 6, 1998 (26)",Portugal,"1,78m",right,"Aug 25, 2019",,"Jun 30, 2025",€800k,https://www.transfermarkt.com/ricardinho/profil/spieler/671657
11,Gabriel Silva,Right Winger,"Mar 22, 2002 (23)",Brazil,"1,77m",right,"Aug 1, 2023",,"Jun 30, 2025",€3.00m,https://www.transfermarkt.com/gabriel-silva/profil/spieler/627224
20,Adriel Moraes,Right Winger,"Dec 6, 2005 (19)",Brazil,"1,70m",,,,-,-,https://www.transfermarkt.com/adriel-moraes/profil/spieler/1127847
70,Vinícius Lopes,Centre-Forward,"May 7, 1999 (25)",Brazil,"1,80m",right,"Jul 2, 2024",,"Jun 30, 2028",€2.50m,https://www.transfermarkt.com/vinicius-lopes/profil/spieler/688881
29,Wendel,Centre-Forward,"Aug 2, 2000 (24)",Brazil,"1,80m",right,"Feb 3, 2025",,"Jun 30, 2025",€1.20m,https://www.transfermarkt.com/wendel/profil/spieler/589911
17,João Costa,Centre-Forward,"Mar 7, 2000 (25)",Portugal,"1,85m",right,"Jul 1, 2024",,"Jun 30, 2028",€350k,https://www.transfermarkt.com/joao-costa/profil/spieler/856423
