Number,Name,Position,Date of Birth/Age,Nationality,Height,Foot,Signed,Previous Team,Contract Until,Market Value,Link
1,Cezary Miszta,Goalkeeper,"Oct 30, 2001 (23)",Poland,"1,93m",right,"Jul 1, 2024",,"Jun 30, 2027",€2.00m,https://www.transfermarkt.com/cezary-miszta/profil/spieler/487167
95,Matheus Teixeira,Goalkeeper,"Mar 8, 1999 (26)",Brazil,"1,87m",right,"Jan 20, 2025",,"Jun 30, 2025",€500k,https://www.transfermarkt.com/matheus-teixeira/profil/spieler/598975
99,Antzelo Sina,Goalkeeper,"Jan 7, 2004 (21)","Albania, Greece","1,86m",left,"Aug 7, 2024",,"Jun 30, 2025",€200k,https://www.transfermarkt.com/antzelo-sina/profil/spieler/923129
3,Andreas Ntoi,Centre-Back,"Feb 2, 2003 (22)","Greece, Albania","1,90m",right,"Jan 16, 2025",,"Jun 30, 2025",€4.50m,https://www.transfermarkt.com/andreas-ntoi/profil/spieler/724035
23,Francisco Petrasso,Centre-Back,"Jan 28, 2002 (23)",Argentina,"1,91m",right,"Aug 26, 2024",,"Jun 30, 2028",€1.50m,https://www.transfermarkt.com/francisco-petrasso/profil/spieler/985683
2,Jonathan Panzo,Centre-Back,"Oct 25, 2000 (24)","England, Cote d'Ivoire","1,88m",left,"Jul 17, 2024",,"Jun 30, 2025",€1.20m,https://www.transfermarkt.com/jonathan-panzo/profil/spieler/392777
4,Nelson Abbey,Centre-Back,"Aug 28, 2003 (21)","England, Nigeria","1,87m",left,"Jan 7, 2025",,"Jun 30, 2025",€700k,https://www.transfermarkt.com/nelson-abbey/profil/spieler/566677
22,João Pedro,Centre-Back,"Mar 14, 2003 (22)",Brazil,"1,86m",left,"Feb 1, 2025",,"Jun 30, 2025",€400k,https://www.transfermarkt.com/joao-pedro/profil/spieler/876440
82,Konstantinos Kostoulas,Centre-Back,"Feb 8, 2005 (20)",Greece,"1,85m",right,"Feb 12, 2024",,"Jun 30, 2025",€300k,https://www.transfermarkt.com/konstantinos-kostoulas/profil/spieler/898807
98,Omar Richards,Left-Back,"Feb 15, 1998 (27)","England, Jamaica","1,74m",left,"Aug 20, 2024",,"Jun 30, 2025",€2.50m,https://www.transfermarkt.com/omar-richards/profil/spieler/424881
17,Marios Vrousai,Right-Back,"Jul 2, 1998 (26)","Greece, Albania","1,83m",right,"Jul 6, 2024",,"Jun 30, 2027",€1.50m,https://www.transfermarkt.com/marios-vrousai/profil/spieler/395632
20,João Tomé,Right-Back,"Feb 12, 2003 (22)",Portugal,"1,85m",right,"Jul 1, 2024",,"Jun 30, 2027",€500k,https://www.transfermarkt.com/joao-tome/profil/spieler/551981
29,Theofanis Bakoulas,Defensive Midfield,"Jan 4, 2005 (20)",Greece,"1,75m",right,"Feb 3, 2025",,"Jun 30, 2025",€500k,https://www.transfermarkt.com/theofanis-bakoulas/profil/spieler/1060252
8,Vítor Gomes,Defensive Midfield,"Dec 25, 1987 (37)",Portugal,"1,82m",right,"Jul 1, 2021",,"Jun 30, 2025",€100k,https://www.transfermarkt.com/vitor-gomes/profil/spieler/38780
34,Ege Tıknaz,Central Midfield,"Aug 17, 2004 (20)",Türkiye,"1,93m",right,"Sep 2, 2024",,"Jun 30, 2025",€3.50m,https://www.transfermarkt.com/ege-tiknaz/profil/spieler/875337
76,Martim Neto,Central Midfield,"Jan 14, 2003 (22)",Portugal,"1,85m",right,"Sep 2, 2024",,"Jun 30, 2025",€3.00m,https://www.transfermarkt.com/martim-neto/profil/spieler/549027
6,João Novais,Central Midfield,"Jul 10, 1993 (31)",Portugal,"1,83m",right,"Jul 5, 2024",,"Jun 30, 2026",€600k,https://www.transfermarkt.com/joao-novais/profil/spieler/228940
21,João Graça,Central Midfield,"Jun 18, 1995 (29)",Portugal,"1,77m",right,"Aug 25, 2021",,"Jun 30, 2026",€300k,https://www.transfermarkt.com/joao-graca/profil/spieler/257707
80,Ole Pohlmann,Attacking Midfield,"Apr 5, 2001 (24)",Germany,"1,83m",right,"Jul 2, 2024",,"Jun 30, 2027",€2.50m,https://www.transfermarkt.com/ole-pohlmann/profil/spieler/405690
16,Brandon Aguilera,Attacking Midfield,"Jun 28, 2003 (21)",Costa Rica,"1,79m",left,"Jul 2, 2024",,"Jun 30, 2027",€1.00m,https://www.transfermarkt.com/brandon-aguilera/profil/spieler/631996
11,Tiago Morais,Left Winger,"Sep 3, 2003 (21)",Portugal,"1,68m",right,"Jul 27, 2024",,"Jun 30, 2025",€3.00m,https://www.transfermarkt.com/tiago-morais/profil/spieler/815652
27,Tobías Medina,Left Winger,"Mar 3, 2004 (21)",Argentina,"1,70m",left,"Aug 12, 2024",,"Jun 30, 2028",€1.00m,https://www.transfermarkt.com/tobias-medina/profil/spieler/856592
19,Kiko Bondoso,Left Winger,"Nov 17, 1995 (29)",Portugal,"1,69m",right,"Jul 4, 2024",,"Jun 30, 2025",€800k,https://www.transfermarkt.com/kiko-bondoso/profil/spieler/590302
94,Tim,Left Winger,"Feb 14, 2005 (20)",Portugal,"1,68m",right,,,"Jun 30, 2027",€150k,https://www.transfermarkt.com/timtm/profil/spieler/1293517
7,André Luiz,Right Winger,"Feb 23, 2002 (23)",Brazil,"1,87m",left,"Jan 23, 2025",,"Jun 30, 2029",€2.00m,https://www.transfermarkt.com/andre-luiz/profil/spieler/919262
9,Clayton,Centre-Forward,"Jan 11, 1999 (26)",Brazil,"1,84m",right,"Aug 1, 2024",,"Jun 30, 2025",€5.00m,https://www.transfermarkt.com/clayton/profil/spieler/733579
14,Karem Zoabi,Centre-Forward,"May 3, 2006 (19)",Israel,"1,84m",left,"Jul 1, 2024",,"Jun 30, 2028",€900k,https://www.transfermarkt.com/karem-zoabi/profil/spieler/982557
