Number,Name,Position,Date of Birth/Age,Nationality,Height,Foot,Signed,Previous Team,Contract Until,Market Value,Link
24,João Costa,Goalkeeper,"Feb 2, 1996 (29)",Portugal,"1,86m",right,"Jan 23, 2025",,"Jun 30, 2028",€800k,https://www.transfermarkt.com/joao-costa/profil/spieler/198638
1,Francisco Meixedo,Goalkeeper,"May 19, 2001 (23)",Portugal,"1,90m",right,"Jul 14, 2024",,"Jun 30, 2027",€300k,https://www.transfermarkt.com/francisco-meixedo/profil/spieler/564968
93,Marko Gudžulić,Goalkeeper,"Jul 5, 2002 (22)",Serbia,"1,96m",right,"Jul 1, 2024",,"Jun 30, 2027",€200k,https://www.transfermarkt.com/marko-gudzulic/profil/spieler/831591
4,Ferro,Centre-Back,"Mar 26, 1997 (28)",Portugal,"1,91m",right,"Jul 8, 2024",,"Jun 30, 2028",€800k,https://www.transfermarkt.com/ferro/profil/spieler/294321
42,Renato Pantalon,Centre-Back,"Oct 27, 1997 (27)",Croatia,"1,94m",right,"Feb 3, 2025",,"Jun 30, 2027",€600k,https://www.transfermarkt.com/renato-pantalon/profil/spieler/410281
5,Issiar Dramé,Centre-Back,"Feb 16, 1999 (26)","Mali, France","1,97m",right,"Jul 6, 2024",,"Jun 30, 2027",€500k,https://www.transfermarkt.com/issiar-drame/profil/spieler/461582
44,Semeu Commey,Centre-Back,"May 12, 2004 (20)",Ghana,"1,90m",right,"Feb 3, 2025",,"Jun 30, 2027",€300k,https://www.transfermarkt.com/semeu-commey/profil/spieler/1104233
25,Nilton,Left-Back,"May 25, 2001 (23)","Portugal, Cape Verde","1,82m",left,"Jan 30, 2024",,"Jun 30, 2025",€800k,https://www.transfermarkt.com/nilton/profil/spieler/681829
21,Guilherme Montóia,Left-Back,"Sep 14, 2003 (21)",Portugal,"1,85m",left,"Oct 20, 2024",,"Jun 30, 2026",€200k,https://www.transfermarkt.com/guilherme-montoia/profil/spieler/575717
28,Rúben Lima,Left-Back,"Oct 3, 1989 (35)",Portugal,"1,77m",left,"Jan 31, 2024",,"Jun 30, 2026",€100k,https://www.transfermarkt.com/ruben-lima/profil/spieler/58965
