Number,Name,Position,Date of Birth/Age,Nationality,Height,Foot,Signed,Previous Team,Contract Until,Market Value,Link
1,Antonio Sivera,Goalkeeper,"Aug 11, 1996 (28)",Spain,"1,85m",right,"Jul 19, 2017",,"Jun 30, 2027",€6.00m,https://www.transfermarkt.com/antonio-sivera/profil/spieler/298197
13,Jesús Owono,Goalkeeper,"Mar 1, 2001 (24)","Equatorial Guinea, Spain","1,86m",both,"Jul 1, 2022",,"Jun 30, 2026",€1.00m,https://www.transfermarkt.com/jesus-owono/profil/spieler/631693
31,Adrián Rodríguez,Goalkeeper,"Dec 12, 2000 (24)","Argentina, Spain","1,95m",right,"Jul 1, 2024",,"Jun 30, 2027",€100k,https://www.transfermarkt.com/adrian-rodriguez/profil/spieler/608382
5,Abdel Abqar,Centre-Back,"Mar 10, 1999 (26)",Morocco,"1,88m",right,"Jul 1, 2022",,"Jun 30, 2025",€7.50m,https://www.transfermarkt.com/abdel-abqar/profil/spieler/559979
12,Santiago Mouriño,Centre-Back,"Feb 13, 2002 (23)","Uruguay, Spain","1,86m",right,"Aug 27, 2024",,"Jun 30, 2029",€2.00m,https://www.transfermarkt.com/santiago-mourino/profil/spieler/953901
22,Moussa Diarra,Centre-Back,"Nov 10, 2000 (24)","Mali, France","1,85m",left,"Jul 18, 2024",,"Jun 30, 2028",€2.00m,https://www.transfermarkt.com/moussa-diarra/profil/spieler/694509
36,Adrián Pica,Centre-Back,"Apr 25, 2002 (23)",Spain,"1,90m",,"Sep 1, 2024",,"Jun 30, 2026",€1.50m,https://www.transfermarkt.com/adrian-pica/profil/spieler/895458
2,Facundo Garcés,Centre-Back,"Sep 5, 1999 (25)","Argentina, Spain","1,89m",right,"Jan 1, 2025",,"Jun 30, 2028",€1.20m,https://www.transfermarkt.com/facundo-garces/profil/spieler/533354
4,Aleksandar Sedlar,Centre-Back,"Dec 13, 1991 (33)",Serbia,"1,80m",right,"Jul 5, 2022",,"Jun 30, 2025",€400k,https://www.transfermarkt.com/aleksandar-sedlar/profil/spieler/237499
3,Manu Sánchez,Left-Back,"Aug 24, 2000 (24)",Spain,"1,71m",left,"Jul 23, 2024",,"Jun 30, 2025",€6.00m,https://www.transfermarkt.com/manu-sanchez/profil/spieler/618809
14,Nahuel Tenaglia,Right-Back,"Feb 21, 1996 (29)","Argentina, Italy","1,81m",right,"Aug 20, 2023",,"Jun 30, 2027",€3.00m,https://www.transfermarkt.com/nahuel-tenaglia/profil/spieler/533568
16,Hugo Novoa,Right-Back,"Jan 24, 2003 (22)",Spain,"1,82m",right,"Jul 22, 2024",,"Jun 30, 2029",€2.00m,https://www.transfermarkt.com/hugo-novoa/profil/spieler/668276
8,Antonio Blanco,Defensive Midfield,"Jul 23, 2000 (24)",Spain,"1,76m",right,"Jul 25, 2023",,"Jun 30, 2027",€7.50m,https://www.transfermarkt.com/antonio-blanco/profil/spieler/495621
23,Carlos Protesoni,Defensive Midfield,"Mar 30, 1998 (27)","Uruguay, Italy","1,85m",right,"Jul 1, 2022",,"Jun 30, 2026",€1.50m,https://www.transfermarkt.com/carlos-protesoni/profil/spieler/431190
6,Ander Guevara,Central Midfield,"Jul 7, 1997 (27)",Spain,"1,80m",right,"Jul 9, 2023",,"Jun 30, 2027",€4.00m,https://www.transfermarkt.com/ander-guevara/profil/spieler/465967
18,Jon Guridi,Central Midfield,"Feb 28, 1995 (30)",Spain,"1,79m",left,"Jul 11, 2022",,"Jun 30, 2026",€3.00m,https://www.transfermarkt.com/jon-guridi/profil/spieler/289257
21,Carles Aleñá,Central Midfield,"Jan 5, 1998 (27)",Spain,"1,80m",left,"Feb 3, 2025",,"Jun 30, 2025",€2.50m,https://www.transfermarkt.com/carles-alena/profil/spieler/284854
24,Joan Jordán,Central Midfield,"Jul 6, 1994 (30)",Spain,"1,85m",right,"Aug 29, 2024",,"Jun 30, 2025",€2.50m,https://www.transfermarkt.com/joan-jordan/profil/spieler/263727
15,Carlos Martín,Left Winger,"Apr 22, 2002 (23)",Spain,"1,80m",right,"Aug 17, 2024",,"Jun 30, 2025",€3.00m,https://www.transfermarkt.com/carlos-martin/profil/spieler/618813
10,Tomás Conechny,Left Winger,"Mar 30, 1998 (27)","Argentina, Poland","1,76m",left,"Jul 5, 2024",,"Jun 30, 2028",€2.00m,https://www.transfermarkt.com/tomas-conechny/profil/spieler/401571
7,Carlos Vicente,Right Winger,"Apr 23, 1999 (26)",Spain,"1,79m",right,"Jan 1, 2024",,"Jun 30, 2027",€8.00m,https://www.transfermarkt.com/carlos-vicente/profil/spieler/540536
11,Toni Martínez,Centre-Forward,"Jun 30, 1997 (27)",Spain,"1,87m",right,"Aug 27, 2024",,"Jun 30, 2028",€2.80m,https://www.transfermarkt.com/toni-martinez/profil/spieler/302371
9,Asier Villalibre,Centre-Forward,"Sep 30, 1997 (27)",Spain,"1,82m",left,"Jul 15, 2024",,"Jun 30, 2028",€1.80m,https://www.transfermarkt.com/asier-villalibre/profil/spieler/251897
17,Kike García,Centre-Forward,"Nov 25, 1989 (35)",Spain,"1,86m",right,"Aug 13, 2023",,"Jun 30, 2025",€900k,https://www.transfermarkt.com/kike-garcia/profil/spieler/93936
19,Pau Cabanes,Centre-Forward,"Feb 17, 2005 (20)",Spain,"1,79m",right,"Jan 31, 2025",,"Jun 30, 2025",€800k,https://www.transfermarkt.com/pau-cabanes/profil/spieler/1063553
