Number,Name,Position,Date of Birth/Age,Nationality,Height,Foot,Signed,Previous Team,Contract Until,Market Value,Link
1,Dominik Greif,Goalkeeper,"Apr 6, 1997 (28)",Slovakia,"1,97m",right,"Jul 6, 2021",,"Jun 30, 2026",€6.00m,https://www.transfermarkt.com/dominik-greif/profil/spieler/316884
13,Leo Román,Goalkeeper,"Jul 6, 2000 (24)",Spain,"1,89m",right,"Jul 1, 2022",,"Jun 30, 2026",€2.50m,https://www.transfermarkt.com/leo-roman/profil/spieler/562742
25,Iván Cuéllar,Goalkeeper,"May 27, 1984 (40)",Spain,"1,87m",left,"Aug 28, 2023",,"Jun 30, 2025",€100k,https://www.transfermarkt.com/ivan-cuellar/profil/spieler/27493
24,Martin Valjent,Centre-Back,"Dec 11, 1995 (29)",Slovakia,"1,87m",right,"Jul 1, 2019",,"Jun 30, 2029",€6.00m,https://www.transfermarkt.com/martin-valjent/profil/spieler/277384
6,José Copete,Centre-Back,"Oct 10, 1999 (25)",Spain,"1,90m",left,"Jul 1, 2022",,"Jun 30, 2026",€2.80m,https://www.transfermarkt.com/jose-copete/profil/spieler/520840
21,Antonio Raíllo,Centre-Back,"Oct 8, 1991 (33)",Spain,"1,87m",,"Jul 1, 2016",,"Jun 30, 2026",€2.00m,https://www.transfermarkt.com/antonio-raillo/profil/spieler/278296
32,David López,Centre-Back,"Feb 3, 2003 (22)",Spain,"1,95m",,"Jan 31, 2024",,"Jun 30, 2027",€500k,https://www.transfermarkt.com/david-lopez/profil/spieler/947431
22,Johan Mojica,Left-Back,"Aug 21, 1992 (32)","Colombia, Spain","1,85m",left,"Jul 23, 2024",,"Jun 30, 2027",€2.20m,https://www.transfermarkt.com/johan-mojica/profil/spieler/262939
3,Toni Lato,Left-Back,"Nov 21, 1997 (27)",Spain,"1,71m",left,"Jul 1, 2023",,"Jun 30, 2027",€2.00m,https://www.transfermarkt.com/toni-lato/profil/spieler/320271
23,Pablo Maffeo,Right-Back,"Jul 12, 1997 (27)","Argentina, Spain","1,72m",right,"Jul 1, 2022",,"Jun 30, 2027",€5.00m,https://www.transfermarkt.com/pablo-maffeo/profil/spieler/251876
2,Mateu Morey,Right-Back,"Mar 2, 2000 (25)",Spain,"1,73m",right,"Jul 5, 2024",,"Jun 30, 2025",€800k,https://www.transfermarkt.com/mateu-morey/profil/spieler/388513
12,Samú Costa,Defensive Midfield,"Nov 27, 2000 (24)",Portugal,"1,85m",left,"Aug 10, 2023",,"Jun 30, 2028",€15.00m,https://www.transfermarkt.com/samu-costa/profil/spieler/657430
5,Omar Mascarell,Defensive Midfield,"Feb 2, 1993 (32)","Equatorial Guinea, Spain","1,81m",right,"Jul 1, 2023",,"Jun 30, 2026",€900k,https://www.transfermarkt.com/omar-mascarell/profil/spieler/142031
10,Sergi Darder,Central Midfield,"Dec 22, 1993 (31)",Spain,"1,80m",right,"Aug 11, 2023",,"Jun 30, 2028",€4.00m,https://www.transfermarkt.com/sergi-darder/profil/spieler/142021
8,Manu Morlanes,Central Midfield,"Jan 12, 1999 (26)",Spain,"1,78m",right,"Jul 1, 2023",,"Jun 30, 2028",€2.50m,https://www.transfermarkt.com/manu-morlanes/profil/spieler/335225
18,Antonio Sánchez,Central Midfield,"Apr 22, 1997 (28)",Spain,"1,79m",right,"Jul 1, 2018",,"Jun 30, 2027",€2.50m,https://www.transfermarkt.com/antonio-sanchez/profil/spieler/513031
27,Robert Navarro,Attacking Midfield,"Apr 12, 2002 (23)",Spain,"1,78m",right,"Aug 29, 2024",,"Jun 30, 2025",€6.00m,https://www.transfermarkt.com/robert-navarro/profil/spieler/563137
14,Dani Rodríguez,Attacking Midfield,"Jun 6, 1988 (36)",Spain,"1,78m",right,"Jul 1, 2018",,"Jun 30, 2026",€900k,https://www.transfermarkt.com/dani-rodriguez/profil/spieler/139435
20,Chiquinho,Left Winger,"Feb 5, 2000 (25)","Portugal, Cape Verde","1,79m",right,"Aug 30, 2024",,"Jun 30, 2025",€2.50m,https://www.transfermarkt.com/chiquinho/profil/spieler/695454
11,Takuma Asano,Right Winger,"Nov 10, 1994 (30)",Japan,"1,73m",right,"Jul 6, 2024",,"Jun 30, 2026",€2.50m,https://www.transfermarkt.com/takuma-asano/profil/spieler/245744
16,Valery Fernández,Right Winger,"Nov 23, 1999 (25)",Spain,"1,82m",right,"Aug 30, 2024",,"Jun 30, 2025",€2.50m,https://www.transfermarkt.com/valery-fernandez/profil/spieler/331496
7,Vedat Muriqi,Centre-Forward,"Apr 24, 1994 (31)","Kosovo, Albania","1,94m",left,"Jul 22, 2022",,"Jun 30, 2027",€8.00m,https://www.transfermarkt.com/vedat-muriqi/profil/spieler/256267
17,Cyle Larin,Centre-Forward,"Apr 17, 1995 (30)","Canada, Jamaica","1,88m",right,"Aug 3, 2023",,"Jun 30, 2028",€3.50m,https://www.transfermarkt.com/cyle-larin/profil/spieler/343463
9,Abdón Prats,Centre-Forward,"Dec 7, 1992 (32)",Spain,"1,81m",left,"Jul 4, 2017",,"Jun 30, 2028",€1.50m,https://www.transfermarkt.com/abdon-prats/profil/spieler/177452
