Number,Name,Position,Date of Birth/Age,Nationality,Height,Foot,Signed,Previous Team,Contract Until,Market Value,Link
1,Thibaut Courtois,Goalkeeper,"May 11, 1992 (32)",Belgium,"2,00m",left,"Aug 9, 2018",,"Jun 30, 2026",€25.00m,https://www.transfermarkt.com/thibaut-courtois/profil/spieler/108390
13,Andriy Lunin,Goalkeeper,"Feb 11, 1999 (26)",Ukraine,"1,91m",right,"Jul 1, 2018",,"Jun 30, 2030",€20.00m,https://www.transfermarkt.com/andriy-lunin/profil/spieler/404839
26,Fran González,Goalkeeper,"Jun 24, 2005 (19)",Spain,"1,99m",right,,,"Jun 30, 2026",€400k,https://www.transfermarkt.com/fran-gonzalez/profil/spieler/1055220
3,Éder Militão,Centre-Back,"Jan 18, 1998 (27)","Brazil, Spain","1,86m",right,"Jul 1, 2019",,"Jun 30, 2028",€40.00m,https://www.transfermarkt.com/eder-militao/profil/spieler/401530
35,Raúl Asencio,Centre-Back,"Feb 13, 2003 (22)",Spain,"1,84m",right,"Jul 1, 2024",,"Jun 30, 2026",€30.00m,https://www.transfermarkt.com/raul-asencio/profil/spieler/935245
22,Antonio Rüdiger,Centre-Back,"Mar 3, 1993 (32)","Germany, Sierra Leone","1,90m",right,"Jul 1, 2022",,"Jun 30, 2026",€24.00m,https://www.transfermarkt.com/antonio-rudiger/profil/spieler/86202
4,David Alaba,Centre-Back,"Jun 24, 1992 (32)",Austria,"1,80m",left,"Jul 1, 2021",,"Jun 30, 2026",€10.00m,https://www.transfermarkt.com/david-alaba/profil/spieler/59016
18,Jesús Vallejo,Centre-Back,"Jan 5, 1997 (28)",Spain,"1,84m",right,"Jul 31, 2015",,"Jun 30, 2025",€1.00m,https://www.transfermarkt.com/jesus-vallejo/profil/spieler/251896
23,Ferland Mendy,Left-Back,"Jun 8, 1995 (29)","France, Senegal","1,80m",left,"Jul 1, 2019",,"Jun 30, 2028",€18.00m,https://www.transfermarkt.com/ferland-mendy/profil/spieler/291417
20,Fran García,Left-Back,"Aug 14, 1999 (25)",Spain,"1,69m",left,"Jul 1, 2023",,"Jun 30, 2027",€15.00m,https://www.transfermarkt.com/fran-garcia/profil/spieler/341264
2,Daniel Carvajal,Right-Back,"Jan 11, 1992 (33)",Spain,"1,73m",right,"Jul 1, 2013",,"Jun 30, 2026",€10.00m,https://www.transfermarkt.com/daniel-carvajal/profil/spieler/138927
17,Lucas Vázquez,Right-Back,"Jul 1, 1991 (33)",Spain,"1,73m",right,"Jul 2, 2015",,"Jun 30, 2025",€3.50m,https://www.transfermarkt.com/lucas-vazquez/profil/spieler/221316
14,Aurélien Tchouaméni,Defensive Midfield,"Jan 27, 2000 (25)","France, Cameroon","1,88m",right,"Jul 1, 2022",,"Jun 30, 2028",€80.00m,https://www.transfermarkt.com/aurelien-tchouameni/profil/spieler/413112
8,Federico Valverde,Central Midfield,"Jul 22, 1998 (26)","Uruguay, Spain","1,82m",right,"Jul 1, 2018",,"Jun 30, 2029",€130.00m,https://www.transfermarkt.com/federico-valverde/profil/spieler/369081
6,Eduardo Camavinga,Central Midfield,"Nov 10, 2002 (22)","France, DR Congo","1,82m",left,"Aug 31, 2021",,"Jun 30, 2029",€70.00m,https://www.transfermarkt.com/eduardo-camavinga/profil/spieler/640428
19,Dani Ceballos,Central Midfield,"Aug 7, 1996 (28)",Spain,"1,79m",right,"Jul 14, 2017",,"Jun 30, 2027",€10.00m,https://www.transfermarkt.com/dani-ceballos/profil/spieler/319745
10,Luka Modrić,Central Midfield,"Sep 9, 1985 (39)",Croatia,"1,72m",right,"Aug 27, 2012",,"Jun 30, 2025",€5.00m,https://www.transfermarkt.com/luka-modric/profil/spieler/27992
5,Jude Bellingham,Attacking Midfield,"Jun 29, 2003 (21)","England, Ireland","1,86m",right,"Jul 1, 2023",,"Jun 30, 2029",€180.00m,https://www.transfermarkt.com/jude-bellingham/profil/spieler/581678
7,Vinicius Junior,Left Winger,"Jul 12, 2000 (24)","Brazil, Spain","1,76m",right,"Jul 12, 2018",,"Jun 30, 2027",€200.00m,https://www.transfermarkt.com/vinicius-junior/profil/spieler/371998
11,Rodrygo,Right Winger,"Jan 9, 2001 (24)","Brazil, Spain","1,74m",right,"Jul 1, 2019",,"Jun 30, 2028",€100.00m,https://www.transfermarkt.com/rodrygo/profil/spieler/412363
15,Arda Güler,Right Winger,"Feb 25, 2005 (20)",Türkiye,"1,75m",left,"Jul 6, 2023",,"Jun 30, 2029",€45.00m,https://www.transfermarkt.com/arda-guler/profil/spieler/861410
21,Brahim Díaz,Right Winger,"Aug 3, 1999 (25)","Morocco, Spain","1,70m",both,"Jan 6, 2019",,"Jun 30, 2027",€45.00m,https://www.transfermarkt.com/brahim-diaz/profil/spieler/314678
9,Kylian Mbappé,Centre-Forward,"Dec 20, 1998 (26)","France, Cameroon","1,78m",right,"Jul 1, 2024",,"Jun 30, 2029",€170.00m,https://www.transfermarkt.com/kylian-mbappe/profil/spieler/342229
16,Endrick,Centre-Forward,"Jul 21, 2006 (18)",Brazil,"1,73m",left,"Jul 21, 2024",,"Jun 30, 2030",€40.00m,https://www.transfermarkt.com/endrick/profil/spieler/971570
