Number,Name,Position,Date of Birth/Age,Nationality,Height,Foot,Signed,Previous Team,Contract Until,Market Value,Link
13,David Soria,Goalkeeper,"Apr 4, 1993 (32)",Spain,"1,92m",right,"Jul 13, 2018",,"Jun 30, 2026",€4.00m,https://www.transfermarkt.com/david-soria/profil/spieler/226012
1,Jiri Letacek,Goalkeeper,"Jan 9, 1999 (26)",Czech Republic,"1,96m",right,"Jul 13, 2024",,"Jun 30, 2028",€2.00m,https://www.transfermarkt.com/jiri-letacek/profil/spieler/339079
15,Omar Alderete,Centre-Back,"Dec 26, 1996 (28)",Paraguay,"1,88m",left,"Jul 1, 2023",,"Jun 30, 2028",€8.00m,https://www.transfermarkt.com/omar-alderete/profil/spieler/353032
2,Djené,Centre-Back,"Dec 31, 1991 (33)",Togo,"1,78m",right,"Jul 24, 2017",,"Jun 30, 2025",€2.00m,https://www.transfermarkt.com/djene/profil/spieler/221150
4,Juan Berrocal,Centre-Back,"Feb 5, 1999 (26)",Spain,"1,87m",both,"Aug 19, 2024",,"Jun 30, 2027",€1.80m,https://www.transfermarkt.com/juan-berrocal/profil/spieler/461843
22,Domingos Duarte,Centre-Back,"Mar 10, 1995 (30)",Portugal,"1,92m",right,"Jul 11, 2022",,"Jun 30, 2026",€800k,https://www.transfermarkt.com/domingos-duarte/profil/spieler/257376
14,Juan Bernat,Left-Back,"Mar 1, 1993 (32)",Spain,"1,70m",left,"Feb 3, 2025",,"Jun 30, 2025",€2.50m,https://www.transfermarkt.com/juan-bernat/profil/spieler/126719
16,Diego Rico,Left-Back,"Feb 23, 1993 (32)",Spain,"1,83m",left,"Jul 16, 2024",,"Jun 30, 2026",€1.30m,https://www.transfermarkt.com/diego-rico/profil/spieler/249513
21,Juan Iglesias,Right-Back,"Jul 3, 1998 (26)",Spain,"1,87m",right,"Jul 1, 2021",,"Jun 30, 2026",€3.50m,https://www.transfermarkt.com/juan-iglesias/profil/spieler/390688
12,Allan Nyom,Right-Back,"May 10, 1988 (36)","Cameroon, France","1,89m",right,"Oct 8, 2024",,"Jun 30, 2025",€400k,https://www.transfermarkt.com/allan-nyom/profil/spieler/111508
8,Mauro Arambarri,Central Midfield,"Sep 30, 1995 (29)","Uruguay, Spain","1,75m",right,"Jul 1, 2018",,"Jun 30, 2028",€7.00m,https://www.transfermarkt.com/mauro-arambarri/profil/spieler/290249
11,Ramón Terrats,Central Midfield,"Oct 18, 2000 (24)",Spain,"1,81m",left,"Feb 3, 2025",,"Jun 30, 2025",€4.00m,https://www.transfermarkt.com/ramon-terrats/profil/spieler/783396
5,Luis Milla,Central Midfield,"Oct 7, 1994 (30)",Spain,"1,75m",right,"Jul 25, 2022",,"Jun 30, 2027",€3.50m,https://www.transfermarkt.com/luis-milla/profil/spieler/281989
20,Yellu Santiago,Central Midfield,"May 25, 2004 (20)",Spain,"1,92m",right,"Jan 10, 2024",,"Jun 30, 2025",€1.00m,https://www.transfermarkt.com/yellu-santiago/profil/spieler/941869
6,Christantus Uche,Attacking Midfield,"May 19, 2003 (21)",Nigeria,"1,90m",both,"Jul 1, 2024",,"Jun 30, 2028",€8.00m,https://www.transfermarkt.com/christantus-uche/profil/spieler/1124005
26,Alberto Risco,Attacking Midfield,"Aug 30, 2005 (19)",Spain,-,,,,"Jun 30, 2026",€200k,https://www.transfermarkt.com/alberto-risco/profil/spieler/1255616
29,Coba da Costa,Left Winger,"Jul 26, 2002 (22)","Spain, Guinea","1,82m",right,"Dec 1, 2024",,"Jun 30, 2026",€3.00m,https://www.transfermarkt.com/coba-da-costa/profil/spieler/1033005
24,Juanmi,Left Winger,"May 20, 1993 (31)",Spain,"1,72m",right,"Jan 31, 2025",,"Jun 30, 2025",€2.80m,https://www.transfermarkt.com/juanmi/profil/spieler/126737
7,Álex Sola,Right Winger,"Jun 9, 1999 (25)",Spain,"1,78m",right,"Jul 15, 2024",,"Jun 30, 2027",€3.00m,https://www.transfermarkt.com/alex-sola/profil/spieler/434990
17,Carles Pérez,Right Winger,"Feb 16, 1998 (27)",Spain,"1,73m",left,"Jul 30, 2024",,"Jun 30, 2025",€2.50m,https://www.transfermarkt.com/carles-perez/profil/spieler/282810
19,Peter Federico,Right Winger,"Jul 25, 2002 (22)","Dominican Republic, Spain","1,80m",left,"Jul 4, 2024",,"Jun 30, 2028",€1.50m,https://www.transfermarkt.com/peter-federico/profil/spieler/710004
9,Borja Mayoral,Centre-Forward,"Apr 5, 1997 (28)",Spain,"1,82m",right,"Aug 1, 2022",,"Jun 30, 2027",€9.00m,https://www.transfermarkt.com/borja-mayoral/profil/spieler/298976
10,Bertuğ Yıldırım,Centre-Forward,"Jul 12, 2002 (22)",Türkiye,"1,91m",right,"Aug 23, 2024",,"Jun 30, 2025",€2.50m,https://www.transfermarkt.com/bertug-yildirim/profil/spieler/672803
18,Álvaro Rodríguez,Centre-Forward,"Jul 14, 2004 (20)","Uruguay, Spain","1,93m",left,"Aug 29, 2024",,"Jun 30, 2025",€2.50m,https://www.transfermarkt.com/alvaro-rodriguez/profil/spieler/948275
