Number,Name,Position,Date of Birth/Age,Nationality,Height,Foot,Signed,Previous Team,Contract Until,Market Value,Link
1,Joan García,Goalkeeper,"May 4, 2001 (24)",Spain,"1,91m",right,"Jul 1, 2021",,"Jun 30, 2028",€20.00m,https://www.transfermarkt.com/joan-garcia/profil/spieler/561613
13,Fernando Pacheco,Goalkeeper,"May 18, 1992 (32)",Spain,"1,87m",left,"Jan 31, 2023",,"Jun 30, 2026",€900k,https://www.transfermarkt.com/fernando-pacheco/profil/spieler/172015
33,Ángel Fortuño,Goalkeeper,"Oct 5, 2001 (23)",Spain,"1,83m",right,"Jul 1, 2024",,"Jun 30, 2027",€300k,https://www.transfermarkt.com/angel-fortuno/profil/spieler/628487
4,Marash Kumbulla,Centre-Back,"Feb 8, 2000 (25)","Albania, Italy","1,91m",right,"Aug 17, 2024",,"Jun 30, 2025",€6.00m,https://www.transfermarkt.com/marash-kumbulla/profil/spieler/371371
5,Fernando Calero,Centre-Back,"Sep 14, 1995 (29)",Spain,"1,84m",right,"Aug 9, 2019",,"Jun 30, 2026",€1.50m,https://www.transfermarkt.com/fernando-calero/profil/spieler/357884
6,Leandro Cabrera,Centre-Back,"Jun 17, 1991 (33)","Uruguay, Spain","1,90m",left,"Jan 20, 2020",,"Jun 30, 2025",€1.00m,https://www.transfermarkt.com/leandro-cabrera/profil/spieler/102423
3,Sergi Gómez,Centre-Back,"Mar 28, 1992 (33)",Spain,"1,85m",right,"Jul 28, 2021",,"Jun 30, 2025",€900k,https://www.transfermarkt.com/sergi-gomez/profil/spieler/92947
24,Pablo Ramón,Centre-Back,"Jun 30, 2001 (23)",Spain,"1,84m",right,"Jan 3, 2025",,"Jun 30, 2028",€200k,https://www.transfermarkt.com/pablo-ramon/profil/spieler/629511
22,Carlos Romero,Left-Back,"Oct 29, 2001 (23)",Spain,"1,74m",left,"Jul 9, 2024",,"Jun 30, 2025",€3.00m,https://www.transfermarkt.com/carlos-romero/profil/spieler/709372
14,Brian Oliván,Left-Back,"Apr 1, 1994 (31)",Spain,"1,75m",left,"Jul 1, 2022",,"Jun 30, 2025",€2.00m,https://www.transfermarkt.com/brian-olivan/profil/spieler/166677
23,Omar El Hilali,Right-Back,"Sep 12, 2003 (21)","Morocco, Spain","1,83m",right,"Jan 1, 2023",,"Jun 30, 2027",€10.00m,https://www.transfermarkt.com/omar-el-hilali/profil/spieler/822331
12,Álvaro Tejero,Right-Back,"Jul 20, 1996 (28)",Spain,"1,74m",both,"Jul 9, 2024",,"Jun 30, 2025",€2.00m,https://www.transfermarkt.com/alvaro-tejero/profil/spieler/290273
19,Urko González de Zárate,Defensive Midfield,"Mar 20, 2001 (24)",Spain,"1,89m",right,"Jan 23, 2025",,"Jun 30, 2025",€1.50m,https://www.transfermarkt.com/urko-gonzalez-de-zarate/profil/spieler/625651
20,Alex Král,Central Midfield,"May 19, 1998 (26)",Czech Republic,"1,86m",right,"Aug 7, 2024",,"Jun 30, 2025",€6.00m,https://www.transfermarkt.com/alex-kral/profil/spieler/337333
10,Pol Lozano,Central Midfield,"Oct 6, 1999 (25)",Spain,"1,76m",right,"Jul 1, 2020",,"Jun 30, 2027",€4.00m,https://www.transfermarkt.com/pol-lozano/profil/spieler/412045
15,José Gragera,Central Midfield,"May 14, 2000 (24)",Spain,"1,86m",right,"Jan 31, 2023",,"Jun 30, 2028",€2.00m,https://www.transfermarkt.com/jose-gragera/profil/spieler/557147
18,Álvaro Aguado,Central Midfield,"May 1, 1996 (29)",Spain,"1,75m",right,"Sep 11, 2023",,"Jun 30, 2025",€2.00m,https://www.transfermarkt.com/alvaro-aguado/profil/spieler/449496
8,Edu Expósito,Central Midfield,"Aug 1, 1996 (28)",Spain,"1,78m",right,"Aug 8, 2022",,"Jun 30, 2027",€1.50m,https://www.transfermarkt.com/edu-exposito/profil/spieler/506248
40,Justin Smith,Central Midfield,"Feb 4, 2003 (22)","Canada, France","1,89m",right,,,"Jun 30, 2026",€300k,https://www.transfermarkt.com/justin-smith/profil/spieler/904712
35,Rafel Bauzà,Central Midfield,"Jan 30, 2005 (20)",Spain,"1,83m",right,,,"Jun 30, 2028",€200k,https://www.transfermarkt.com/rafel-bauza/profil/spieler/1178721
