Number,Name,Position,Date of Birth/Age,Nationality,Height,Foot,Signed,Previous Team,Contract Until,Market Value,Link
13,Diego Conde,Goalkeeper,"Oct 28, 1998 (26)",Spain,"1,88m",right,"Jul 2, 2024",,"Jun 30, 2029",€10.00m,https://www.transfermarkt.com/diego-conde/profil/spieler/341713
1,Luiz Júnior,Goalkeeper,"Jan 14, 2001 (24)","Brazil, Portugal","1,92m",left,"Aug 20, 2024",,"Jun 30, 2030",€5.00m,https://www.transfermarkt.com/luiz-junior/profil/spieler/712107
31,Iker Álvarez,Goalkeeper,"Jul 25, 2001 (23)",Andorra,"1,90m",right,,,"Jun 30, 2026",€800k,https://www.transfermarkt.com/iker-alvarez/profil/spieler/547248
2,Logan Costa,Centre-Back,"Apr 1, 2001 (24)","Cape Verde, France","1,90m",right,"Aug 22, 2024",,"Jun 30, 2030",€15.00m,https://www.transfermarkt.com/logan-costa/profil/spieler/484988
5,Willy Kambwala,Centre-Back,"Aug 25, 2004 (20)","France, DR Congo","1,92m",right,"Jul 15, 2024",,"Jun 30, 2029",€4.00m,https://www.transfermarkt.com/willy-kambwala/profil/spieler/780630
4,Eric Bailly,Centre-Back,"Apr 12, 1994 (31)",Cote d'Ivoire,"1,87m",right,"Jan 1, 2024",,"Jun 30, 2025",€2.50m,https://www.transfermarkt.com/eric-bailly/profil/spieler/286384
3,Raúl Albiol,Centre-Back,"Sep 4, 1985 (39)",Spain,"1,90m",right,"Jul 4, 2019",,"Jun 30, 2025",€1.30m,https://www.transfermarkt.com/raul-albiol/profil/spieler/15452
26,Pau Navarro,Centre-Back,"Apr 25, 2005 (20)",Spain,"1,85m",right,"Nov 1, 2024",,"Jun 30, 2030",€1.00m,https://www.transfermarkt.com/pau-navarro/profil/spieler/1061336
23,Sergi Cardona,Left-Back,"Jul 8, 1999 (25)",Spain,"1,86m",both,"Jul 18, 2024",,"Jun 30, 2027",€8.00m,https://www.transfermarkt.com/sergi-cardona/profil/spieler/678406
24,Alfonso Pedraza,Left-Back,"Apr 9, 1996 (29)",Spain,"1,84m",left,"Jul 1, 2016",,"Jun 30, 2026",€2.50m,https://www.transfermarkt.com/alfonso-pedraza/profil/spieler/356197
8,Juan Foyth,Right-Back,"Jan 12, 1998 (27)","Argentina, Spain","1,87m",right,"Jul 1, 2021",,"Jun 30, 2026",€10.00m,https://www.transfermarkt.com/juan-foyth/profil/spieler/480763
17,Kiko Femenía,Right-Back,"Feb 2, 1991 (34)",Spain,"1,74m",right,"Jul 28, 2022",,"Jun 30, 2025",€1.20m,https://www.transfermarkt.com/kiko-femenia/profil/spieler/76467
18,Pape Gueye,Defensive Midfield,"Jan 24, 1999 (26)","Senegal, France","1,89m",left,"Jul 5, 2024",,"Jun 30, 2028",€10.00m,https://www.transfermarkt.com/pape-gueye/profil/spieler/485963
14,Santi Comesaña,Central Midfield,"Oct 5, 1996 (28)",Spain,"1,88m",both,"Jul 1, 2023",,"Jun 30, 2028",€8.00m,https://www.transfermarkt.com/santi-comesana/profil/spieler/380598
10,Dani Parejo,Central Midfield,"Apr 16, 1989 (36)",Spain,"1,82m",right,"Aug 12, 2020",,"Jun 30, 2026",€2.00m,https://www.transfermarkt.com/dani-parejo/profil/spieler/59561
6,Denis Suárez,Attacking Midfield,"Jan 6, 1994 (31)",Spain,"1,76m",right,"Jul 1, 2023",,"Jun 30, 2026",€1.30m,https://www.transfermarkt.com/denis-suarez/profil/spieler/165007
16,Álex Baena,Left Winger,"Jul 20, 2001 (23)",Spain,"1,74m",right,"Aug 1, 2020",,"Jun 30, 2028",€50.00m,https://www.transfermarkt.com/alex-baena/profil/spieler/548111
21,Yéremy Pino,Right Winger,"Oct 20, 2002 (22)",Spain,"1,72m",right,"Aug 1, 2020",,"Jun 30, 2027",€30.00m,https://www.transfermarkt.com/yeremy-pino/profil/spieler/568157
11,Ilias Akhomach,Right Winger,"Apr 16, 2004 (21)","Morocco, Spain","1,75m",left,"Jul 3, 2023",,"Jun 30, 2026",€15.00m,https://www.transfermarkt.com/ilias-akhomach/profil/spieler/709969
9,Tajon Buchanan,Right Winger,"Feb 8, 1999 (26)","Canada, Jamaica","1,83m",right,"Feb 1, 2025",,"Jun 30, 2025",€6.00m,https://www.transfermarkt.com/tajon-buchanan/profil/spieler/638793
19,Nicolas Pépé,Right Winger,"May 29, 1995 (29)","Cote d'Ivoire, France","1,83m",left,"Aug 4, 2024",,"Jun 30, 2026",€6.00m,https://www.transfermarkt.com/nicolas-pepe/profil/spieler/343052
15,Thierno Barry,Centre-Forward,"Oct 21, 2002 (22)","France, Guinea","1,95m",right,"Aug 21, 2024",,"Jun 30, 2029",€14.00m,https://www.transfermarkt.com/thierno-barry/profil/spieler/937941
22,Ayoze Pérez,Centre-Forward,"Jul 29, 1993 (31)",Spain,"1,78m",right,"Aug 13, 2024",,"Jun 30, 2028",€10.00m,https://www.transfermarkt.com/ayoze-perez/profil/spieler/246968
7,Gerard Moreno,Centre-Forward,"Apr 7, 1992 (33)",Spain,"1,80m",left,"Jul 1, 2018",,"Jun 30, 2027",€5.00m,https://www.transfermarkt.com/gerard-moreno/profil/spieler/177467
