Number,Name,Position,Date of Birth/Age,Nationality,Height,Foot,Signed,Previous Team,Contract Until,Market Value,Link
13,Dinko Horkas,Goalkeeper,"Mar 10, 1999 (26)","Croatia, Bosnia-Herzegovina","1,89m",right,"Jul 1, 2024",,"Jun 30, 2028",€1.20m,https://www.transfermarkt.com/dinko-horkas/profil/spieler/357770
1,Jasper Cillessen,Goalkeeper,"Apr 22, 1989 (36)",Netherlands,"1,87m",right,"Jul 1, 2024",,"Jun 30, 2026",€900k,https://www.transfermarkt.com/jasper-cillessen/profil/spieler/146227
3,Mika Mármol,Centre-Back,"Jul 1, 2001 (23)",Spain,"1,81m",left,"Aug 11, 2023",,"Jun 30, 2026",€12.00m,https://www.transfermarkt.com/mika-marmol/profil/spieler/617060
15,Scott McKenna,Centre-Back,"Nov 12, 1996 (28)",Scotland,"1,89m",left,"Aug 8, 2024",,"Jun 30, 2027",€5.00m,https://www.transfermarkt.com/scott-mckenna/profil/spieler/255906
28,Juanma Herzog,Centre-Back,"May 13, 2004 (20)","Spain, Germany","1,86m",right,"Jul 1, 2024",,"Jun 30, 2025",€1.50m,https://www.transfermarkt.com/juanma-herzog/profil/spieler/1146029
4,Alex Suárez,Centre-Back,"Mar 18, 1993 (32)",Spain,"1,80m",right,"Jul 1, 2019",,"Jun 30, 2026",€1.00m,https://www.transfermarkt.com/alex-suarez/profil/spieler/510396
23,Álex Muñoz,Left-Back,"Jul 30, 1994 (30)",Spain,"1,87m",left,"Jul 1, 2024",,"Jun 30, 2026",€1.20m,https://www.transfermarkt.com/alex-munoz/profil/spieler/243760
6,Andy Pelmard,Right-Back,"Mar 12, 2000 (25)","France, Guadeloupe","1,80m",right,"Jan 20, 2025",,"Jun 30, 2025",€2.50m,https://www.transfermarkt.com/andy-pelmard/profil/spieler/494236
18,Viti Rozada,Right-Back,"Sep 16, 1997 (27)",Spain,"1,72m",right,"Jul 1, 2024",,"Jun 30, 2027",€2.50m,https://www.transfermarkt.com/viti-rozada/profil/spieler/438971
2,Marvin Park,Right-Back,"Jul 3, 2000 (24)",Spain,"1,77m",right,"Jul 1, 2024",,"Jun 30, 2028",€1.50m,https://www.transfermarkt.com/marvin-park/profil/spieler/603940
29,Dário Essugo,Defensive Midfield,"Mar 14, 2005 (20)","Portugal, Angola","1,78m",right,"Aug 30, 2024",,"Jun 30, 2025",€15.00m,https://www.transfermarkt.com/dario-essugo/profil/spieler/670717
21,Stefan Bajcetic,Defensive Midfield,"Oct 22, 2004 (20)","Spain, Serbia","1,85m",right,"Jan 31, 2025",,"Jun 30, 2025",€9.00m,https://www.transfermarkt.com/stefan-bajcetic/profil/spieler/864799
5,Javi Muñoz,Central Midfield,"Feb 28, 1995 (30)",Spain,"1,77m",right,"Jul 1, 2023",,"Jun 30, 2025",€2.50m,https://www.transfermarkt.com/javi-munoz/profil/spieler/282421
12,Enzo Loiodice,Central Midfield,"Nov 27, 2000 (24)",France,"1,77m",left,"Aug 18, 2020",,"Jun 30, 2026",€1.50m,https://www.transfermarkt.com/enzo-loiodice/profil/spieler/581781
8,José Campaña,Central Midfield,"May 31, 1993 (31)",Spain,"1,79m",right,"Feb 14, 2024",,"Jun 30, 2025",€1.00m,https://www.transfermarkt.com/jose-campana/profil/spieler/120095
10,Alberto Moleiro,Attacking Midfield,"Sep 30, 2003 (21)","Spain, Cuba","1,71m",right,"Jul 1, 2021",,"Jun 30, 2026",€25.00m,https://www.transfermarkt.com/alberto-moleiro/profil/spieler/733576
20,Kirian Rodríguez,Attacking Midfield,"Mar 5, 1996 (29)",Spain,"1,78m",right,"Jul 1, 2019",,"Jun 30, 2028",€12.00m,https://www.transfermarkt.com/kirian-rodriguez/profil/spieler/566574
14,Manu Fuster,Left Winger,"Oct 22, 1997 (27)",Spain,"1,69m",right,"Jul 1, 2024",,"Jun 30, 2028",€1.50m,https://www.transfermarkt.com/manu-fuster/profil/spieler/511021
11,Benito Ramírez,Left Winger,"Jul 11, 1995 (29)",Spain,"1,79m",left,"Jul 1, 2018",,"Jun 30, 2025",€800k,https://www.transfermarkt.com/benito-ramirez/profil/spieler/282672
24,Adnan Januzaj,Right Winger,"Feb 5, 1995 (30)","Belgium, Kosovo","1,86m",left,"Jul 24, 2024",,"Jun 30, 2025",€1.20m,https://www.transfermarkt.com/adnan-januzaj/profil/spieler/177847
37,Fábio Silva,Centre-Forward,"Jul 19, 2002 (22)",Portugal,"1,85m",right,"Aug 30, 2024",,"Jun 30, 2025",€20.00m,https://www.transfermarkt.com/fabio-silva/profil/spieler/505653
16,Oli McBurnie,Centre-Forward,"Jun 4, 1996 (28)","Scotland, England","1,88m",right,"Jul 25, 2024",,"Jun 30, 2027",€2.50m,https://www.transfermarkt.com/oli-mcburnie/profil/spieler/298477
19,Sandro Ramírez,Centre-Forward,"Jul 9, 1995 (29)",Spain,"1,74m",right,"Jul 1, 2023",,"Jun 30, 2026",€2.50m,https://www.transfermarkt.com/sandro-ramirez/profil/spieler/199369
9,Marc Cardona,Centre-Forward,"Jul 8, 1995 (29)",Spain,"1,82m",right,"Jul 7, 2022",,"Jun 30, 2026",€900k,https://www.transfermarkt.com/marc-cardona/profil/spieler/443222
17,Jaime Mata,Centre-Forward,"Oct 24, 1988 (36)",Spain,"1,86m",right,"Jul 1, 2024",,"Jun 30, 2025",€600k,https://www.transfermarkt.com/jaime-mata/profil/spieler/227961
