Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Steve Cook,"€ 35,579","€ 1,850,114",,"Jun 30, 2026",2,"€ 3,700,228",
Jack Colback,"€ 17,790","€ 925,057",,"Jun 30, 2025",1,"€ 925,057",
Michael Frey,"€ 17,790","€ 925,057",,"Jun 30, 2026",2,"€ 1,850,114",
Morgan Fox,"€ 17,790","€ 925,057",,"Jun 30, 2025",1,"€ 925,057",
Ronnie Edwards,"€ 17,790","€ 925,057",,"May 31, 2025",1,"€ 925,057",
Harvey Vale,"€ 14,825","€ 770,881",,"Jun 30, 2025",1,"€ 770,881",
Paul Nardi,"€ 14,825","€ 770,881",,"Jun 30, 2025",1,"€ 770,881",
Nicolas Madsen,"€ 14,825","€ 770,881",,"Jun 30, 2029",5,"€ 3,854,404",
Lucas Andersen,"€ 11,860","€ 616,705",,"Jun 30, 2025",1,"€ 616,705",
Jake Clarke-Salter,"€ 11,860","€ 616,705",,"Jun 30, 2026",2,"€ 1,233,409",
Jimmy Dunne,"€ 10,081","€ 524,199",,"Jun 30, 2025",1,"€ 524,199",
Kenneth Paal,"€ 9,579","€ 498,108",,"Jun 30, 2025",1,"€ 498,108",
Zan Celar,"€ 9,488","€ 493,364",,"Jun 30, 2025",1,"€ 493,364",
Paul Smyth,"€ 8,895","€ 462,528",,"Jun 30, 2026",2,"€ 925,057",
Sam Field,"€ 8,667","€ 450,669",,"Jun 30, 2025",1,"€ 450,669",
Harrison Ashby,"€ 8,302","€ 431,693",,"May 31, 2025",1,"€ 431,693",
Ilias Chair,"€ 8,211","€ 426,949",,"Jun 30, 2025",1,"€ 426,949",
Liam Morrison,"€ 5,930","€ 308,352",,"Jun 30, 2025",1,"€ 308,352",
Koki Saito,"€ 5,930","€ 308,352",,"Jun 30, 2025",1,"€ 308,352",
Elijah Dixon-Bonner,"€ 5,337","€ 277,517",,"Jun 30, 2025",1,"€ 277,517",
Jonathan Varane,"€ 4,744","€ 246,682",,"Jun 30, 2028",4,"€ 986,727",
Alfie Lloyd,"€ 4,151","€ 215,847",,"Jun 30, 2025",1,"€ 215,847",
Karamoko Dembélé,"€ 3,558","€ 185,011",,"Jun 30, 2025",1,"€ 185,011",
Nathan Shepperd,"€ 3,558","€ 185,011",,"May 13, 2025",1,"€ 185,011",
Min-hyeok Yang,"€ 2,965","€ 154,176",,"May 31, 2025",1,"€ 154,176",
Kieran Morgan,"€ 1,779","€ 92,506",,"Jun 30, 2025",1,"€ 92,506",
Lorent Talla,"€ 1,779","€ 92,506",,"Jun 30, 2025",1,"€ 92,506",
Daniel Bennie,"€ 1,779","€ 92,506",,"Jun 30, 2025",1,"€ 92,506",
Joe Walsh,"€ 1,423","€ 74,005",,"Jun 30, 2025",1,"€ 74,005",
Rayan Kolli,€ 593,"€ 30,835",,"Jun 30, 2025",1,"€ 30,835",
