Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Jack Stacey,"€ 41,509","€ 2,158,466",,"Jun 30, 2026",2,"€ 4,316,933",
Shane Duffy,"€ 41,509","€ 2,158,466",,"Jun 30, 2026",2,"€ 4,316,933",
Kenny McLean,"€ 29,649","€ 1,541,762",,"Jun 30, 2026",2,"€ 3,083,523",
Emiliano Marcondes,"€ 29,649","€ 1,541,762",,"Jun 30, 2026",2,"€ 3,083,523",
Angus Gunn,"€ 29,649","€ 1,541,762",,"Jun 30, 2025",1,"€ 1,541,762",
Josh Sargent,"€ 29,649","€ 1,541,762",,"Jun 30, 2028",4,"€ 6,167,047",
Anis Slimane,"€ 23,719","€ 1,233,409",,"Jun 30, 2028",4,"€ 4,933,637",
Jacob Lungi Sørensen,"€ 23,719","€ 1,233,409",,"Jun 30, 2025",1,"€ 1,233,409",
Onel Hernández,"€ 23,126","€ 1,202,574",,"Jun 30, 2025",1,"€ 1,202,574",
Amankwah Forson,"€ 20,754","€ 1,079,233",,"Jun 30, 2028",4,"€ 4,316,933",
Lewis Dobbin,"€ 20,754","€ 1,079,233",,"May 31, 2025",1,"€ 1,079,233",
Marcelino Núñez,"€ 17,790","€ 925,057",,"Jun 30, 2026",2,"€ 1,850,114",
Borja Sainz,"€ 17,790","€ 925,057",,"Jun 30, 2026",2,"€ 1,850,114",
Ante Crnac,"€ 14,825","€ 770,881",,"Jun 30, 2028",4,"€ 3,083,523",
José Córdoba,"€ 10,081","€ 524,199",,"Jun 30, 2028",4,"€ 2,096,796",
George Long,"€ 10,081","€ 524,199",,"Jun 30, 2027",3,"€ 1,572,597",
Matej Jurasek,"€ 8,895","€ 462,528",,"Jun 30, 2030",6,"€ 2,775,171",
Ben Chrisene,"€ 8,895","€ 462,528",,"Jun 30, 2028",4,"€ 1,850,114",
Kellen Fisher,"€ 8,895","€ 462,528",,"Jun 30, 2028",4,"€ 1,850,114",
Callum Doyle,"€ 8,302","€ 431,693",,"May 31, 2025",1,"€ 431,693",
Liam Gibbs,"€ 7,116","€ 370,023",,"Jun 30, 2028",4,"€ 1,480,091",
Jacob Wright,"€ 5,930","€ 308,352",,"May 31, 2025",1,"€ 308,352",
Tony Springett,"€ 5,930","€ 308,352",,"Jun 30, 2025",1,"€ 308,352",
Oscar Schwartau,"€ 5,930","€ 308,352",,"Jun 30, 2028",4,"€ 1,233,409",
Daniel Barden,"€ 3,558","€ 185,011",,"Jun 30, 2026",2,"€ 370,023",
Vicente Reyes,"€ 3,558","€ 185,011",,"Jun 30, 2027",3,"€ 555,034",
Gabe Forsyth,"€ 1,779","€ 92,506",,"Jun 30, 2028",4,"€ 370,023",
Ruairi McConville,"€ 1,779","€ 92,506",,"Jun 30, 2030",6,"€ 555,034",
