Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Sam Greenwood,"€ 35,579","€ 1,850,114",,"May 31, 2025",1,"€ 1,850,114",
Ali McCann,"€ 17,790","€ 925,057",,"Jun 30, 2027",3,"€ 2,775,171",
Liam Lindsay,"€ 17,790","€ 925,057",,"Jun 30, 2027",3,"€ 2,775,171",
Freddie Woodman,"€ 17,790","€ 925,057",,"Jun 30, 2025",1,"€ 925,057",
Robbie Brady,"€ 16,011","€ 832,551",,"Jun 30, 2025",1,"€ 832,551",
Jordan Storey,"€ 14,825","€ 770,881",,"Jun 30, 2028",4,"€ 3,083,523",
Lewis Gibson,"€ 14,825","€ 770,881",,"Jun 30, 2028",4,"€ 3,083,523",
Brad Potts,"€ 14,232","€ 740,046",,"Jun 30, 2026",2,"€ 1,480,091",
Andrew Hughes,"€ 11,860","€ 616,705",,"Jun 30, 2026",2,"€ 1,233,409",
Jack Whatmough,"€ 11,860","€ 616,705",,"Jun 30, 2026",2,"€ 1,233,409",
Emil Riis,"€ 11,404","€ 592,985",,"Jun 30, 2025",1,"€ 592,985",
Stefán Teitur Thórdarson,"€ 8,895","€ 462,528",,"Jun 30, 2027",3,"€ 1,387,585",
Duane Holmes,"€ 8,895","€ 462,528",,"Jun 30, 2025",1,"€ 462,528",
Patrick Bauer,"€ 8,895","€ 462,528",,"Jun 30, 2025",1,"€ 462,528",
Kaine Kesler,"€ 8,302","€ 431,693",,"May 31, 2025",1,"€ 431,693",
Ryan Ledson,"€ 7,754","€ 403,230",,"Jun 30, 2025",1,"€ 403,230",
Will Keane,"€ 7,116","€ 370,023",,"Jun 30, 2026",2,"€ 740,046",
David Cornell,"€ 5,930","€ 308,352",,"Jun 30, 2026",2,"€ 616,705",
Milutin Osmajic,"€ 5,930","€ 308,352",,"Jun 30, 2027",3,"€ 925,057",
Jayden Meghoma,"€ 5,930","€ 308,352",,"May 31, 2025",1,"€ 308,352",
Ryan Porteous,"€ 5,930","€ 308,352",,"May 31, 2025",1,"€ 308,352",
Mads Frøkjaer-Jensen,"€ 3,558","€ 185,011",,"Jun 30, 2027",3,"€ 555,034",
Ched Evans,"€ 2,965","€ 154,176",,"Jun 30, 2025",1,"€ 154,176",
James Pradic,"€ 1,779","€ 92,506",,"Jun 30, 2025",1,"€ 92,506",
Josh Seary,"€ 1,779","€ 92,506",,"Jun 30, 2025",1,"€ 92,506",
Ben Whiteman,€ 684,"€ 35,579",,"Jun 30, 2025",1,"€ 35,579",
