Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Güven Yalçın,"€ 25,962","€ 1,350,000",,"Jun 30, 2025",1,"€ 1,350,000",
Henrique Araújo,"€ 23,077","€ 1,200,000",,"Jun 30, 2025",1,"€ 1,200,000",
Jason,"€ 18,462","€ 960,000",,"Jun 30, 2025",1,"€ 960,000",
Nico Mantl,"€ 12,885","€ 670,000",,"Jun 30, 2028",4,"€ 2,680,000",
José Fontán,"€ 11,154","€ 580,000",,"Jun 30, 2026",2,"€ 1,160,000",
Mamadou Loum,"€ 9,231","€ 480,000",,"Jun 30, 2026",2,"€ 960,000",
Amadou Dante,"€ 5,769","€ 300,000",,"Jun 30, 2025",1,"€ 300,000",
Boris Popović,"€ 5,769","€ 300,000",,"Jun 30, 2025",1,"€ 300,000",
Alex Pinto,"€ 5,385","€ 280,000",,"Jun 30, 2026",2,"€ 560,000",
Alfonso Trezza,"€ 5,385","€ 280,000",,"Jun 30, 2027",3,"€ 840,000",
Brian Mansilla,"€ 5,385","€ 280,000",,"Jun 30, 2025",1,"€ 280,000",
Pablo Gozálbez,"€ 5,385","€ 280,000",,"Jun 30, 2027",3,"€ 840,000",
Pedro Santos,"€ 4,615","€ 240,000",,"Jun 30, 2028",4,"€ 960,000",
Nino Galović,"€ 4,615","€ 240,000",,"Jun 30, 2025",1,"€ 240,000",
Miguel Puche,"€ 3,846","€ 200,000",,"Jun 30, 2028",4,"€ 800,000",
Chico Lamba,"€ 3,462","€ 180,000",,"Jun 30, 2027",3,"€ 540,000",
David Simão,"€ 3,462","€ 180,000",,"Jun 30, 2025",1,"€ 180,000",
Taichi Fukui,"€ 2,885","€ 150,000",,"Jun 30, 2028",4,"€ 600,000",
Pedro Moreira,"€ 2,500","€ 130,000",,"Jun 30, 2025",1,"€ 130,000",
João Valido,"€ 2,308","€ 120,000",,"Jun 30, 2027",3,"€ 360,000",
Dylan Nandín,"€ 2,308","€ 120,000",,"Jun 30, 2025",1,"€ 120,000",
Matías Rocha,"€ 2,308","€ 120,000",,"Jun 30, 2027",3,"€ 360,000",
Weverson,"€ 2,308","€ 120,000",,"Jun 30, 2025",1,"€ 120,000",
Tiago Esgaio,"€ 2,308","€ 120,000",,"Jun 30, 2027",3,"€ 360,000",
Jakub Vinarcik,"€ 1,731","€ 90,000",,"Jun 30, 2025",1,"€ 90,000",
Morlaye Sylla,"€ 1,154","€ 60,000",,"Jun 30, 2025",1,"€ 60,000",
