Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Erling Haaland,"€ 622,635","€ 32,376,995","€ 21,584,663","Jun 30, 2034",10,"€ 323,769,946",
Kevin De Bruyne,"€ 474,388","€ 24,668,186",,"Jun 30, 2025",1,"€ 24,668,186",
Jack Grealish,"€ 355,791","€ 18,501,140",,"Jun 30, 2027",3,"€ 55,503,419",
Bernardo Silva,"€ 355,791","€ 18,501,140",,"Jun 30, 2026",2,"€ 37,002,280","€ 59,298,525"
Omar Marmoush,"€ 349,861","€ 18,192,787",,"Jun 30, 2029",5,"€ 90,963,937",
John Stones,"€ 296,493","€ 15,417,616",,"Jun 30, 2026",2,"€ 30,835,233",
İlkay Gündoğan,"€ 272,773","€ 14,184,207",,"Jun 30, 2026",2,"€ 28,368,414",
Phil Foden,"€ 266,843","€ 13,875,855",,"Jun 30, 2027",3,"€ 41,627,565",
Rodri,"€ 260,914","€ 13,567,503",,"Jun 30, 2027",3,"€ 40,702,508",
Josko Gvardiol,"€ 237,194","€ 12,334,093",,"Jun 30, 2028",4,"€ 49,336,373",
Rúben Dias,"€ 213,475","€ 11,100,684",,"Jun 30, 2027",3,"€ 33,302,052",
Manuel Akanji,"€ 213,475","€ 11,100,684",,"Jun 30, 2027",3,"€ 33,302,052",
Nathan Aké,"€ 189,755","€ 9,867,275",,"Jun 30, 2027",3,"€ 29,601,824",
Mateo Kovacic,"€ 177,896","€ 9,250,570",,"Jun 30, 2027",3,"€ 27,751,710",
Matheus Nunes,"€ 154,176","€ 8,017,161",,"Jun 30, 2028",4,"€ 32,068,642",
Ederson,"€ 118,597","€ 6,167,047",,"Jun 30, 2026",2,"€ 12,334,093",
Stefan Ortega Moreno,"€ 106,737","€ 5,550,342",,"Jun 30, 2026",2,"€ 11,100,684",
Nico González,"€ 71,158","€ 3,700,228",,"Jun 30, 2029",5,"€ 18,501,140",
Oscar Bobb,"€ 59,299","€ 3,083,523",,"Jun 30, 2029",5,"€ 15,417,616",
Jérémy Doku,"€ 59,299","€ 3,083,523",,"Jun 30, 2028",4,"€ 12,334,093",
Sávio,"€ 47,439","€ 2,466,819",,"Jun 30, 2029",5,"€ 12,334,093",
Vitor Reis,"€ 47,439","€ 2,466,819",,"Jun 30, 2029",5,"€ 12,334,093",
Scott Carson,"€ 35,579","€ 1,850,114",,"Jun 30, 2025",1,"€ 1,850,114",
Rico Lewis,"€ 29,649","€ 1,541,762",,"Jun 30, 2028",4,"€ 6,167,047",
Abdukodir Khusanov,"€ 23,719","€ 1,233,409",,"Jun 30, 2029",5,"€ 6,167,047",
James McAtee,"€ 17,790","€ 925,057",,"Jun 30, 2026",2,"€ 1,850,114",
Christian McFarlane,"€ 17,790","€ 925,057",,"Jun 30, 2025",1,"€ 925,057",
Claudio Echeverri,"€ 17,790","€ 925,057",,"Jun 30, 2028",4,"€ 3,700,228",
Luke Mbete,"€ 8,895","€ 462,528",,"Jun 30, 2027",3,"€ 1,387,585",
Jahmai Simpson-Pusey,"€ 7,116","€ 370,023",,"Jun 30, 2025",1,"€ 370,023",
Mahamadou Susoho,"€ 4,744","€ 246,682",,"Jun 30, 2025",1,"€ 246,682",
Callum Doyle,"€ 3,558","€ 185,011",,"Jun 30, 2027",3,"€ 555,034",
Finley Burns,"€ 2,965","€ 154,176",,"Jun 30, 2027",3,"€ 462,528",
Jadel Katongo,"€ 2,372","€ 123,341",,"Jun 30, 2025",1,"€ 123,341",
Will Dickson,"€ 2,135","€ 111,007",,"Jun 30, 2027",3,"€ 333,021",
Issa Kabore,,,,"Jun 30, 2027",3,,
Kalvin Phillips,,,,"Jun 30, 2028",4,,
Kyle Walker,,,,"Jun 30, 2026",2,,
Máximo Perrone,,,,"Jun 30, 2028",4,,
Juma Bah,,,,"Jun 30, 2025",1,,
Josh Wilson-Esbrand,,,,"Jun 30, 2027",3,,
