Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Evanilson,"€ 100,808","€ 5,241,990",,"Jun 30, 2025",1,"€ 5,241,990",
Justin Kluivert,"€ 94,878","€ 4,933,637",,"Jun 30, 2028",4,"€ 19,734,549",
Kepa Arrizabalaga,"€ 88,948","€ 4,625,285",,"May 31, 2025",1,"€ 4,625,285",
Ryan Christie,"€ 83,018","€ 4,316,933",,"Jun 30, 2027",3,"€ 12,950,798",
Luis Sinisterra,"€ 77,088","€ 4,008,580",,"Jun 30, 2025",1,"€ 4,008,580",
Tyler Adams,"€ 71,158","€ 3,700,228",,"Jun 30, 2028",4,"€ 14,800,912",
Lewis Cook,"€ 71,158","€ 3,700,228",,"Jun 30, 2028",4,"€ 14,800,912",
Ilya Zabarnyi,"€ 59,299","€ 3,083,523",,"Jun 30, 2029",5,"€ 15,417,616",
David Brooks,"€ 59,299","€ 3,083,523",,"Jun 30, 2026",2,"€ 6,167,047",
Antoine Semenyo,"€ 59,299","€ 3,083,523",,"Jun 30, 2029",5,"€ 15,417,616",
Marcos Senesi,"€ 59,299","€ 3,083,523",,"Jun 30, 2026",2,"€ 6,167,047",
Adam Smith,"€ 47,439","€ 2,466,819",,"Jun 30, 2026",2,"€ 4,933,637",
Alex Scott,"€ 47,439","€ 2,466,819",,"Jun 30, 2028",4,"€ 9,867,275",
Marcus Tavernier,"€ 41,509","€ 2,158,466",,"Jun 30, 2028",4,"€ 8,633,865",
Dango Ouattara,"€ 41,509","€ 2,158,466",,"Jun 30, 2028",4,"€ 8,633,865",
Dean Huijsen,"€ 35,579","€ 1,850,114",,"Jun 30, 2030",6,"€ 11,100,684","€ 59,298,525"
Milos Kerkez,"€ 35,579","€ 1,850,114",,"Jun 30, 2028",4,"€ 7,400,456",
Julián Araujo,"€ 29,649","€ 1,541,762",,"Jun 30, 2029",5,"€ 7,708,808",
Julio Soler,"€ 17,790","€ 925,057",,"Jun 30, 2025",1,"€ 925,057",
Enes Ünal,"€ 17,790","€ 925,057",,"Jun 30, 2028",4,"€ 3,700,228",
Hamed Junior Traoré,"€ 17,790","€ 925,057",,"Jun 30, 2028",4,"€ 3,700,228",
Max Aarons,"€ 17,790","€ 925,057",,"Jun 30, 2025",1,"€ 925,057",
Chris Mepham,"€ 11,860","€ 616,705",,"Jun 30, 2025",1,"€ 616,705",
Jaidon Anthony,"€ 8,895","€ 462,528",,"Jun 30, 2027",3,"€ 1,387,585",
Joe Rothwell,"€ 5,930","€ 308,352",,"Jun 30, 2026",2,"€ 616,705",
Mark Travers,"€ 5,930","€ 308,352",,"Jun 30, 2027",3,"€ 925,057",
Daniel Jebbison,"€ 5,930","€ 308,352",,"Jun 30, 2028",4,"€ 1,233,409",
James Hill,"€ 5,930","€ 308,352",,"Jun 30, 2026",2,"€ 616,705",
Matai Akinmboni,"€ 4,744","€ 246,682",,"Jun 30, 2025",1,"€ 246,682",
Will Dennis,"€ 3,558","€ 185,011",,"Jun 30, 2028",4,"€ 740,046",
Max Kinsey,"€ 2,372","€ 123,341",,"Jun 30, 2025",1,"€ 123,341",
Philip Billing,,,,"Jun 30, 2027",3,,
Romain Faivre,,,,"Jun 30, 2028",4,,
