Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Jonathan Rodríguez,"€ 30,130","€ 1,566,748",,"Dec 31, 2026",2,"€ 3,133,497",
Felipe Mora,"€ 21,643","€ 1,125,411",,"Dec 31, 2025",1,"€ 1,125,411",
Kamal Miller,"€ 12,604","€ 655,386",,"Dec 31, 2026",2,"€ 1,310,773",
Dario Župarić,"€ 12,476","€ 648,766",,"Dec 31, 2025",1,"€ 648,766",
Cristhian Paredes,"€ 9,845","€ 511,952",,"Dec 31, 2025",1,"€ 511,952",
Maxime Crépeau,"€ 9,421","€ 489,885",,"Dec 31, 2025",1,"€ 489,885",
Miguel Araujo,"€ 9,336","€ 485,471",,"Dec 31, 2025",1,"€ 485,471",
Santiago Moreno,"€ 9,336","€ 485,471",,"Dec 31, 2026",2,"€ 970,943",
Diego Chará,"€ 8,487","€ 441,338",,"Dec 31, 2025",1,"€ 441,338",
Antony,"€ 7,214","€ 375,137",,"Dec 31, 2026",2,"€ 750,274",
David Ayala,"€ 6,790","€ 353,070",,"Dec 31, 2025",1,"€ 353,070",
Claudio Bravo,"€ 5,517","€ 286,869",,"Dec 31, 2026",2,"€ 573,739",
Juan David Mosquera,"€ 3,819","€ 198,602",,"Dec 31, 2027",3,"€ 595,806",
Finn Surman,"€ 2,971","€ 154,468",,"Dec 31, 2026",2,"€ 308,936",
Zac McGraw,"€ 2,546","€ 132,401",,"Dec 31, 2026",2,"€ 264,803",
James Pantemis,"€ 2,122","€ 110,334",,"Dec 31, 2025",1,"€ 110,334",
Trey Muse,"€ 1,523","€ 79,190",,"Dec 31, 2025",1,"€ 79,190",
Eric Miller,"€ 1,523","€ 79,190",,"Dec 31, 2025",1,"€ 79,190",
Ian Smith,,,,"Dec 31, 2025",1,,
David Costa,,,,"Dec 31, 2028",4,,
Joao Ortiz,,,,"Dec 31, 2027",3,,
Ariel Lassiter,,,,"Dec 31, 2026",2,,
Jimer Fory,,,,"Dec 31, 2028",4,,
Kevin Kelsy,,,,"Dec 31, 2028",4,,
