Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Jan Oblak,"€ 400,577","€ 20,830,000",,"Jun 30, 2028",4,"€ 83,320,000",
Antoine Griezmann,"€ 240,385","€ 12,500,000",,"Jun 30, 2026",2,"€ 25,000,000","€ 25,000,000"
Conor Gallagher,"€ 173,077","€ 9,000,000","€ 3,000,000","Jun 30, 2029",5,"€ 45,000,000",
Marcos Llorente,"€ 160,192","€ 8,330,000",,"Jun 30, 2027",3,"€ 24,990,000","€ 120,000,000"
Axel Witsel,"€ 160,192","€ 8,330,000",,"Jun 30, 2025",1,"€ 8,330,000",
César Azpilicueta,"€ 153,846","€ 8,000,000",,"Jun 30, 2025",1,"€ 8,000,000",
Julián Alvarez,"€ 136,154","€ 7,080,000","€ 1,240,000","Jun 30, 2030",6,"€ 42,480,000",
Saúl Ñíguez,"€ 134,615","€ 7,000,000",,"Jun 30, 2026",2,"€ 14,000,000",
Rodrigo De Paul,"€ 128,269","€ 6,670,000",,"Jun 30, 2026",2,"€ 13,340,000",
Koke,"€ 128,269","€ 6,670,000",,"Jun 30, 2025",1,"€ 6,670,000",
Robin Le Normand,"€ 120,192","€ 6,250,000",,"Jun 30, 2029",5,"€ 31,250,000",
José Giménez,"€ 120,192","€ 6,250,000",,"Jun 30, 2028",4,"€ 25,000,000",
Alexander Sörloth,"€ 120,000","€ 6,240,000",,"Jun 30, 2028",4,"€ 24,960,000",
Clément Lenglet,"€ 76,923","€ 4,000,000",,"Jun 30, 2025",1,"€ 4,000,000",
Ángel Correa,"€ 67,308","€ 3,500,000",,"Jun 30, 2026",2,"€ 7,000,000",
Juan Musso,"€ 64,038","€ 3,330,000",,"Jun 30, 2025",1,"€ 3,330,000",
Thomas Lemar,"€ 62,500","€ 3,250,000",,"Jun 30, 2027",3,"€ 9,750,000",
Javi Galán,"€ 62,500","€ 3,250,000",,"Jun 30, 2026",2,"€ 6,500,000",
Samuel Lino,"€ 24,038","€ 1,250,000",,"Jun 30, 2027",3,"€ 3,750,000","€ 100,000,000"
Nahuel Molina,"€ 23,077","€ 1,200,000",,"Jun 30, 2027",3,"€ 3,600,000","€ 100,000,000"
Pablo Barrios,"€ 22,115","€ 1,150,000",,"Jun 30, 2028",4,"€ 4,600,000","€ 100,000,000"
Reinildo Mandava,"€ 15,385","€ 800,000",,"Jun 30, 2025",1,"€ 800,000",
Rodrigo Riquelme,"€ 11,923","€ 620,000",,"Jun 30, 2028",4,"€ 2,480,000",
Giuliano Simeone,"€ 9,615","€ 500,000",,"Jun 30, 2028",4,"€ 2,000,000",
