Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Raúl de Tomás,"€ 59,615","€ 3,100,000",,"Jun 30, 2027",3,"€ 9,300,000",
Álvaro García,"€ 40,000","€ 2,080,000",,"Jun 30, 2028",4,"€ 8,320,000",
Florian Lejeune,"€ 24,038","€ 1,250,000",,"Jun 30, 2027",3,"€ 3,750,000",
Isi Palazón,"€ 23,077","€ 1,200,000",,"Jun 30, 2028",4,"€ 4,800,000","€ 50,000,000"
Adrián Embarba,"€ 18,462","€ 960,000",,"Jun 30, 2025",1,"€ 960,000",
Óscar Valentín,"€ 16,923","€ 880,000",,"Jun 30, 2027",3,"€ 2,640,000",
Jorge de Frutos,"€ 15,385","€ 800,000",,"Jun 30, 2028",4,"€ 3,200,000",
Augusto Batalla,"€ 15,000","€ 780,000",,"Jun 30, 2025",1,"€ 780,000",
Pedro Díaz,"€ 13,846","€ 720,000",,"Jun 30, 2028",4,"€ 2,880,000",
Randy Nteka,"€ 13,846","€ 720,000",,"Jun 30, 2028",4,"€ 2,880,000",
Gerard Gumbau,"€ 12,500","€ 650,000",,"Jun 30, 2025",1,"€ 650,000",
Sergio Camello,"€ 12,500","€ 650,000",,"Jun 30, 2027",3,"€ 1,950,000",
Iván Balliu,"€ 11,923","€ 620,000",,"Jun 30, 2027",3,"€ 1,860,000",
Alfonso Espino,"€ 11,154","€ 580,000",,"Jun 30, 2026",2,"€ 1,160,000",
Unai López,"€ 10,385","€ 540,000",,"Jun 30, 2026",2,"€ 1,080,000",
Oscar Trejo,"€ 9,808","€ 510,000",,"Jun 30, 2025",1,"€ 510,000",
Andrei Rațiu,"€ 9,615","€ 500,000",,"Jun 30, 2028",4,"€ 2,000,000","€ 25,000,000"
Sergi Guardiola,"€ 9,615","€ 500,000",,"Jun 30, 2025",1,"€ 500,000",
Aridane Hernández,"€ 8,846","€ 460,000",,"Jun 30, 2025",1,"€ 460,000",
Dani Cárdenas,"€ 8,654","€ 450,000",,"Jun 30, 2027",3,"€ 1,350,000",
Abdul Mumin,"€ 6,731","€ 350,000",,"Jun 30, 2026",2,"€ 700,000",
Pep Chavarría,"€ 6,731","€ 350,000",,"Jun 30, 2027",3,"€ 1,050,000",
Pathé Ciss,"€ 6,538","€ 340,000",,"Jun 30, 2025",1,"€ 340,000",
Joni Montiel,"€ 3,462","€ 180,000",,"Jun 30, 2025",1,"€ 180,000",
Pelayo Fernández,"€ 3,077","€ 160,000",,"Jun 30, 2028",4,"€ 640,000",
