Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Jamie Vardy,"€ 166,036","€ 8,633,865",,"Jun 30, 2025",1,"€ 8,633,865",
Odsonne Edouard,"€ 106,737","€ 5,550,342",,"Jun 30, 2025",1,"€ 5,550,342",
Harry Winks,"€ 106,737","€ 5,550,342",,"Jun 30, 2026",2,"€ 11,100,684",
Boubakary Soumaré,"€ 94,878","€ 4,933,637",,"Jun 30, 2026",2,"€ 9,867,275",
Ricardo Pereira,"€ 94,878","€ 4,933,637",,"Jun 30, 2026",2,"€ 9,867,275",
Wilfred Ndidi,"€ 88,948","€ 4,625,285",,"Jun 30, 2027",3,"€ 13,875,855","€ 10,673,734"
Conor Coady,"€ 88,948","€ 4,625,285",,"Jun 30, 2026",2,"€ 9,250,570",
Patson Daka,"€ 88,948","€ 4,625,285",,"Jun 30, 2026",2,"€ 9,250,570",
Jannik Vestergaard,"€ 71,158","€ 3,700,228",,"Jun 30, 2027",3,"€ 11,100,684",
Oliver Skipp,"€ 59,299","€ 3,083,523",,"Jun 30, 2029",5,"€ 15,417,616",
Wout Faes,"€ 59,299","€ 3,083,523",,"Jun 30, 2027",3,"€ 9,250,570",
Danny Ward,"€ 47,439","€ 2,466,819",,"Jun 30, 2025",1,"€ 2,466,819",
Harry Souttar,"€ 47,439","€ 2,466,819",,"Jun 30, 2028",4,"€ 9,867,275",
Bobby Reid,"€ 41,509","€ 2,158,466",,"Jun 30, 2027",3,"€ 6,475,399",
Bilal El Khannouss,"€ 41,509","€ 2,158,466",,"Jun 30, 2028",4,"€ 8,633,865",
James Justin,"€ 35,579","€ 1,850,114",,"Jun 30, 2026",2,"€ 3,700,228",
Jordan Ayew,"€ 35,579","€ 1,850,114",,"Jun 30, 2026",2,"€ 3,700,228",
Victor Kristiansen,"€ 29,649","€ 1,541,762",,"Jun 30, 2028",4,"€ 6,167,047",
Facundo Buonanotte,"€ 29,649","€ 1,541,762",,"Jun 30, 2025",1,"€ 1,541,762",
Caleb Okoli,"€ 29,649","€ 1,541,762",,"Jun 30, 2029",5,"€ 7,708,808",
Daniel Iversen,"€ 23,719","€ 1,233,409",,"Jun 30, 2025",1,"€ 1,233,409",
Woyo Coulibaly,"€ 17,790","€ 925,057","€ 308,352","Jun 30, 2029",5,"€ 4,625,285",
Hamza Choudhury,"€ 17,790","€ 925,057",,"Jun 30, 2027",3,"€ 2,775,171",
Kasey McAteer,"€ 17,790","€ 925,057",,"Jun 30, 2028",4,"€ 3,700,228",
Luke Thomas,"€ 17,790","€ 925,057",,"Jun 30, 2026",2,"€ 1,850,114",
Stephy Mavididi,"€ 11,860","€ 616,705",,"Jun 30, 2028",4,"€ 2,466,819",
Mads Hermansen,"€ 11,860","€ 616,705",,"Jun 30, 2028",4,"€ 2,466,819",
Jakub Stolarczyk,"€ 11,860","€ 616,705",,"Jun 30, 2026",2,"€ 1,233,409",
Issahaku Fatawu,"€ 11,860","€ 616,705",,"Jun 30, 2029",5,"€ 3,083,523",
Michael Golding,"€ 9,488","€ 493,364",,"Jun 30, 2028",4,"€ 1,973,455",
Ben Nelson,"€ 2,965","€ 154,176",,"Jun 30, 2027",3,"€ 462,528",
Silko Thomas,"€ 2,372","€ 123,341",,"Jun 30, 2025",1,"€ 123,341",
Chris Popov,,,,"Jun 30, 2025",1,,
Will Alves,,,,"Jun 30, 2028",4,,
Brandon Cover,,,,"Jun 30, 2025",1,,
