Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Justin Bijlow,"€ 56,538","€ 2,940,000",,"Jun 30, 2026",2,"€ 5,880,000",
Calvin Stengs,"€ 47,115","€ 2,450,000",,"Jun 30, 2027",3,"€ 7,350,000",
Dávid Hancko,"€ 45,192","€ 2,350,000",,"Jun 30, 2028",4,"€ 9,400,000",
Ramiz Zerrouki,"€ 33,846","€ 1,760,000",,"Jun 30, 2027",3,"€ 5,280,000",
Igor Paixão,"€ 33,846","€ 1,760,000",,"Jun 30, 2029",5,"€ 8,800,000",
Ibrahim Osman,"€ 30,192","€ 1,570,000",,"Jun 30, 2025",1,"€ 1,570,000",
In-beom Hwang,"€ 28,269","€ 1,470,000",,"Jun 30, 2028",4,"€ 5,880,000",
Facundo González,"€ 22,692","€ 1,180,000",,"Jun 30, 2025",1,"€ 1,180,000",
Jakub Moder,"€ 22,692","€ 1,180,000",,"Jun 30, 2028",4,"€ 4,720,000",
Julián Carranza,"€ 22,692","€ 1,180,000",,"Jun 30, 2028",4,"€ 4,720,000",
Jordan Lotomba,"€ 22,692","€ 1,180,000",,"Jun 30, 2027",3,"€ 3,540,000",
Gijs Smal,"€ 18,846","€ 980,000",,"Jun 30, 2028",4,"€ 3,920,000",
Luka Ivanusec,"€ 18,846","€ 980,000",,"Jun 30, 2028",4,"€ 3,920,000",
Quinten Timber,"€ 18,077","€ 940,000",,"Jun 30, 2026",2,"€ 1,880,000",
Gernot Trauner,"€ 17,308","€ 900,000",,"Jun 30, 2026",2,"€ 1,800,000",
Oussama Targhalline,"€ 16,923","€ 880,000",,"Jun 30, 2028",4,"€ 3,520,000",
Timon Wellenreuther,"€ 15,000","€ 780,000",,"Jun 30, 2027",3,"€ 2,340,000",
Thomas Beelen,"€ 15,000","€ 780,000",,"Jun 30, 2028",4,"€ 3,120,000",
Ayase Ueda,"€ 15,000","€ 780,000",,"Jun 30, 2028",4,"€ 3,120,000",
Quilindschy Hartman,"€ 13,846","€ 720,000",,"Jun 30, 2026",2,"€ 1,440,000",
Antoni Milambo,"€ 13,269","€ 690,000",,"Jun 30, 2027",3,"€ 2,070,000",
Hugo Bueno,"€ 11,923","€ 620,000",,"Jun 30, 2025",1,"€ 620,000",
Bart Nieuwkoop,"€ 11,154","€ 580,000",,"Jun 30, 2027",3,"€ 1,740,000",
Anis Hadj Moussa,"€ 9,423","€ 490,000",,"Jun 30, 2029",5,"€ 2,450,000",
Jeyland Mitchell,"€ 9,423","€ 490,000",,"Jun 30, 2029",5,"€ 2,450,000",
Givairo Read,"€ 5,769","€ 300,000",,"Jun 30, 2029",5,"€ 1,500,000",
Chris-Kévin Nadje,"€ 5,769","€ 300,000",,"Jun 30, 2028",4,"€ 1,200,000",
Liam Bossin,"€ 5,769","€ 300,000",,"Jun 30, 2025",1,"€ 300,000",
Plamen Andreev,"€ 4,615","€ 240,000",,"Jun 30, 2029",5,"€ 1,200,000",
Stéphano Carrillo,"€ 4,615","€ 240,000",,"Jun 30, 2029",5,"€ 1,200,000",
Shiloh 't Zand,"€ 3,462","€ 180,000",,"Jun 30, 2028",4,"€ 720,000",
Zepiqueno Redmond,"€ 3,462","€ 180,000",,"Jun 30, 2025",1,"€ 180,000",
Marcus Holmgren Pedersen,,,,"Jun 30, 2026",2,,
