Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Joan Jordán,"€ 69,231","€ 3,600,000",,"Jun 30, 2025",1,"€ 3,600,000",
Toni Martínez,"€ 34,231","€ 1,780,000",,"Jun 30, 2028",4,"€ 7,120,000",
Manu Sánchez,"€ 19,231","€ 1,000,000",,"Jun 30, 2025",1,"€ 1,000,000",
Ander Guevara,"€ 17,308","€ 900,000",,"Jun 30, 2027",3,"€ 2,700,000",
Antonio Sivera,"€ 16,923","€ 880,000",,"Jun 30, 2027",3,"€ 2,640,000",
Tomás Conechny,"€ 16,154","€ 840,000",,"Jun 30, 2028",4,"€ 3,360,000",
Aleksandar Sedlar,"€ 14,038","€ 730,000",,"Jun 30, 2025",1,"€ 730,000",
Asier Villalibre,"€ 13,846","€ 720,000",,"Jun 30, 2028",4,"€ 2,880,000",
Kike García,"€ 12,500","€ 650,000",,"Jun 30, 2025",1,"€ 650,000",
Carles Aleñá,"€ 12,115","€ 630,000",,"Jun 30, 2025",1,"€ 630,000",
Antonio Blanco,"€ 9,615","€ 500,000",,"Jun 30, 2027",3,"€ 1,500,000",
Jon Guridi,"€ 8,846","€ 460,000",,"Jun 30, 2026",2,"€ 920,000",
Nahuel Tenaglia,"€ 8,654","€ 450,000",,"Jun 30, 2027",3,"€ 1,350,000",
Carlos Vicente,"€ 8,654","€ 450,000",,"Jun 30, 2027",3,"€ 1,350,000",
Facundo Garcés,"€ 8,077","€ 420,000",,"Jun 30, 2028",4,"€ 1,680,000",
Carlos Martín,"€ 8,077","€ 420,000",,"Jun 30, 2025",1,"€ 420,000",
Abdel Abqar,"€ 7,115","€ 370,000",,"Jun 30, 2025",1,"€ 370,000",
Hugo Novoa,"€ 6,731","€ 350,000",,"Jun 30, 2029",5,"€ 1,750,000",
Moussa Diarra,"€ 6,731","€ 350,000",,"Jun 30, 2028",4,"€ 1,400,000",
Carlos Benavidez,"€ 6,346","€ 330,000",,"Jun 30, 2026",2,"€ 660,000",
Adrián Pica,"€ 6,154","€ 320,000",,"Jun 30, 2026",2,"€ 640,000",
Pau Cabanes,"€ 6,154","€ 320,000",,"Jun 30, 2025",1,"€ 320,000",
Santiago Mouriño,"€ 6,154","€ 320,000",,"Jun 30, 2029",5,"€ 1,600,000",
Jesús Owono,"€ 4,615","€ 240,000",,"Jun 30, 2026",2,"€ 480,000",
Adrián Rodríguez,"€ 3,269","€ 170,000",,"Jun 30, 2027",3,"€ 510,000",
