Number,Name,Position,Date of Birth/Age,Nationality,Height,Foot,Signed,Previous Team,Contract Until,Market Value,Link
1,Andreas Gianniotis,Goalkeeper,"Dec 18, 1992 (32)",Greece,"1,91m",right,"Aug 9, 2023",,"Jun 30, 2025",€400k,https://www.transfermarkt.com/andreas-gianniotis/profil/spieler/226802
38,Sinan Bolat,Goalkeeper,"Sep 3, 1988 (36)","Türkiye, Belgium","1,86m",right,"Feb 5, 2025",,"Jun 30, 2025",€200k,https://www.transfermarkt.com/sinan-bolat/profil/spieler/33862
25,Ali Emre Yanar,Goalkeeper,"May 15, 1998 (26)",Türkiye,"1,90m",right,"Jul 31, 2023",,"Jun 30, 2026",€175k,https://www.transfermarkt.com/ali-emre-yanar/profil/spieler/435135
61,Ege Albayrak,Goalkeeper,"Aug 20, 2007 (17)",Türkiye,"1,93m",right,"Jul 1, 2024",,-,-,https://www.transfermarkt.com/ege-albayrak/profil/spieler/1233283
98,Şant Kazancı,Goalkeeper,"Dec 18, 2008 (16)",Türkiye,"1,86m",right,"Jul 1, 2024",,"Jun 30, 2026",-,https://www.transfermarkt.com/sant-kazanci/profil/spieler/1254156
58,Yasin Özcan,Centre-Back,"Apr 20, 2006 (19)",Türkiye,"1,85m",left,"Jul 1, 2022",,"Jun 30, 2029",€6.00m,https://www.transfermarkt.com/yasin-ozcan/profil/spieler/1043003
91,Kamil Piatkowski,Centre-Back,"Jun 21, 2000 (24)",Poland,"1,91m",right,"Jan 31, 2025",,"Jun 30, 2025",€4.50m,https://www.transfermarkt.com/kamil-piatkowski/profil/spieler/345449
20,Nicholas Opoku,Centre-Back,"Aug 11, 1997 (27)",Ghana,"1,90m",right,"Aug 16, 2024",,"Jun 30, 2026",€1.50m,https://www.transfermarkt.com/nicholas-opoku/profil/spieler/396516
29,Taylan Aydın,Centre-Back,"Feb 10, 2006 (19)",Türkiye,"1,80m",right,"Jul 1, 2023",,"Jun 30, 2029",€250k,https://www.transfermarkt.com/taylan-aydin/profil/spieler/1067930
5,Sadık Çiftpınar,Centre-Back,"Jan 1, 1993 (32)",Türkiye,"1,83m",right,"Jul 1, 2022",,"Jun 30, 2025",€200k,https://www.transfermarkt.com/sadik-ciftpinar/profil/spieler/176354
55,Yunus Atakaya,Centre-Back,"Apr 27, 2004 (21)","Türkiye, Germany",-,right,"Jul 1, 2024",,"Jun 30, 2027",-,https://www.transfermarkt.com/yunus-atakaya/profil/spieler/1077957
77,Kévin Rodrigues,Left-Back,"Mar 5, 1994 (31)","Portugal, France","1,70m",left,"Aug 12, 2024",,"Jun 30, 2025",€1.50m,https://www.transfermarkt.com/kevin-rodrigues/profil/spieler/206947
13,Adnan Aktaş,Left-Back,"Nov 10, 2006 (18)",Türkiye,"1,82m",left,"Jul 1, 2023",,"Jun 30, 2026",€50k,https://www.transfermarkt.com/adnan-aktas/profil/spieler/1070797
2,Cláudio Winck,Right-Back,"Apr 15, 1994 (31)",Brazil,"1,84m",right,"Jul 17, 2023",,"Jun 30, 2025",€800k,https://www.transfermarkt.com/claudio-winck/profil/spieler/181783
