Number,Name,Position,Date of Birth/Age,Nationality,Height,Foot,Signed,Previous Team,Contract Until,Market Value,Link
14,Jhon Espinoza,Right-Back,"Feb 24, 1999 (26)",Ecuador,"1,80m",right,"Sep 3, 2024",,"Jun 30, 2026",€450k,https://www.transfermarkt.com/jhon-espinoza/profil/spieler/514380
6,Gökhan Gül,Defensive Midfield,"Jul 17, 1998 (26)","Türkiye, Germany","1,83m",right,"Feb 8, 2023",,"Jun 30, 2025",€1.80m,https://www.transfermarkt.com/gokhan-gul/profil/spieler/269171
35,Aytaç Kara,Central Midfield,"Mar 23, 1993 (32)",Türkiye,"1,88m",right,"Aug 3, 2022",,"Jun 30, 2025",€1.10m,https://www.transfermarkt.com/aytac-kara/profil/spieler/159908
8,Cafú,Central Midfield,"Feb 26, 1993 (32)","Portugal, Guinea-Bissau","1,85m",right,"Aug 10, 2024",,"Jun 30, 2026",€325k,https://www.transfermarkt.com/cafu/profil/spieler/203655
54,Atakan Müjde,Central Midfield,"Oct 25, 2003 (21)",Türkiye,"1,82m",right,"Feb 5, 2025",,"Jun 30, 2027",€50k,https://www.transfermarkt.com/atakan-mujde/profil/spieler/815014
15,Yaman Suakar,Central Midfield,"Feb 25, 2009 (16)",Türkiye,-,right,"Jul 1, 2024",,-,-,https://www.transfermarkt.com/yaman-suakar/profil/spieler/1295530
72,Antonín Barák,Attacking Midfield,"Dec 3, 1994 (30)",Czech Republic,"1,90m",left,"Sep 7, 2024",,"Jun 30, 2025",€3.00m,https://www.transfermarkt.com/antonin-barak/profil/spieler/272261
10,Haris Hajradinovic,Attacking Midfield,"Feb 18, 1994 (31)","Bosnia-Herzegovina, North Macedonia","1,78m",left,"Jan 14, 2019",,"Jun 30, 2026",€2.00m,https://www.transfermarkt.com/haris-hajradinovic/profil/spieler/215592
9,Josip Brekalo,Left Winger,"Jun 23, 1998 (26)",Croatia,"1,75m",right,"Sep 6, 2024",,"Jun 30, 2025",€3.40m,https://www.transfermarkt.com/josip-brekalo/profil/spieler/293169
12,Mortadha Ben Ouanes,Left Winger,"Jul 2, 1994 (30)",Tunisia,"1,82m",left,"Jul 5, 2021",,"Jun 30, 2025",€1.50m,https://www.transfermarkt.com/mortadha-ben-ouanes/profil/spieler/230921
11,Can Keleş,Right Winger,"Sep 2, 2001 (23)","Austria, Türkiye","1,80m",left,"Jan 25, 2025",,"Jun 30, 2025",€2.00m,https://www.transfermarkt.com/can-keles/profil/spieler/451642
7,Mamadou Fall,Right Winger,"Dec 31, 1991 (33)",Senegal,"1,84m",right,"Jan 12, 2022",,"Jun 30, 2027",€800k,https://www.transfermarkt.com/mamadou-fall/profil/spieler/289713
42,Emirhan Yiğit,Right Winger,"Apr 30, 2006 (19)",Türkiye,"1,79m",,"Jul 1, 2023",,"Jun 30, 2025",€100k,https://www.transfermarkt.com/emirhan-yigit/profil/spieler/1020670
18,Nuno Da Costa,Centre-Forward,"Feb 10, 1991 (34)","Cape Verde, France","1,84m",right,"Sep 12, 2023",,"Jun 30, 2025",€600k,https://www.transfermarkt.com/nuno-da-costa/profil/spieler/306166
19,Sarp Yavrucu,Centre-Forward,"Mar 17, 2005 (20)",Türkiye,"1,80m",right,"Oct 2, 2023",,"Jun 30, 2027",€75k,https://www.transfermarkt.com/sarp-yavrucu/profil/spieler/954167
23,Sinan Alkaş,Centre-Forward,"Nov 7, 2006 (18)",Türkiye,"1,95m",right,"Sep 30, 2024",,"Jun 30, 2025",€75k,https://www.transfermarkt.com/sinan-alkas/profil/spieler/1018802
