Number,Name,Position,Date of Birth/Age,Nationality,Height,Foot,Signed,Previous Team,Contract Until,Market Value,Link
30,Ersin Destanoğlu,Goalkeeper,"Jan 1, 2001 (24)",Türkiye,"1,95m",right,"Jul 1, 2018",,"Jun 30, 2026",€2.00m,https://www.transfermarkt.com/ersin-destanoglu/profil/spieler/500091
34,Mert Günok,Goalkeeper,"Mar 1, 1989 (36)",Türkiye,"1,96m",right,"Aug 15, 2021",,"Jun 30, 2027",€1.20m,https://www.transfermarkt.com/mert-gunok/profil/spieler/51894
96,Emir Yaşar,Goalkeeper,"Jan 16, 2006 (19)",Türkiye,"1,90m",right,"Apr 17, 2024",,"Jun 30, 2028",€175k,https://www.transfermarkt.com/emir-yasar/profil/spieler/935552
94,Göktuğ Baytekin,Goalkeeper,"Nov 20, 2004 (20)",Türkiye,"1,86m",right,"Jul 1, 2023",,"Jun 30, 2027",€50k,https://www.transfermarkt.com/goktug-baytekin/profil/spieler/875333
14,Felix Uduokhai,Centre-Back,"Sep 9, 1997 (27)","Germany, Nigeria","1,93m",left,"Aug 26, 2024",,"Jun 30, 2025",€8.00m,https://www.transfermarkt.com/felix-uduokhai/profil/spieler/278343
53,Emirhan Topçu,Centre-Back,"Oct 11, 2000 (24)",Türkiye,"1,88m",left,"Aug 2, 2024",,"Jun 30, 2028",€5.50m,https://www.transfermarkt.com/emirhan-topcu/profil/spieler/531332
5,Tayyip Talha Sanuç,Centre-Back,"Dec 17, 1999 (25)",Türkiye,"1,88m",right,"Sep 8, 2022",,"Jun 30, 2027",€2.50m,https://www.transfermarkt.com/tayyip-talha-sanuc/profil/spieler/462772
3,Gabriel Paulista,Centre-Back,"Nov 26, 1990 (34)","Brazil, Spain","1,85m",right,"Jul 1, 2024",,"Jun 30, 2027",€1.10m,https://www.transfermarkt.com/gabriel-paulista/profil/spieler/149498
20,Necip Uysal,Centre-Back,"Jan 24, 1991 (34)",Türkiye,"1,80m",right,"Jul 1, 2009",,"Jun 30, 2027",€500k,https://www.transfermarkt.com/necip-uysal/profil/spieler/77710
22,Bakhtiyor Zaynutdinov,Left-Back,"Apr 2, 1998 (27)",Kazakhstan,"1,83m",left,"Aug 21, 2023",,"Jun 30, 2027",€3.30m,https://www.transfermarkt.com/bakhtiyor-zaynutdinov/profil/spieler/344299
26,Arthur Masuaku,Left-Back,"Nov 7, 1993 (31)","DR Congo, France","1,79m",left,"Jul 1, 2023",,"Jun 30, 2025",€3.20m,https://www.transfermarkt.com/arthur-masuaku/profil/spieler/181380
79,Emrecan Terzi,Left-Back,"Jan 5, 2004 (21)",Türkiye,"1,77m",left,"Nov 24, 2023",,"Jun 30, 2027",€225k,https://www.transfermarkt.com/emrecan-terzi/profil/spieler/873445
2,Jonas Svensson,Right-Back,"Mar 6, 1993 (32)",Norway,"1,70m",right,"Jan 10, 2024",,"Jun 30, 2025",€1.60m,https://www.transfermarkt.com/jonas-svensson/profil/spieler/136184
4,Onur Bulut,Right-Back,"Apr 16, 1994 (31)","Türkiye, Germany","1,79m",right,"Feb 8, 2023",,"Jun 30, 2026",€1.10m,https://www.transfermarkt.com/onur-bulut/profil/spieler/152733
93,Arda Berk Özüarap,Right-Back,"Jun 9, 2005 (19)",Türkiye,"1,77m",right,"Jul 1, 2024",,"Jun 30, 2028",-,https://www.transfermarkt.com/arda-berk-ozuarap/profil/spieler/1047550
6,Amir Hadziahmetovic,Defensive Midfield,"Mar 8, 1997 (28)","Bosnia-Herzegovina, Denmark","1,79m",right,"Feb 2, 2023",,"Jun 30, 2027",€5.00m,https://www.transfermarkt.com/amir-hadziahmetovic/profil/spieler/293213
83,Gedson Fernandes,Central Midfield,"Jan 9, 1999 (26)","Portugal, Sao Tome and Principe","1,83m",right,"Jul 1, 2022",,"Jun 30, 2027",€18.00m,https://www.transfermarkt.com/gedson-fernandes/profil/spieler/337800
8,Salih Uçan,Central Midfield,"Jan 6, 1994 (31)",Türkiye,"1,82m",right,"Jul 4, 2021",,"Jun 30, 2026",€2.20m,https://www.transfermarkt.com/salih-ucan/profil/spieler/170838
15,Alex Oxlade-Chamberlain,Central Midfield,"Aug 15, 1993 (31)",England,"1,80m",right,"Aug 12, 2023",,"Jun 30, 2026",€2.20m,https://www.transfermarkt.com/alex-oxlade-chamberlain/profil/spieler/143424
77,Élan Ricardo,Central Midfield,"Feb 20, 2004 (21)",Colombia,"1,84m",right,"Feb 11, 2025",,"Jun 30, 2029",€2.20m,https://www.transfermarkt.com/elan-ricardo/profil/spieler/1007972
44,Fahri Ay,Central Midfield,"Jan 1, 2005 (20)",Türkiye,"1,78m",left,"Apr 17, 2024",,"Jun 30, 2028",€200k,https://www.transfermarkt.com/fahri-ay/profil/spieler/983817
23,Ernest Muci,Left Winger,"Mar 19, 2001 (24)",Albania,"1,80m",both,"Feb 9, 2024",,"Jun 30, 2027",€11.00m,https://www.transfermarkt.com/ernest-muci/profil/spieler/583917
18,João Mário,Left Winger,"Jan 19, 1993 (32)","Portugal, Angola","1,79m",right,"Sep 4, 2024",,"Jun 30, 2025",€2.30m,https://www.transfermarkt.com/joao-mario/profil/spieler/149729
19,Arda Kılıç,Left Winger,"Jan 4, 2005 (20)",Türkiye,"1,79m",right,"Apr 17, 2024",,"Jun 30, 2028",€50k,https://www.transfermarkt.com/arda-kilic/profil/spieler/935550
7,Milot Rashica,Right Winger,"Jun 28, 1996 (28)","Kosovo, Albania","1,78m",right,"Aug 16, 2023",,"Jun 30, 2027",€7.50m,https://www.transfermarkt.com/milot-rashica/profil/spieler/291739
10,Keny Arroyo,Right Winger,"Feb 14, 2006 (19)",Ecuador,"1,76m",left,"Feb 9, 2025",,"Jun 30, 2029",€7.00m,https://www.transfermarkt.com/keny-arroyo/profil/spieler/1074584
27,Rafa Silva,Second Striker,"May 17, 1993 (31)",Portugal,"1,72m",right,"Jul 1, 2024",,"Jun 30, 2027",€10.00m,https://www.transfermarkt.com/rafa-silva/profil/spieler/238055
9,Semih Kılıçsoy,Centre-Forward,"Aug 15, 2005 (19)",Türkiye,"1,78m",right,"May 5, 2023",,"Jun 30, 2028",€14.00m,https://www.transfermarkt.com/semih-kilicsoy/profil/spieler/875334
91,Mustafa Hekimoğlu,Centre-Forward,"Apr 22, 2007 (18)",Türkiye,"1,86m",right,"Nov 27, 2023",,"Jun 30, 2028",€3.00m,https://www.transfermarkt.com/mustafa-hekimoglu/profil/spieler/1071252
17,Ciro Immobile,Centre-Forward,"Feb 20, 1990 (35)",Italy,"1,85m",right,"Jul 12, 2024",,"Jun 30, 2026",€2.80m,https://www.transfermarkt.com/ciro-immobile/profil/spieler/105521
