Number,Name,Position,Date of Birth/Age,Nationality,Height,Foot,Signed,Previous Team,Contract Until,Market Value,Link
13,Djordje Nikolic,Goalkeeper,"Apr 13, 1997 (28)",Serbia,"1,95m",right,"Jan 26, 2024",,"Jun 30, 2026",€175k,https://www.transfermarkt.com/djordje-nikolic/profil/spieler/274344
35,Ali Şaşal Vural,Goalkeeper,"Jul 10, 1990 (34)",Türkiye,"1,87m",both,"Aug 31, 2016",,"Jun 30, 2026",€150k,https://www.transfermarkt.com/ali-sasal-vural/profil/spieler/157178
41,Kaan Sarman,Goalkeeper,"Jun 24, 2006 (18)",Türkiye,-,,"Jul 1, 2024",,"Jun 30, 2026",-,https://www.transfermarkt.com/kaan-sarman/profil/spieler/1015497
74,Arda Erdursun,Goalkeeper,"Mar 8, 2007 (18)",Türkiye,"1,93m",right,"Jan 1, 2025",,"Jun 30, 2027",-,https://www.transfermarkt.com/arda-erdursun/profil/spieler/1241540
27,Noah Sonko Sundberg,Centre-Back,"Jun 6, 1996 (28)","The Gambia, Sweden","1,87m",right,"Aug 9, 2024",,"Jun 30, 2025",€1.30m,https://www.transfermarkt.com/noah-sonko-sundberg/profil/spieler/249121
26,Uros Radakovic,Centre-Back,"Mar 31, 1994 (31)",Serbia,"1,94m",right,"Jul 6, 2024",,"Jun 30, 2026",€750k,https://www.transfermarkt.com/uros-radakovic/profil/spieler/169511
53,Emirhan Başyiğit,Centre-Back,"Apr 25, 2005 (20)",Türkiye,"1,90m",left,"Jul 29, 2024",,"Jun 30, 2026",€500k,https://www.transfermarkt.com/emirhan-basyigit/profil/spieler/896546
14,Samba Camara,Centre-Back,"Nov 14, 1992 (32)","Mali, France","1,90m",left,"Jan 30, 2020",,"Jun 30, 2025",€200k,https://www.transfermarkt.com/samba-camara/profil/spieler/291397
5,Mehmet Albayrak,Centre-Back,"Jan 5, 2004 (21)",Türkiye,"1,89m",,"Jul 1, 2022",,"Jun 30, 2027",€50k,https://www.transfermarkt.com/mehmet-albayrak/profil/spieler/876660
3,Uğur Çiftçi,Left-Back,"May 4, 1992 (33)",Türkiye,"1,79m",left,"Jul 10, 2018",,"Jun 30, 2027",€800k,https://www.transfermarkt.com/ugur-ciftci/profil/spieler/172163
58,Ziya Erdal,Left-Back,"Jan 5, 1988 (37)",Türkiye,"1,82m",left,"Sep 1, 2010",,"Jun 30, 2025",€50k,https://www.transfermarkt.com/ziya-erdal/profil/spieler/170644
7,Murat Paluli,Right-Back,"Aug 9, 1994 (30)",Türkiye,"1,75m",right,"Jul 1, 2022",,"Jun 30, 2026",€700k,https://www.transfermarkt.com/murat-paluli/profil/spieler/288858
23,Alaaddin Okumuş,Right-Back,"Aug 23, 1995 (29)",Türkiye,"1,75m",right,"Jan 18, 2021",,"Jun 30, 2026",€125k,https://www.transfermarkt.com/alaaddin-okumus/profil/spieler/216608
44,Achilleas Poungouras,Defensive Midfield,"Dec 13, 1995 (29)",Greece,"1,87m",right,"Aug 11, 2023",,"Jun 30, 2025",€600k,https://www.transfermarkt.com/achilleas-poungouras/profil/spieler/255688
15,Jan Bieganski,Defensive Midfield,"Dec 4, 2002 (22)",Poland,"1,83m",left,"Aug 16, 2024",,"Jun 30, 2027",€550k,https://www.transfermarkt.com/jan-bieganski/profil/spieler/566355
30,Tolga Ciğerci,Defensive Midfield,"Mar 23, 1992 (33)","Türkiye, Germany","1,85m",right,"Jan 13, 2025",,"Jun 30, 2025",€200k,https://www.transfermarkt.com/tolga-cigerci/profil/spieler/94199
12,Samuel Moutoussamy,Central Midfield,"Aug 12, 1996 (28)","DR Congo, France","1,76m",left,"Aug 22, 2024",,"Jun 30, 2026",€2.00m,https://www.transfermarkt.com/samuel-moutoussamy/profil/spieler/353403
8,Charilaos Charisis,Central Midfield,"Jan 12, 1995 (30)",Greece,"1,77m",right,"Aug 15, 2022",,"Jun 30, 2028",€850k,https://www.transfermarkt.com/charilaos-charisis/profil/spieler/257482
90,Azizbek Turgunboev,Central Midfield,"Oct 1, 1994 (30)",Uzbekistan,"1,73m",left,"Feb 8, 2024",,"Jun 30, 2025",€800k,https://www.transfermarkt.com/azizbek-turgunboev/profil/spieler/493593
88,Talha Şeker,Central Midfield,"Apr 10, 2006 (19)",Türkiye,"1,80m",right,"Jul 1, 2024",,"Jun 30, 2026",-,https://www.transfermarkt.com/talha-seker/profil/spieler/1069931
80,Efkan Bekiroğlu,Attacking Midfield,"Sep 14, 1995 (29)","Türkiye, Germany","1,85m",right,"Jan 13, 2025",,"Jun 30, 2025",€1.50m,https://www.transfermarkt.com/efkan-bekiroglu/profil/spieler/327402
10,Alex Pritchard,Attacking Midfield,"May 3, 1993 (32)",England,"1,68m",right,"Jul 1, 2024",,"Jun 30, 2026",€750k,https://www.transfermarkt.com/alex-pritchard/profil/spieler/200777
25,Oğuzhan Aksoy,Attacking Midfield,"Nov 24, 2006 (18)",Türkiye,-,,"Oct 7, 2024",,"Jun 30, 2027",€75k,https://www.transfermarkt.com/oguzhan-aksoy/profil/spieler/1175588
22,Veljko Simic,Left Winger,"Feb 17, 1995 (30)",Serbia,"1,78m",right,"Feb 1, 2025",,"Jun 30, 2027",€700k,https://www.transfermarkt.com/veljko-simic/profil/spieler/190268
24,Garry Rodrigues,Left Winger,"Nov 27, 1990 (34)","Cape Verde, Netherlands","1,73m",right,"Sep 13, 2024",,"Jun 30, 2025",€700k,https://www.transfermarkt.com/garry-rodrigues/profil/spieler/170895
11,Queensy Menig,Left Winger,"Aug 19, 1995 (29)","Netherlands, Suriname","1,74m",right,"Feb 8, 2024",,"Jun 30, 2026",€600k,https://www.transfermarkt.com/queensy-menig/profil/spieler/225339
66,Sinan Kaya,Left Winger,"Jul 25, 2006 (18)",Türkiye,-,right,"Jul 1, 2024",,"Jun 30, 2026",€125k,https://www.transfermarkt.com/sinan-kaya/profil/spieler/1069932
21,Emre Gökay,Right Winger,"Feb 18, 2006 (19)",Türkiye,"1,81m",left,"Dec 1, 2022",,"Jun 30, 2025",€1.00m,https://www.transfermarkt.com/emre-gokay/profil/spieler/1032864
17,Emrah Başsan,Right Winger,"Apr 17, 1992 (33)",Türkiye,"1,77m",left,"Jul 5, 2023",,"Jun 30, 2025",€400k,https://www.transfermarkt.com/emrah-bassan/profil/spieler/177031
9,Rey Manaj,Centre-Forward,"Feb 24, 1997 (28)","Albania, Italy","1,82m",right,"Aug 22, 2023",,"Jun 30, 2026",€3.50m,https://www.transfermarkt.com/rey-manaj/profil/spieler/308278
46,Bekir Turaç Böke,Centre-Forward,"Jun 21, 1999 (25)",Türkiye,"1,90m",right,"Jul 1, 2024",,"Jun 30, 2027",€375k,https://www.transfermarkt.com/bekir-turac-boke/profil/spieler/500972
55,Fodé Koita,Centre-Forward,"Oct 21, 1990 (34)","Guinea, France","1,86m",right,"Sep 15, 2023",,"Jun 30, 2025",€75k,https://www.transfermarkt.com/fode-koita/profil/spieler/79110
