Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Marash Kumbulla,"€ 72,115","€ 3,750,000",,"Jun 30, 2025",1,"€ 3,750,000",
Alex Král,"€ 38,077","€ 1,980,000",,"Jun 30, 2025",1,"€ 1,980,000",
Sergi Gómez,"€ 31,923","€ 1,660,000",,"Jun 30, 2025",1,"€ 1,660,000",
Alejo Veliz,"€ 28,846","€ 1,500,000",,"Jun 30, 2025",1,"€ 1,500,000",
Leandro Cabrera,"€ 26,154","€ 1,360,000",,"Jun 30, 2025",1,"€ 1,360,000",
Edu Expósito,"€ 23,077","€ 1,200,000","€ 300,000","Jun 30, 2027",3,"€ 3,600,000",
Fernando Pacheco,"€ 19,231","€ 1,000,000",,"Jun 30, 2026",2,"€ 2,000,000",
Álvaro Aguado,"€ 18,077","€ 940,000",,"Jun 30, 2025",1,"€ 940,000",
Jofre Carreras,"€ 13,846","€ 720,000",,"Jun 30, 2029",5,"€ 3,600,000",
Pol Lozano,"€ 11,923","€ 620,000",,"Jun 30, 2027",3,"€ 1,860,000",
Álvaro Tejero,"€ 11,923","€ 620,000",,"Jun 30, 2025",1,"€ 620,000",
Brian Oliván,"€ 10,385","€ 540,000",,"Jun 30, 2025",1,"€ 540,000",
Fernando Calero,"€ 10,000","€ 520,000",,"Jun 30, 2026",2,"€ 1,040,000",
Pere Milla,"€ 10,000","€ 520,000",,"Jun 30, 2027",3,"€ 1,560,000",
José Gragera,"€ 9,231","€ 480,000",,"Jun 30, 2028",4,"€ 1,920,000",
Carlos Romero,"€ 8,654","€ 450,000",,"Jun 30, 2025",1,"€ 450,000",
Roberto Fernández,"€ 8,077","€ 420,000",,"Jun 30, 2025",1,"€ 420,000",
Urko González de Zarate,"€ 7,885","€ 410,000",,"Jun 30, 2025",1,"€ 410,000",
Javi Puado,"€ 7,308","€ 380,000",,"Jun 30, 2025",1,"€ 380,000",
Walid Cheddira,"€ 5,962","€ 310,000",,"Jun 30, 2025",1,"€ 310,000",
Joan García,"€ 4,615","€ 240,000",,"Jun 30, 2028",4,"€ 960,000","€ 30,000,000"
Justin Smith,"€ 4,038","€ 210,000",,"Jun 30, 2026",2,"€ 420,000",
Omar El Hilali,"€ 4,038","€ 210,000",,"Jun 30, 2027",3,"€ 630,000",
Ángel Fortuño,"€ 4,038","€ 210,000",,"Jun 30, 2025",1,"€ 210,000",
Pablo Ramón,"€ 4,038","€ 210,000",,"Jun 30, 2028",4,"€ 840,000",
Omar Sadik,"€ 3,654","€ 190,000",,"Jun 30, 2027",3,"€ 570,000",
Antoniu Roca,"€ 3,462","€ 180,000",,"Jun 30, 2025",1,"€ 180,000",
Rafel Bauzà,"€ 3,269","€ 170,000",,"Jun 30, 2026",2,"€ 340,000",
