Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Sam Larsson,"€ 41,731","€ 2,170,000",,"Jun 30, 2025",1,"€ 2,170,000",
Moussa Djenepo,"€ 38,462","€ 2,000,000",,"Jun 30, 2025",1,"€ 2,000,000",
Emrecan Uzunhan,"€ 35,192","€ 1,830,000",,"Jun 30, 2025",1,"€ 1,830,000",
Adolfo Gaich,"€ 33,654","€ 1,750,000",,"Jun 30, 2025",1,"€ 1,750,000",
Andros Townsend,"€ 22,308","€ 1,160,000",,"Jun 30, 2026",2,"€ 2,320,000",
Braian Samudio,"€ 16,154","€ 840,000",,"Jun 30, 2026",2,"€ 1,680,000",
Sander van de Streek,"€ 14,423","€ 750,000",,"Jun 30, 2026",2,"€ 1,500,000",
Deni Milosevic,"€ 13,846","€ 720,000",,"Jun 30, 2026",2,"€ 1,440,000",
Güray Vural,"€ 12,885","€ 670,000",,"Jun 30, 2026",2,"€ 1,340,000",
Erdoğan Yeşilyurt,"€ 11,538","€ 600,000",,"Jun 30, 2026",2,"€ 1,200,000",
Ramzi Safuri,"€ 11,538","€ 600,000",,"Jun 30, 2025",1,"€ 600,000",
Oleksandr Petrusenko,"€ 9,615","€ 500,000",,"Jun 30, 2026",2,"€ 1,000,000",
Bünyamin Balcı,"€ 9,615","€ 500,000",,"Jun 30, 2027",3,"€ 1,500,000",
Bahadır Öztürk,"€ 9,615","€ 500,000",,"Jun 30, 2026",2,"€ 1,000,000",
Veysel Sarı,"€ 8,077","€ 420,000",,"Jun 30, 2026",2,"€ 840,000",
Mert Yılmaz,"€ 6,346","€ 330,000",,"Jun 30, 2027",3,"€ 990,000",
Kenan Piric,"€ 6,346","€ 330,000",,"Jun 30, 2026",2,"€ 660,000",
Thalisson,"€ 6,346","€ 330,000",,"Jun 30, 2027",3,"€ 990,000",
Erdal Rakip,"€ 6,154","€ 320,000",,"Jun 30, 2025",1,"€ 320,000",
Abdurrahim Dursun,"€ 4,808","€ 250,000",,"Jun 30, 2026",2,"€ 500,000",
Soner Dikmen,"€ 4,808","€ 250,000",,"Jun 30, 2026",2,"€ 500,000",
Doğukan Özkan,"€ 3,846","€ 200,000",,"Jun 30, 2027",3,"€ 600,000",
Abdullah Yiğiter,"€ 2,885","€ 150,000",,"Jun 30, 2027",3,"€ 450,000",
Jakub Kaluzinski,"€ 2,500","€ 130,000",,"Jun 30, 2026",2,"€ 260,000",
Emre Uzun,"€ 1,538","€ 80,000",,"Jun 30, 2025",1,"€ 80,000",
Mevlüthan Ekelik,"€ 1,538","€ 80,000",,"Jun 30, 2025",1,"€ 80,000",
Amar Gerxhaliu,€ 962,"€ 50,000",,"Jun 30, 2026",2,"€ 100,000",
Burak İngenç,€ 962,"€ 50,000",,"Jun 30, 2025",1,"€ 50,000",
Taha Osman Özmert,€ 962,"€ 50,000",,"Jun 30, 2025",1,"€ 50,000",
