Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Ivan Ordets,"€ 36,346","€ 1,890,000",,"Jun 30, 2026",2,"€ 3,780,000",
Ibrahima Sissoko,"€ 28,846","€ 1,500,000",,"Jun 30, 2027",3,"€ 4,500,000",
Georgios Masouras,"€ 27,115","€ 1,410,000",,"Jun 30, 2025",1,"€ 1,410,000",
Myron Boadu,"€ 27,115","€ 1,410,000",,"Jun 30, 2025",1,"€ 1,410,000",
Tom Krauß,"€ 26,923","€ 1,400,000",,"Jun 30, 2025",1,"€ 1,400,000",
Bernardo,"€ 25,385","€ 1,320,000",,"Jun 30, 2025",1,"€ 1,320,000",
Dani de Wit,"€ 25,385","€ 1,320,000",,"Jun 30, 2028",4,"€ 5,280,000",
Erhan Masovic,"€ 23,077","€ 1,200,000",,"Jun 30, 2026",2,"€ 2,400,000",
Felix Passlack,"€ 19,231","€ 1,000,000",,"Jun 30, 2025",1,"€ 1,000,000",
Anthony Losilla,"€ 18,077","€ 940,000",,"Jun 30, 2025",1,"€ 940,000",
Timo Horn,"€ 18,077","€ 940,000",,"Jun 30, 2026",2,"€ 1,880,000",
Gerrit Holtmann,"€ 16,346","€ 850,000",,"Jun 30, 2025",1,"€ 850,000",
Maximilian Wittek,"€ 15,385","€ 800,000",,"Jun 30, 2026",2,"€ 1,600,000",
Philipp Hofmann,"€ 15,000","€ 780,000",,"Jun 30, 2026",2,"€ 1,560,000",
Koji Miyoshi,"€ 14,615","€ 760,000",,"Jun 30, 2028",4,"€ 3,040,000",
Matus Bero,"€ 13,462","€ 700,000",,"Jun 30, 2026",2,"€ 1,400,000",
Cristian Gamboa,"€ 11,538","€ 600,000",,"Jun 30, 2025",1,"€ 600,000",
Jakov Medic,"€ 10,000","€ 520,000",,"Jun 30, 2025",1,"€ 520,000",
Patrick Drewes,"€ 7,115","€ 370,000",,"Jun 30, 2026",2,"€ 740,000",
Samuel Bamba,"€ 5,385","€ 280,000",,"Jun 30, 2027",3,"€ 840,000",
Tim Oermann,"€ 5,192","€ 270,000",,"Jun 30, 2026",2,"€ 540,000",
Paul Grave,"€ 3,462","€ 180,000",,"Jun 30, 2025",1,"€ 180,000",
Niklas Jahn,"€ 3,462","€ 180,000",,"Jun 30, 2027",3,"€ 540,000",
Lennart Koerdt,"€ 2,308","€ 120,000",,"Jun 30, 2027",3,"€ 360,000",
Mohammed Tolba,"€ 2,308","€ 120,000",,"Jun 30, 2025",1,"€ 120,000",
Mats Pannewig,"€ 2,308","€ 120,000",,"Jun 30, 2026",2,"€ 240,000",
Moritz Broschinski,"€ 2,308","€ 120,000",,"Jun 30, 2026",2,"€ 240,000",
