Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Sam Lammers,"€ 22,692","€ 1,180,000",,"Jun 30, 2027",3,"€ 3,540,000",
Gustaf Lagerbielke,"€ 13,846","€ 720,000",,"Jun 30, 2025",1,"€ 720,000",
Michel Vlap,"€ 13,269","€ 690,000",,"Jun 30, 2026",2,"€ 1,380,000",
Bart van Rooij,"€ 13,269","€ 690,000",,"Jun 30, 2028",4,"€ 2,760,000",
Michal Sadílek,"€ 10,000","€ 520,000",,"Jun 30, 2026",2,"€ 1,040,000",
Sem Steijn,"€ 9,423","€ 490,000",,"Jun 30, 2028",4,"€ 1,960,000",
Naci Ünüvar,"€ 9,423","€ 490,000",,"Jun 30, 2028",4,"€ 1,960,000",
Bas Kuipers,"€ 8,654","€ 450,000",,"Jun 30, 2028",4,"€ 1,800,000",
Taylor Booth,"€ 7,692","€ 400,000",,"Jun 30, 2028",4,"€ 1,600,000",
Arno Verschueren,"€ 7,692","€ 400,000",,"Jun 30, 2028",4,"€ 1,600,000",
Sayfallah Ltaief,"€ 6,923","€ 360,000",,"Jun 30, 2027",3,"€ 1,080,000",
Daan Rots,"€ 6,923","€ 360,000",,"Jun 30, 2027",3,"€ 1,080,000",
Lars Unnerstall,"€ 6,923","€ 360,000",,"Jun 30, 2027",3,"€ 1,080,000",
Mathias Kjølø,"€ 6,731","€ 350,000",,"Jun 30, 2027",3,"€ 1,050,000",
Mees Hilgers,"€ 6,731","€ 350,000",,"Jun 30, 2026",2,"€ 700,000",
Ricky van Wolfswinkel,"€ 5,769","€ 300,000",,"Jun 30, 2026",2,"€ 600,000",
Przemyslaw Tyton,"€ 4,615","€ 240,000",,"Jun 30, 2026",2,"€ 480,000",
Sam Karssies,"€ 3,846","€ 200,000",,"Jun 30, 2028",4,"€ 800,000",
Younes Taha,"€ 3,462","€ 180,000",,"Jun 30, 2027",3,"€ 540,000",
Max Bruns,"€ 2,885","€ 150,000",,"Jun 30, 2026",2,"€ 300,000",
Gijs Besselink,"€ 2,885","€ 150,000",,"Jun 30, 2026",2,"€ 300,000",
Alec Van Hoorenbeeck,"€ 2,885","€ 150,000",,"Jun 30, 2026",2,"€ 300,000",
Gerald Alders,"€ 1,731","€ 90,000",,"Jun 30, 2025",1,"€ 90,000",
Juliën Mesbahi,"€ 1,346","€ 70,000",,"Jun 30, 2026",2,"€ 140,000",
Harrie Kuster,"€ 1,154","€ 60,000",,"Jun 30, 2026",2,"€ 120,000",
