Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Josh Brownhill,"€ 53,369","€ 2,775,171",,"Jun 30, 2025",1,"€ 2,775,171",
Josh Cullen,"€ 47,439","€ 2,466,819",,"Jun 30, 2027",3,"€ 7,400,456",
Nathan Redmond,"€ 41,509","€ 2,158,466",,"Jun 30, 2025",1,"€ 2,158,466",
Joe Worrall,"€ 41,509","€ 2,158,466",,"Jun 30, 2028",4,"€ 8,633,865",
Lyle Foster,"€ 38,544","€ 2,004,290",,"Jun 30, 2028",4,"€ 8,017,161",
Connor Roberts,"€ 35,579","€ 1,850,114",,"Jun 30, 2025",1,"€ 1,850,114",
Aaron Ramsey,"€ 29,649","€ 1,541,762",,"Jun 30, 2028",4,"€ 6,167,047",
Benson Manuel,"€ 29,649","€ 1,541,762",,"Jun 30, 2027",3,"€ 4,625,285",
James Trafford,"€ 29,649","€ 1,541,762",,"Jun 30, 2027",3,"€ 4,625,285",
Marcus Edwards,"€ 26,684","€ 1,387,585",,"Jun 30, 2025",1,"€ 1,387,585",
Hannibal,"€ 23,719","€ 1,233,409",,"Jun 30, 2028",4,"€ 4,933,637",
Ashley Barnes,"€ 23,719","€ 1,233,409",,"Jun 30, 2025",1,"€ 1,233,409",
Luca Koleosho,"€ 23,719","€ 1,233,409",,"Jun 30, 2029",5,"€ 6,167,047",
Mike Trésor,"€ 23,719","€ 1,233,409",,"Jun 30, 2028",4,"€ 4,933,637",
Jaidon Anthony,"€ 20,754","€ 1,079,233",,"May 31, 2025",1,"€ 1,079,233",
Zian Flemming,"€ 17,790","€ 925,057",,"May 31, 2025",1,"€ 925,057",
Jeremy Sarmiento,"€ 17,790","€ 925,057",,"May 31, 2025",1,"€ 925,057",
Jonjo Shelvey,"€ 17,790","€ 925,057",,"Jun 30, 2025",1,"€ 925,057",
Josh Laurent,"€ 17,790","€ 925,057",,"Jun 30, 2026",2,"€ 1,850,114",
Lucas Pires,"€ 17,790","€ 925,057",,"Jun 30, 2028",4,"€ 3,700,228",
Maxime Estève,"€ 17,790","€ 925,057",,"Jun 30, 2029",5,"€ 4,625,285",
Etienne Green,"€ 11,860","€ 616,705",,"Jun 30, 2027",3,"€ 1,850,114",
Bashir Humphreys,"€ 11,860","€ 616,705",,"May 31, 2025",1,"€ 616,705",
Vaclav Hladky,"€ 11,860","€ 616,705",,"Jun 30, 2026",2,"€ 1,233,409",
Oliver Sonne,"€ 10,081","€ 524,199",,"Jun 30, 2029",5,"€ 2,620,995",
Jaydon Banel,"€ 8,895","€ 462,528",,"Jun 30, 2029",5,"€ 2,312,642",
CJ Egan-Riley,"€ 7,116","€ 370,023",,"Jun 30, 2025",1,"€ 370,023",
Shurandy Sambo,"€ 7,116","€ 370,023",,"Jun 30, 2028",4,"€ 1,480,091",
Enock Agyei,"€ 4,744","€ 246,682",,"Jun 30, 2027",3,"€ 740,046",
Jordan Beyer,"€ 3,558","€ 185,011",,"Jun 30, 2027",3,"€ 555,034",
