Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Florian Grillitsch,"€ 48,077","€ 2,500,000",,"Jun 30, 2025",1,"€ 2,500,000",
Kenedy,"€ 31,154","€ 1,620,000",,"Jun 30, 2027",3,"€ 4,860,000",
Joseph Aidoo,"€ 30,769","€ 1,600,000",,"Jun 30, 2025",1,"€ 1,600,000",
Marcos André,"€ 28,846","€ 1,500,000",,"Jun 30, 2029",5,"€ 7,500,000",
Anuar,"€ 28,846","€ 1,500,000",,"Jun 30, 2025",1,"€ 1,500,000",
Darwin Machís,"€ 27,885","€ 1,450,000",,"Jun 30, 2026",2,"€ 2,900,000",
Stanko Juric,"€ 24,038","€ 1,250,000",,"Jun 30, 2027",3,"€ 3,750,000",
Antonio Candela,"€ 24,038","€ 1,250,000",,"Jun 30, 2025",1,"€ 1,250,000",
Iván Sánchez,"€ 20,769","€ 1,080,000",,"Jun 30, 2025",1,"€ 1,080,000",
Raúl Moro,"€ 20,000","€ 1,040,000",,"Jun 30, 2028",4,"€ 4,160,000",
Eray Cömert,"€ 20,000","€ 1,040,000",,"Jun 30, 2025",1,"€ 1,040,000",
Mamadou Sylla,"€ 17,308","€ 900,000",,"Jun 30, 2026",2,"€ 1,800,000",
Juanmi Latasa,"€ 16,154","€ 840,000",,"Jun 30, 2029",5,"€ 4,200,000",
Amath Ndiaye,"€ 13,846","€ 720,000",,"Jun 30, 2027",3,"€ 2,160,000",
Javi Sánchez,"€ 12,692","€ 660,000",,"Jun 30, 2026",2,"€ 1,320,000",
Karl Hein,"€ 11,923","€ 620,000",,"Jun 30, 2025",1,"€ 620,000",
Cenk Özkacar,"€ 11,346","€ 590,000",,"Jun 30, 2025",1,"€ 590,000",
Tamás Nikitscher,"€ 10,000","€ 520,000",,"Jun 30, 2028",4,"€ 2,080,000",
Luis Pérez,"€ 10,000","€ 520,000",,"Jun 30, 2025",1,"€ 520,000",
Selim Amallah,"€ 8,846","€ 460,000",,"Jun 30, 2027",3,"€ 1,380,000",
André Ferreira,"€ 6,154","€ 320,000",,"Jun 30, 2027",3,"€ 960,000",
Adam Aznou,"€ 5,962","€ 310,000",,"Jun 30, 2025",1,"€ 310,000",
David Torres,"€ 5,192","€ 270,000",,"Jun 30, 2026",2,"€ 540,000",
Mario Martín,"€ 1,923","€ 100,000",,"Jun 30, 2025",1,"€ 100,000",
Chuki,"€ 1,923","€ 100,000",,"Jun 30, 2025",1,"€ 100,000",
