Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Ciro Immobile,"€ 192,308","€ 10,000,000",,"Jun 30, 2026",2,"€ 20,000,000",
Rafa Silva,"€ 192,308","€ 10,000,000",,"Jun 30, 2027",3,"€ 30,000,000",
Alex Oxlade-Chamberlain,"€ 80,192","€ 4,170,000",,"Jun 30, 2026",2,"€ 8,340,000",
Gabriel Paulista,"€ 67,885","€ 3,530,000","€ 550,000","Jun 30, 2027",3,"€ 10,590,000",
Arthur Masuaku,"€ 65,385","€ 3,400,000",,"Jun 30, 2025",1,"€ 3,400,000",
Milot Rashica,"€ 64,038","€ 3,330,000",,"Jun 30, 2027",3,"€ 9,990,000",
João Mário,"€ 64,038","€ 3,330,000",,"Jun 30, 2027",3,"€ 9,990,000",
Ernest Muci,"€ 57,692","€ 3,000,000",,"Jun 30, 2027",3,"€ 9,000,000",
Felix Uduokhai,"€ 54,423","€ 2,830,000",,"Jun 30, 2027",3,"€ 8,490,000",
Gedson Fernandes,"€ 54,423","€ 2,830,000",,"Jun 30, 2027",3,"€ 8,490,000",
Al Musrati,"€ 40,000","€ 2,080,000",,"Jun 30, 2027",3,"€ 6,240,000",
Baktiyar Zaynutdinov,"€ 38,462","€ 2,000,000",,"Jun 30, 2027",3,"€ 6,000,000",
Amir Hadziahmetovic,"€ 37,115","€ 1,930,000","€ 630,000","Jun 30, 2027",3,"€ 5,790,000",
Mert Günok,"€ 32,115","€ 1,670,000",,"Jun 30, 2027",3,"€ 5,010,000",
Jonas Svensson,"€ 32,115","€ 1,670,000",,"Jun 30, 2025",1,"€ 1,670,000",
Salih Uçan,"€ 26,346","€ 1,370,000",,"Jun 30, 2026",2,"€ 2,740,000",
Jean Onana,"€ 24,038","€ 1,250,000",,"Jun 30, 2027",3,"€ 3,750,000",
Ersin Destanoğlu,"€ 22,500","€ 1,170,000",,"Jun 30, 2026",2,"€ 2,340,000",
Onur Bulut,"€ 19,231","€ 1,000,000",,"Jun 30, 2026",2,"€ 2,000,000",
Emirhan Topçu,"€ 19,231","€ 1,000,000",,"Jun 30, 2028",4,"€ 4,000,000",
Élan Ricardo,"€ 18,654","€ 970,000",,"Jun 30, 2029",5,"€ 4,850,000",
Necip Uysal,"€ 15,962","€ 830,000",,"Jun 30, 2027",3,"€ 2,490,000",
Keny Arroyo,"€ 12,885","€ 670,000",,"Jun 30, 2029",5,"€ 3,350,000",
Tayyip Sanuc,"€ 9,615","€ 500,000",,"Jun 30, 2027",3,"€ 1,500,000",
Semih Kılıçsoy,"€ 9,615","€ 500,000",,"Jun 30, 2028",4,"€ 2,000,000",
Mustafa Hekimoğlu,"€ 6,346","€ 330,000",,"Jun 30, 2028",4,"€ 1,320,000",
Göktuğ Baytekin,"€ 2,885","€ 150,000",,"Jun 30, 2027",3,"€ 450,000",
Emrecan Terzi,"€ 2,885","€ 150,000",,"Jun 30, 2027",3,"€ 450,000",
Fahri Ay,"€ 2,885","€ 150,000",,"Jun 30, 2028",4,"€ 600,000",
Arda Kılıç,"€ 2,885","€ 150,000",,"Jun 30, 2028",4,"€ 600,000",
Emir Yaşar,"€ 2,308","€ 120,000",,"Jun 30, 2028",4,"€ 480,000",
Arda Berk Özüarap,"€ 2,308","€ 120,000",,"Jun 30, 2028",4,"€ 480,000",
