Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Mohamed Ihattaren,"€ 11,154","€ 580,000",,"Jun 30, 2026",2,"€ 1,160,000",
Oskar Zawada,"€ 6,731","€ 350,000",,"Jun 30, 2026",2,"€ 700,000",
Roshon van Eijma,"€ 6,154","€ 320,000",,"Jun 30, 2026",2,"€ 640,000",
Alexander Jakobsen,"€ 5,769","€ 300,000",,"Jun 30, 2025",1,"€ 300,000",
Richard van der Venne,"€ 4,615","€ 240,000",,"Jun 30, 2026",2,"€ 480,000",
Redouan El Yaakoubi,"€ 4,615","€ 240,000",,"Jun 30, 2026",2,"€ 480,000",
Michiel Kramer,"€ 4,615","€ 240,000",,"Jun 30, 2025",1,"€ 240,000",
Silvester van der Water,"€ 4,615","€ 240,000",,"Jun 30, 2025",1,"€ 240,000",
Yanick van Osch,"€ 3,846","€ 200,000",,"Jun 30, 2026",2,"€ 400,000",
Yassin Oukili,"€ 3,846","€ 200,000",,"Jun 30, 2025",1,"€ 200,000",
Liam van Gelderen,"€ 3,462","€ 180,000",,"Jun 30, 2027",3,"€ 540,000",
Luuk Wouters,"€ 2,885","€ 150,000",,"Jun 30, 2026",2,"€ 300,000",
Dario Van den Buijs,"€ 2,885","€ 150,000",,"Jun 30, 2025",1,"€ 150,000",
Denilho Cleonise,"€ 2,885","€ 150,000",,"Jun 30, 2026",2,"€ 300,000",
Jeroen Houwen,"€ 2,885","€ 150,000",,"Jun 30, 2025",1,"€ 150,000",
Richonell Margaret,"€ 2,885","€ 150,000",,"Jun 30, 2026",2,"€ 300,000",
Juan Familia-Castillo,"€ 2,885","€ 150,000",,"Jun 30, 2026",2,"€ 300,000",
Aaron Meijers,"€ 2,308","€ 120,000",,"Jun 30, 2025",1,"€ 120,000",
Godfried Roemeratoe,"€ 2,308","€ 120,000",,"Jun 30, 2026",2,"€ 240,000",
Tim van de Loo,"€ 2,308","€ 120,000",,"Jun 30, 2028",4,"€ 480,000",
Patrick Vroegh,"€ 2,115","€ 110,000",,"Jun 30, 2025",1,"€ 110,000",
Kevin Felida,"€ 1,923","€ 100,000",,"Jun 30, 2025",1,"€ 100,000",
Mark Spenkelink,"€ 1,923","€ 100,000",,"Jun 30, 2027",3,"€ 300,000",
Ilias Takidine,"€ 1,923","€ 100,000",,"Jun 30, 2025",1,"€ 100,000",
Joey Kesting,"€ 1,731","€ 90,000",,"Jun 30, 2025",1,"€ 90,000",
Faissal Al Mazyani,"€ 1,731","€ 90,000",,"Jun 30, 2027",3,"€ 270,000",
Chris Lokesa,"€ 1,731","€ 90,000",,"Jun 30, 2026",2,"€ 180,000",
Daouda Weidmann,"€ 1,731","€ 90,000",,"Jun 30, 2028",4,"€ 360,000",
Luuk Vogels,"€ 1,154","€ 60,000",,"Jun 30, 2026",2,"€ 120,000",
Julian Lelieveld,"€ 1,154","€ 60,000",,"Jun 30, 2025",1,"€ 60,000",
