Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Robert Bozenik,"€ 17,308","€ 900,000",,"Jun 30, 2026",2,"€ 1,800,000",
Rodrigo Abascal,"€ 6,538","€ 340,000",,"Jun 30, 2025",1,"€ 340,000",
Sebastián Pérez,"€ 4,231","€ 220,000",,"Jun 30, 2025",1,"€ 220,000",
César,"€ 2,885","€ 150,000",,"Jun 30, 2026",2,"€ 300,000",
Filipe Ferreira,"€ 2,885","€ 150,000",,"Jun 30, 2025",1,"€ 150,000",
Ilija Vukotić,"€ 2,885","€ 150,000",,"Jun 30, 2025",1,"€ 150,000",
Miguel Reisinho,"€ 2,500","€ 130,000",,"Jun 30, 2025",1,"€ 130,000",
Salvador Agra,"€ 2,308","€ 120,000",,"Jun 30, 2025",1,"€ 120,000",
Tiago Machado,"€ 2,308","€ 120,000",,"Jun 30, 2028",4,"€ 480,000",
João Gonçalves,"€ 2,308","€ 120,000",,"Jun 30, 2027",3,"€ 360,000",
Pedro Gomes,"€ 2,308","€ 120,000",,"Jun 30, 2025",1,"€ 120,000",
Gonçalo Miguel,"€ 1,923","€ 100,000",,"Jun 30, 2025",1,"€ 100,000",
Manuel Namora,"€ 1,731","€ 90,000",,"Jun 30, 2025",1,"€ 90,000",
Ibrahima,"€ 1,731","€ 90,000",,"Jun 30, 2026",2,"€ 180,000",
Diego Llorente,"€ 1,731","€ 90,000",,"Jun 30, 2025",1,"€ 90,000",
Tomás Silva,"€ 1,731","€ 90,000",,"Jun 30, 2026",2,"€ 180,000",
Joel Silva,"€ 1,731","€ 90,000",,"Jun 30, 2027",3,"€ 270,000",
Marco Ribeiro,"€ 1,538","€ 80,000",,"Jun 30, 2027",3,"€ 240,000",
Luís Pires,"€ 1,346","€ 70,000",,"Jun 30, 2025",1,"€ 70,000",
Tomé Sousa,"€ 1,154","€ 60,000",,"Jun 30, 2028",4,"€ 240,000",
João Barros,"€ 1,154","€ 60,000",,"Jun 30, 2026",2,"€ 120,000",
Alex Marques,"€ 1,154","€ 60,000",,"Jun 30, 2026",2,"€ 120,000",
Augusto Dabó,€ 577,"€ 30,000",,"Jun 30, 2026",2,"€ 60,000",
