Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Casemiro,"€ 415,090","€ 21,584,663","€ 6,167,047","Jun 30, 2026",2,"€ 43,169,326",
Bruno Fernandes,"€ 355,791","€ 18,501,140","€ 4,625,285","Jun 30, 2027",3,"€ 55,503,419",
Mason Mount,"€ 296,493","€ 15,417,616","€ 3,083,523","Jun 30, 2028",4,"€ 61,670,466",
Matthijs de Ligt,"€ 231,264","€ 12,025,741",,"Jun 30, 2029",5,"€ 60,128,704",
Harry Maguire,"€ 225,334","€ 11,717,389",,"Jun 30, 2026",2,"€ 23,434,777",
Christian Eriksen,"€ 177,896","€ 9,250,570",,"Jun 30, 2025",1,"€ 9,250,570",
Jadon Sancho,"€ 177,896","€ 9,250,570","€ 6,167,047","Jun 30, 2026",2,"€ 18,501,140",
Luke Shaw,"€ 177,896","€ 9,250,570","€ 3,083,523","Jun 30, 2027",3,"€ 27,751,710",
Noussair Mazraoui,"€ 160,106","€ 8,325,513",,"Jun 30, 2028",4,"€ 33,302,052",
Victor Lindelöf,"€ 142,316","€ 7,400,456",,"Jun 30, 2025",1,"€ 7,400,456",
Manuel Ugarte,"€ 142,316","€ 7,400,456",,"Jun 30, 2029",5,"€ 37,002,280",
Amad Diallo,"€ 142,316","€ 7,400,456",,"Jun 30, 2030",6,"€ 44,402,736",
Lisandro Martínez,"€ 142,316","€ 7,400,456",,"Jun 30, 2027",3,"€ 22,201,368",
André Onana,"€ 142,316","€ 7,400,456","€ 4,933,637","Jun 30, 2028",4,"€ 29,601,824",
Leny Yoro,"€ 136,387","€ 7,092,104","€ 1,850,114","Jun 30, 2029",5,"€ 35,460,518",
Joshua Zirkzee,"€ 124,527","€ 6,475,399",,"Jun 30, 2029",5,"€ 32,376,995",
Rasmus Højlund,"€ 100,808","€ 5,241,990",,"Jun 30, 2028",4,"€ 20,967,958",
Diogo Dalot,"€ 100,808","€ 5,241,990","€ 925,057","Jun 30, 2028",4,"€ 20,967,958",
Marcus Rashford,"€ 88,948","€ 4,625,285",,"Jun 30, 2028",4,"€ 18,501,140",
Jonny Evans,"€ 77,088","€ 4,008,580",,"Jun 30, 2025",1,"€ 4,008,580",
Antony,"€ 71,158","€ 3,700,228",,"Jun 30, 2027",3,"€ 11,100,684",
Alejandro Garnacho,"€ 59,299","€ 3,083,523",,"Jun 30, 2028",4,"€ 12,334,093",
Tom Heaton,"€ 53,369","€ 2,775,171",,"Jun 30, 2025",1,"€ 2,775,171",
Patrick Dorgu,"€ 47,439","€ 2,466,819",,"Jun 30, 2030",6,"€ 14,800,912",
Tyrell Malacia,"€ 44,474","€ 2,312,642",,"Jun 30, 2026",2,"€ 4,625,285",
Altay Bayındır,"€ 41,509","€ 2,158,466",,"Jun 30, 2027",3,"€ 6,475,399",
Kobbie Mainoo,"€ 29,649","€ 1,541,762",,"Jun 30, 2027",3,"€ 4,625,285",
Chido Obi-Martin,"€ 17,790","€ 925,057",,"Jun 30, 2029",5,"€ 4,625,285",
Ethan Wheatley,"€ 10,674","€ 555,034",,"Jun 30, 2028",4,"€ 2,220,137",
Joe Hugill,"€ 6,523","€ 339,188",,"Jun 30, 2026",2,"€ 678,375",
Tyler Fredricson,"€ 5,930","€ 308,352",,"Jun 30, 2025",1,"€ 308,352",
Harry Amass,"€ 5,930","€ 308,352",,"Jun 30, 2027",3,"€ 925,057",
Ayden Heaven,"€ 4,744","€ 246,682",,"Jun 30, 2029",5,"€ 1,233,409",
Toby Collyer,"€ 4,744","€ 246,682",,"Jun 30, 2027",3,"€ 740,046",
Rhys Bennett,"€ 2,075","€ 107,923",,"Jun 30, 2025",1,"€ 107,923",
Sam Mather,"€ 1,186","€ 61,670",,"Jun 30, 2025",1,"€ 61,670",
Sonny Aljofree,,,,"Jun 30, 2025",1,,
Ethan Ennis,,,,"Jun 30, 2025",1,,
Louis Jackson,,,,"Jun 30, 2025",1,,
Daniel Gore,,,,"Jun 30, 2026",2,,
Ethan Williams,,,,"Jun 30, 2025",1,,
