Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Heung-min Son,"€ 225,334","€ 11,717,389",,"Jun 30, 2026",2,"€ 23,434,777",
James Maddison,"€ 201,615","€ 10,483,979",,"Jun 30, 2028",4,"€ 41,935,917",
Cristian Romero,"€ 195,685","€ 10,175,627",,"Jun 30, 2027",3,"€ 30,526,881",
Timo Werner,"€ 195,685","€ 10,175,627","€ 2,158,466","Jun 30, 2025",1,"€ 10,175,627",
Dejan Kulusevski,"€ 130,457","€ 6,783,751",,"Jun 30, 2028",4,"€ 27,135,005",
Dominic Solanke,"€ 106,737","€ 5,550,342",,"Jun 30, 2030",6,"€ 33,302,052",
Richarlison,"€ 106,737","€ 5,550,342","€ 2,466,819","Jun 30, 2027",3,"€ 16,651,026",
Pedro Porro,"€ 100,808","€ 5,241,990",,"Jun 30, 2028",4,"€ 20,967,958",
Radu Drăgușin,"€ 100,808","€ 5,241,990",,"Jun 30, 2030",6,"€ 31,451,938",
Mathys Tel,"€ 94,878","€ 4,933,637",,"Jun 30, 2025",1,"€ 4,933,637",
Ben Davies,"€ 94,878","€ 4,933,637",,"Jun 30, 2025",1,"€ 4,933,637",
Archie Gray,"€ 88,948","€ 4,625,285",,"Jun 30, 2030",6,"€ 27,751,710",
Rodrigo Bentancur,"€ 88,948","€ 4,625,285",,"Jun 30, 2026",2,"€ 9,250,570",
Fraser Forster,"€ 88,948","€ 4,625,285",,"Jun 30, 2025",1,"€ 4,625,285",
Destiny Udogie,"€ 88,948","€ 4,625,285",,"Jun 30, 2030",6,"€ 27,751,710",
Guglielmo Vicario,"€ 88,948","€ 4,625,285",,"Jun 30, 2028",4,"€ 18,501,140",
Pape Sarr,"€ 83,018","€ 4,316,933",,"Jun 30, 2030",6,"€ 25,901,596",
Brennan Johnson,"€ 83,018","€ 4,316,933",,"Jun 30, 2028",4,"€ 17,267,730",
Lucas Bergvall,"€ 77,088","€ 4,008,580",,"Jun 30, 2031",7,"€ 28,060,062",
Yves Bissouma,"€ 65,228","€ 3,391,876",,"Jun 30, 2026",2,"€ 6,783,751",
Sergio Reguilón,"€ 62,856","€ 3,268,535",,"Jun 30, 2025",1,"€ 3,268,535",
Micky van de Ven,"€ 59,299","€ 3,083,523",,"Jun 30, 2029",5,"€ 15,417,616",
Djed Spence,"€ 59,299","€ 3,083,523",,"Jun 30, 2028",4,"€ 12,334,093",
Kevin Danso,"€ 29,649","€ 1,541,762",,"Jun 30, 2025",1,"€ 1,541,762",
Wilson Odobert,"€ 29,649","€ 1,541,762",,"Jun 30, 2029",5,"€ 7,708,808",
Antonín Kinský,"€ 23,719","€ 1,233,409",,"Jun 30, 2031",7,"€ 8,633,865",
Manor Solomon,"€ 17,790","€ 925,057",,"Jun 30, 2028",4,"€ 3,700,228",
Brandon Austin,"€ 17,790","€ 925,057",,"Jun 30, 2029",5,"€ 4,625,285",
Alfie Whiteman,"€ 8,895","€ 462,528",,"Jun 30, 2025",1,"€ 462,528",
Dane Scarlett,"€ 8,895","€ 462,528",,"Jun 30, 2027",3,"€ 1,387,585",
Mikey Moore,"€ 5,930","€ 308,352",,"Jun 30, 2027",3,"€ 925,057",
Min-hyeok Yang,"€ 5,930","€ 308,352",,"Jun 30, 2026",2,"€ 616,705",
Ashley Phillips,"€ 5,930","€ 308,352",,"Jun 30, 2028",4,"€ 1,233,409",
Jamie Donley,"€ 3,558","€ 185,011",,"Jun 30, 2029",5,"€ 925,057",
Will Lankshear,"€ 2,965","€ 154,176",,"Jun 30, 2029",5,"€ 770,881",
George Abbott,€ 889,"€ 46,253",,"Jun 30, 2027",3,"€ 138,759",
Alfie Dorrington,,,,"Jun 30, 2029",5,,
Josh Keeley,,,,"Jun 30, 2027",3,,
Alfie Devine,,,,"Jun 30, 2027",3,,
Bryan Gil,,,,"Jun 30, 2026",2,,
Alejo Veliz,,,,"Jun 30, 2029",5,,
Pierre-Emile Højbjerg,,,,"Jun 30, 2025",1,,
Matthew Craig,,,,"Jun 30, 2026",2,,
