Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Landry Dimata,"€ 32,692","€ 1,700,000",,"Jun 30, 2026",2,"€ 3,400,000",
Olivier Ntcham,"€ 28,846","€ 1,500,000",,"Jun 30, 2026",2,"€ 3,000,000",
Arbnor Muja,"€ 26,923","€ 1,400,000",,"Jun 30, 2027",3,"€ 4,200,000",
Flavien Tait,"€ 25,577","€ 1,330,000",,"Jun 30, 2026",2,"€ 2,660,000",
Kingsley Schindler,"€ 25,577","€ 1,330,000",,"Jun 30, 2025",1,"€ 1,330,000",
Emre Kılınç,"€ 15,962","€ 830,000",,"Jun 30, 2026",2,"€ 1,660,000",
Youssef Aït Bennasser,"€ 14,038","€ 730,000",,"Jun 30, 2025",1,"€ 730,000",
Rick van Drongelen,"€ 14,038","€ 730,000",,"Jun 30, 2026",2,"€ 1,460,000",
Marc Bola,"€ 13,462","€ 700,000",,"Jun 30, 2025",1,"€ 700,000",
Zeki Yavru,"€ 11,538","€ 600,000",,"Jun 30, 2026",2,"€ 1,200,000",
Soner Aydoğdu,"€ 10,000","€ 520,000",,"Jun 30, 2025",1,"€ 520,000",
Celil Yüksel,"€ 9,615","€ 500,000",,"Jun 30, 2027",3,"€ 1,500,000",
Okan Kocuk,"€ 9,615","€ 500,000",,"Jun 30, 2026",2,"€ 1,000,000",
Carlo Holse,"€ 8,654","€ 450,000",,"Jun 30, 2027",3,"€ 1,350,000",
Marius,"€ 8,269","€ 430,000",,"Jun 30, 2026",2,"€ 860,000",
Nanu,"€ 8,269","€ 430,000",,"Jun 30, 2025",1,"€ 430,000",
Lubomir Satka,"€ 6,346","€ 330,000",,"Jun 30, 2026",2,"€ 660,000",
Soner Gönül,"€ 4,231","€ 220,000",,"Jun 30, 2025",1,"€ 220,000",
Yunus Emre Çift,"€ 2,500","€ 130,000",,"Jun 30, 2027",3,"€ 390,000",
Taha Tosun,"€ 1,923","€ 100,000",,"Jun 30, 2027",3,"€ 300,000",
Bedirhan Çetin,"€ 1,538","€ 80,000",,"Jun 30, 2030",6,"€ 480,000",
Halil Yeral,"€ 1,538","€ 80,000",,"Jun 30, 2025",1,"€ 80,000",
Muhammet Ali Özbaskıcı,"€ 1,538","€ 80,000",,"Jun 30, 2029",5,"€ 400,000",
Elano Yegen,"€ 1,154","€ 60,000",,"Jun 30, 2026",2,"€ 120,000",
Berhan Deniz,"€ 1,154","€ 60,000",,"Jun 30, 2028",4,"€ 240,000",
Alper Efe Pazar,€ 769,"€ 40,000",,"Jun 30, 2030",6,"€ 240,000",
Efe Berat Törüz,€ 769,"€ 40,000",,"Jun 30, 2026",2,"€ 80,000",
