Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Adnan Januzaj,"€ 61,538","€ 3,200,000",,"Jun 30, 2025",1,"€ 3,200,000",
Oliver McBurnie,"€ 40,000","€ 2,080,000",,"Jun 30, 2027",3,"€ 6,240,000",
Scott McKenna,"€ 40,000","€ 2,080,000",,"Jun 30, 2027",3,"€ 6,240,000",
Jaime Mata,"€ 30,000","€ 1,560,000",,"Jun 30, 2025",1,"€ 1,560,000",
Stefan Bajcetic,"€ 28,846","€ 1,500,000",,"Jun 30, 2025",1,"€ 1,500,000",
Sandro Ramírez,"€ 28,654","€ 1,490,000",,"Jun 30, 2026",2,"€ 2,980,000",
Álvaro Valles,"€ 23,846","€ 1,240,000",,"Jun 30, 2025",1,"€ 1,240,000",
Jasper Cillessen,"€ 16,154","€ 840,000",,"Jun 30, 2026",2,"€ 1,680,000",
José Campaña,"€ 15,962","€ 830,000",,"Jun 30, 2025",1,"€ 830,000",
Kirian Rodríguez,"€ 15,962","€ 830,000",,"Jun 30, 2028",4,"€ 3,320,000",
Javi Muñoz,"€ 13,846","€ 720,000",,"Jun 30, 2025",1,"€ 720,000",
Alex Suárez,"€ 12,115","€ 630,000",,"Jun 30, 2026",2,"€ 1,260,000",
Marc Cardona,"€ 12,115","€ 630,000",,"Jun 30, 2026",2,"€ 1,260,000",
Enzo Loiodice,"€ 12,115","€ 630,000",,"Jun 30, 2026",2,"€ 1,260,000",
Álex Muñoz,"€ 11,923","€ 620,000",,"Jun 30, 2026",2,"€ 1,240,000",
Alberto Moleiro,"€ 11,923","€ 620,000",,"Jun 30, 2026",2,"€ 1,240,000",
Andy Pelmard,"€ 10,000","€ 520,000",,"Jun 30, 2025",1,"€ 520,000",
Manu Fuster,"€ 10,000","€ 520,000",,"Jun 30, 2028",4,"€ 2,080,000",
Dinko Horkas,"€ 10,000","€ 520,000",,"Jun 30, 2028",4,"€ 2,080,000",
Dário Essugo,"€ 9,231","€ 480,000",,"Jun 30, 2025",1,"€ 480,000",
Viti Rozada,"€ 8,077","€ 420,000",,"Jun 30, 2027",3,"€ 1,260,000",
Marvin Park,"€ 8,077","€ 420,000",,"Jun 30, 2028",4,"€ 1,680,000",
Mika Mármol,"€ 8,077","€ 420,000",,"Jun 30, 2026",2,"€ 840,000","€ 10,000,000"
Benito Ramírez,"€ 7,308","€ 380,000",,"Jun 30, 2025",1,"€ 380,000",
Juanma Herzog,"€ 3,462","€ 180,000",,"Jun 30, 2025",1,"€ 180,000",
