Number,Name,Position,Date of Birth/Age,Nationality,Height,Foot,Signed,Previous Team,Contract Until,Market Value,Link
1,Gerónimo Rulli,Goalkeeper,"May 20, 1992 (32)","Argentina, Italy","1,89m",right,"Aug 11, 2024",,"Jun 30, 2027",€8.00m,https://www.transfermarkt.com/geronimo-rulli/profil/spieler/229604
12,Jeffrey de Lange,Goalkeeper,"Apr 1, 1998 (27)",Netherlands,"1,90m",right,"Aug 8, 2024",,"Jun 30, 2027",€2.50m,https://www.transfermarkt.com/jeffrey-de-lange/profil/spieler/315253
36,Rubén Blanco,Goalkeeper,"Jul 25, 1995 (29)",Spain,"1,88m",right,"Jul 30, 2023",,"Jun 30, 2026",€1.50m,https://www.transfermarkt.com/ruben-blanco/profil/spieler/199321
40,Jelle Van Neck,Goalkeeper,"Mar 7, 2004 (21)",Belgium,"1,91m",right,,,"Jun 30, 2027",€100k,https://www.transfermarkt.com/jelle-van-neck/profil/spieler/727086
5,Leonardo Balerdi,Centre-Back,"Jan 26, 1999 (26)","Argentina, Italy","1,87m",right,"Jul 3, 2021",,"Jun 30, 2028",€20.00m,https://www.transfermarkt.com/leonardo-balerdi/profil/spieler/575998
4,Luiz Felipe,Centre-Back,"Mar 22, 1997 (28)","Italy, Brazil","1,87m",right,"Jan 7, 2025",,"Jun 30, 2026",€6.00m,https://www.transfermarkt.com/luiz-felipe/profil/spieler/457931
13,Derek Cornelius,Centre-Back,"Nov 25, 1997 (27)","Canada, Jamaica","1,87m",left,"Aug 4, 2024",,"Jun 30, 2028",€5.00m,https://www.transfermarkt.com/derek-cornelius/profil/spieler/328609
99,Chancel Mbemba,Centre-Back,"Aug 8, 1994 (30)",DR Congo,"1,82m",right,"Jul 15, 2022",,"Jun 30, 2025",€3.00m,https://www.transfermarkt.com/chancel-mbemba/profil/spieler/203348
3,Quentin Merlin,Left-Back,"May 16, 2002 (22)",France,"1,74m",left,"Jan 26, 2024",,"Jun 30, 2028",€12.00m,https://www.transfermarkt.com/quentin-merlin/profil/spieler/557613
6,Ulisses Garcia,Left-Back,"Jan 11, 1996 (29)","Switzerland, Cape Verde","1,82m",left,"Jan 16, 2024",,"Jun 30, 2028",€4.00m,https://www.transfermarkt.com/ulisses-garcia/profil/spieler/192616
77,Amar Dedic,Right-Back,"Aug 18, 2002 (22)",Bosnia-Herzegovina,"1,80m",right,"Feb 3, 2025",,-,€15.00m,https://www.transfermarkt.com/amar-dedic/profil/spieler/519184
62,Amir Murillo,Right-Back,"Feb 11, 1996 (29)",Panama,"1,84m",right,"Aug 30, 2023",,"Jun 30, 2028",€9.00m,https://www.transfermarkt.com/amir-murillo/profil/spieler/354482
29,Pol Lirola,Right-Back,"Aug 13, 1997 (27)",Spain,"1,83m",right,"Aug 23, 2021",,"Jun 30, 2026",€4.00m,https://www.transfermarkt.com/pol-lirola/profil/spieler/298975
23,Pierre-Emile Højbjerg,Defensive Midfield,"Aug 5, 1995 (29)","Denmark, France","1,85m",right,"Jul 22, 2024",,"Jun 30, 2025",€20.00m,https://www.transfermarkt.com/pierre-emile-hojbjerg/profil/spieler/167799
22,Ismaël Bennacer,Defensive Midfield,"Dec 1, 1997 (27)","Algeria, France","1,75m",left,"Feb 3, 2025",,"Jun 30, 2025",€15.00m,https://www.transfermarkt.com/ismael-bennacer/profil/spieler/351816
19,Geoffrey Kondogbia,Defensive Midfield,"Feb 15, 1993 (32)","Central African Republic, France","1,88m",left,"Jul 1, 2023",,"Jun 30, 2027",€8.00m,https://www.transfermarkt.com/geoffrey-kondogbia/profil/spieler/127189
25,Adrien Rabiot,Central Midfield,"Apr 3, 1995 (30)",France,"1,91m",left,"Sep 17, 2024",,"Jun 30, 2026",€25.00m,https://www.transfermarkt.com/adrien-rabiot/profil/spieler/182913
21,Valentin Rongier,Central Midfield,"Dec 7, 1994 (30)",France,"1,72m",right,"Sep 3, 2019",,"Jun 30, 2026",€9.00m,https://www.transfermarkt.com/valentin-rongier/profil/spieler/332889
