Number,Name,Position,Date of Birth/Age,Nationality,Height,Foot,Signed,Previous Team,Contract Until,Market Value,Link
1,Alban Lafont,Goalkeeper,"Jan 23, 1999 (26)","France, Burkina Faso","1,96m",right,"Jul 1, 2021",,"Jun 30, 2027",€4.00m,https://www.transfermarkt.com/alban-lafont/profil/spieler/357117
16,Anthony Lopes,Goalkeeper,"Oct 1, 1990 (34)","Portugal, France","1,84m",left,"Jan 1, 2025",,"Jun 30, 2025",€1.50m,https://www.transfermarkt.com/anthony-lopes/profil/spieler/60561
30,Patrik Carlgren,Goalkeeper,"Jan 8, 1992 (33)",Sweden,"1,89m",right,"Aug 30, 2024",,"Jun 30, 2026",€800k,https://www.transfermarkt.com/patrik-carlgren/profil/spieler/190280
50,Hugo Barbet,Goalkeeper,"Nov 22, 2001 (23)",France,"1,89m",right,"Jul 6, 2023",,"Jun 30, 2026",€100k,https://www.transfermarkt.com/hugo-barbet/profil/spieler/677820
44,Nathan Zézé,Centre-Back,"Jun 18, 2005 (19)","France, Cote d'Ivoire","1,90m",left,"Jul 4, 2023",,"Jun 30, 2028",€12.00m,https://www.transfermarkt.com/nathan-zeze/profil/spieler/923832
24,Saïdou Sow,Centre-Back,"Jul 4, 2002 (22)","Guinea, France","1,87m",right,"Jan 25, 2025",,"Jun 30, 2025",€6.00m,https://www.transfermarkt.com/saidou-sow/profil/spieler/807128
21,Jean-Charles Castelletto,Centre-Back,"Jan 26, 1995 (30)","Cameroon, France","1,86m",both,"Jul 1, 2020",,"Jun 30, 2028",€3.50m,https://www.transfermarkt.com/jean-charles-castelletto/profil/spieler/182875
4,Nicolas Pallois,Centre-Back,"Sep 19, 1987 (37)",France,"1,89m",left,"Jul 27, 2017",,"Jun 30, 2025",€500k,https://www.transfermarkt.com/nicolas-pallois/profil/spieler/139279
3,Nicolas Cozza,Left-Back,"Jan 8, 1999 (26)","France, Italy","1,78m",left,"Aug 28, 2024",,"Jun 30, 2025",€3.50m,https://www.transfermarkt.com/nicolas-cozza/profil/spieler/485965
98,Kelvin Amian,Right-Back,"Feb 8, 1998 (27)","France, Cote d'Ivoire","1,80m",right,"Jan 25, 2024",,"Jun 30, 2028",€2.50m,https://www.transfermarkt.com/kelvin-amian/profil/spieler/344072
18,Fabien Centonze,Right-Back,"Jan 16, 1996 (29)",France,"1,82m",right,"Sep 22, 2022",,"Jun 30, 2027",€2.00m,https://www.transfermarkt.com/fabien-centonze/profil/spieler/384859
11,Marcus Coco,Right-Back,"Jun 24, 1996 (28)","Guadeloupe, France","1,84m",right,"Jul 16, 2019",,"Jun 30, 2025",€1.50m,https://www.transfermarkt.com/marcus-coco/profil/spieler/353365
8,Johann Lepenant,Defensive Midfield,"Oct 22, 2002 (22)",France,"1,76m",right,"Aug 10, 2024",,"Jun 30, 2025",€7.00m,https://www.transfermarkt.com/johann-lepenant/profil/spieler/585973
5,Pedro Chirivella,Defensive Midfield,"May 23, 1997 (27)",Spain,"1,78m",right,"Jul 1, 2020",,"Jun 30, 2026",€5.00m,https://www.transfermarkt.com/pedro-chirivella/profil/spieler/242273
13,Francis Coquelin,Defensive Midfield,"May 13, 1991 (33)","France, Réunion","1,77m",right,"Jan 31, 2025",,"Jun 30, 2025",€1.00m,https://www.transfermarkt.com/francis-coquelin/profil/spieler/74869
6,Douglas Augusto,Central Midfield,"Jan 13, 1997 (28)",Brazil,"1,73m",left,"Aug 12, 2023",,"Jun 30, 2027",€6.00m,https://www.transfermarkt.com/douglas-augusto/profil/spieler/393621
59,Dehmaine Tabibou,Central Midfield,"Apr 17, 2005 (20)","France, Comoros","1,83m",left,"Jul 1, 2024",,"Jun 30, 2026",€100k,https://www.transfermarkt.com/dehmaine-tabibou/profil/spieler/1004619
66,Louis Leroux,Attacking Midfield,"Jan 23, 2006 (19)",France,"1,84m",left,"Jul 1, 2024",,"Jun 30, 2028",€2.00m,https://www.transfermarkt.com/louis-leroux/profil/spieler/1119456
25,Florent Mollet,Attacking Midfield,"Nov 19, 1991 (33)",France,"1,75m",right,"Jan 17, 2023",,"Jun 30, 2025",€1.50m,https://www.transfermarkt.com/florent-mollet/profil/spieler/222859
27,Moses Simon,Left Winger,"Jul 12, 1995 (29)",Nigeria,"1,68m",right,"Jul 1, 2020",,"Jun 30, 2026",€12.00m,https://www.transfermarkt.com/moses-simon/profil/spieler/274862
62,Herba Guirassy,Left Winger,"Aug 29, 2006 (18)","France, Guinea","1,86m",,"Jul 1, 2024",,"Jun 30, 2028",€1.00m,https://www.transfermarkt.com/herba-guirassy/profil/spieler/1119453
22,Sorba Thomas,Right Winger,"Jan 25, 1999 (26)","Wales, England","1,85m",right,"Jul 30, 2024",,"Jun 30, 2025",€4.00m,https://www.transfermarkt.com/sorba-thomas/profil/spieler/475416
39,Matthis Abline,Centre-Forward,"Mar 28, 2003 (22)",France,"1,82m",right,"Jul 3, 2024",,"Jun 30, 2028",€12.00m,https://www.transfermarkt.com/matthis-abline/profil/spieler/659543
31,Mostafa Mohamed,Centre-Forward,"Nov 28, 1997 (27)",Egypt,"1,85m",right,"Jul 1, 2023",,"Jun 30, 2027",€6.00m,https://www.transfermarkt.com/mostafa-mohamed/profil/spieler/462348
