Number,Name,Position,Date of Birth/Age,Nationality,Height,Foot,Signed,Previous Team,Contract Until,Market Value,Link
97,Jérémy Jacquet,Centre-Back,"Jul 13, 2005 (19)","France, Guadeloupe","1,90m",right,"Jan 1, 2024",,"Jun 30, 2027",€5.00m,https://www.transfermarkt.com/jeremy-jacquet/profil/spieler/1004301
3,Adrien Truffert,Left-Back,"Nov 20, 2001 (23)",France,"1,76m",left,"Jul 1, 2020",,"Jun 30, 2026",€15.00m,https://www.transfermarkt.com/adrien-truffert/profil/spieler/654539
18,Mahamadou Nagida,Left-Back,"Jun 28, 2005 (19)",Cameroon,"1,76m",left,"Jul 1, 2024",,"Jun 30, 2028",€1.00m,https://www.transfermarkt.com/mahamadou-nagida/profil/spieler/1176345
22,Lorenz Assignon,Right-Back,"Jun 22, 2000 (24)","France, Togo","1,81m",right,"Jul 1, 2021",,"Jun 30, 2028",€9.00m,https://www.transfermarkt.com/lorenz-assignon/profil/spieler/711969
33,Hans Hateboer,Right-Back,"Jan 9, 1994 (31)",Netherlands,"1,87m",right,"Aug 6, 2024",,"Jun 30, 2026",€3.00m,https://www.transfermarkt.com/hans-hateboer/profil/spieler/275303
6,Azor Matusiwa,Defensive Midfield,"Apr 28, 1998 (27)","Netherlands, Angola","1,73m",right,"Jan 22, 2024",,"Jun 30, 2028",€10.00m,https://www.transfermarkt.com/azor-matusiwa/profil/spieler/315145
8,Seko Fofana,Central Midfield,"May 7, 1995 (29)","Cote d'Ivoire, France","1,85m",right,"Jan 1, 2025",,"Jun 30, 2029",€12.00m,https://www.transfermarkt.com/seko-fofana/profil/spieler/182893
90,Ismaël Koné,Central Midfield,"Jun 16, 2002 (22)","Canada, Cote d'Ivoire","1,88m",right,"Feb 3, 2025",,"Jun 30, 2025",€10.00m,https://www.transfermarkt.com/ismael-kone/profil/spieler/921655
17,Jordan James,Central Midfield,"Jul 2, 2004 (20)","Wales, England","1,82m",right,"Aug 12, 2024",,"Jun 30, 2028",€8.00m,https://www.transfermarkt.com/jordan-james/profil/spieler/667517
32,Naouirou Ahamada,Central Midfield,"Mar 29, 2002 (23)","France, Comoros","1,83m",right,"Aug 30, 2024",,"Jun 30, 2025",€5.00m,https://www.transfermarkt.com/naouirou-ahamada/profil/spieler/538971
38,Djaoui Cissé,Central Midfield,"Jan 31, 2004 (21)","France, Mali","1,88m",right,"Jul 1, 2024",,"Jun 30, 2029",€5.00m,https://www.transfermarkt.com/djaoui-cisse/profil/spieler/931160
28,Ayanda Sishuba,Attacking Midfield,"Feb 2, 2005 (20)","Belgium, France","1,69m",right,"Feb 3, 2025",,"Jun 30, 2029",€2.00m,https://www.transfermarkt.com/ayanda-sishuba/profil/spieler/977877
19,Kazeem Olaigbe,Left Winger,"Jan 2, 2003 (22)","Belgium, Nigeria","1,78m",right,"Feb 3, 2025",,"Jun 30, 2029",€4.00m,https://www.transfermarkt.com/kazeem-olaigbe/profil/spieler/565406
10,Ludovic Blas,Right Winger,"Dec 31, 1997 (27)","France, Martinique","1,80m",left,"Jul 5, 2023",,"Jun 30, 2027",€18.00m,https://www.transfermarkt.com/ludovic-blas/profil/spieler/288225
11,Mousa Tamari,Right Winger,"Jun 10, 1997 (27)",Jordan,"1,78m",left,"Feb 3, 2025",,"Jun 30, 2028",€6.00m,https://www.transfermarkt.com/mousa-tamari/profil/spieler/551505
20,Carlos Andrés Gómez,Right Winger,"Sep 12, 2002 (22)",Colombia,"1,71m",right,"Aug 17, 2024",,"Jun 30, 2029",€5.00m,https://www.transfermarkt.com/carlos-andres-gomez/profil/spieler/957461
9,Arnaud Kalimuendo,Centre-Forward,"Jan 20, 2002 (23)","France, DR Congo","1,75m",right,"Aug 11, 2022",,"Jun 30, 2027",€20.00m,https://www.transfermarkt.com/arnaud-kalimuendo/profil/spieler/585959
7,Kyogo Furuhashi,Centre-Forward,"Jan 20, 1995 (30)",Japan,"1,70m",right,"Jan 27, 2025",,"Jun 30, 2027",€12.00m,https://www.transfermarkt.com/kyogo-furuhashi/profil/spieler/489463
62,Mohamed Kader Meïté,Centre-Forward,"Oct 11, 2007 (17)","France, Cote d'Ivoire",-,right,"Nov 5, 2024",,"Jun 30, 2028",€600k,https://www.transfermarkt.com/mohamed-kader-meite/profil/spieler/1141560
52,Wilson Samaké,Centre-Forward,"Mar 30, 2004 (21)","Mali, France","1,82m",right,"Jan 14, 2025",,"Jun 30, 2026",€150k,https://www.transfermarkt.com/wilson-samake/profil/spieler/910192
