Number,Name,Position,Date of Birth/Age,Nationality,Height,Foot,Signed,Previous Team,Contract Until,Market Value,Link
30,Lucas Chevalier,Goalkeeper,"Nov 6, 2001 (23)",France,"1,89m",right,"Jul 1, 2020",,"Jun 30, 2027",€30.00m,https://www.transfermarkt.com/lucas-chevalier/profil/spieler/463600
1,Vito Mannone,Goalkeeper,"Mar 2, 1988 (37)",Italy,"1,88m",right,"Aug 29, 2023",,"Jun 30, 2025",€200k,https://www.transfermarkt.com/vito-mannone/profil/spieler/33781
16,Marc-Aurèle Caillard,Goalkeeper,"May 12, 1994 (30)",France,"1,92m",right,"Aug 30, 2024",,"Jun 30, 2025",€150k,https://www.transfermarkt.com/marc-aurele-caillard/profil/spieler/205465
18,Bafodé Diakité,Centre-Back,"Jan 6, 2001 (24)","France, Guinea","1,84m",right,"Aug 5, 2022",,"Jun 30, 2028",€25.00m,https://www.transfermarkt.com/bafode-diakite/profil/spieler/463605
4,Alexsandro,Centre-Back,"Aug 9, 1999 (25)",Brazil,"1,91m",right,"Jul 1, 2022",,"Jun 30, 2028",€15.00m,https://www.transfermarkt.com/alexsandro/profil/spieler/648020
14,Samuel Umtiti,Centre-Back,"Nov 14, 1993 (31)","France, Cameroon","1,82m",left,"Jul 22, 2023",,"Jun 30, 2025",€2.00m,https://www.transfermarkt.com/samuel-umtiti/profil/spieler/126540
2,Aïssa Mandi,Centre-Back,"Oct 22, 1991 (33)","Algeria, France","1,86m",right,"Aug 1, 2024",,"Jun 30, 2026",€1.50m,https://www.transfermarkt.com/aissa-mandi/profil/spieler/80293
5,Gabriel Gudmundsson,Left-Back,"Apr 29, 1999 (26)",Sweden,"1,80m",left,"Aug 31, 2021",,"Jun 30, 2026",€9.00m,https://www.transfermarkt.com/gabriel-gudmundsson/profil/spieler/362108
20,Mitchel Bakker,Left-Back,"Jun 20, 2000 (24)",Netherlands,"1,89m",left,"Aug 30, 2024",,"Jun 30, 2025",€7.00m,https://www.transfermarkt.com/mitchel-bakker/profil/spieler/361065
31,Ismaily,Left-Back,"Jan 11, 1990 (35)",Brazil,"1,77m",left,"Aug 4, 2022",,"Jun 30, 2025",€1.50m,https://www.transfermarkt.com/ismaily/profil/spieler/124028
22,Tiago Santos,Right-Back,"Jul 23, 2002 (22)",Portugal,"1,75m",right,"Jul 5, 2023",,"Jun 30, 2029",€15.00m,https://www.transfermarkt.com/tiago-santos/profil/spieler/816580
12,Thomas Meunier,Right-Back,"Sep 12, 1991 (33)",Belgium,"1,91m",right,"Jul 19, 2024",,"Jun 30, 2026",€2.00m,https://www.transfermarkt.com/thomas-meunier/profil/spieler/100986
17,Ngal'ayel Mukau,Defensive Midfield,"Nov 3, 2004 (20)","DR Congo, Belgium","1,86m",left,"Jul 11, 2024",,"Jun 30, 2028",€15.00m,https://www.transfermarkt.com/ngalayel-mukau/profil/spieler/1016015
6,Nabil Bentaleb,Defensive Midfield,"Nov 24, 1994 (30)","Algeria, France","1,87m",left,"Aug 28, 2023",,"Jun 30, 2026",€8.00m,https://www.transfermarkt.com/nabil-bentaleb/profil/spieler/245537
21,Benjamin André,Defensive Midfield,"Aug 3, 1990 (34)",France,"1,80m",right,"Jul 17, 2019",,"Jun 30, 2026",€6.00m,https://www.transfermarkt.com/benjamin-andre/profil/spieler/84301
32,Ayyoub Bouaddi,Central Midfield,"Oct 2, 2007 (17)","France, Morocco","1,86m",right,"Jul 1, 2023",,"Jun 30, 2027",€30.00m,https://www.transfermarkt.com/ayyoub-bouaddi/profil/spieler/1097139
26,André Gomes,Central Midfield,"Jul 30, 1993 (31)",Portugal,"1,90m",right,"Sep 6, 2024",,"Jun 30, 2026",€8.00m,https://www.transfermarkt.com/andre-gomes/profil/spieler/221025
29,Ethan Mbappé,Central Midfield,"Dec 29, 2006 (18)","France, Cameroon","1,80m",left,"Jul 4, 2024",,"Jun 30, 2027",€5.00m,https://www.transfermarkt.com/ethan-mbappe/profil/spieler/903666
8,Angel Gomes,Attacking Midfield,"Aug 31, 2000 (24)","England, Portugal","1,66m",right,"Aug 9, 2020",,"Jun 30, 2025",€20.00m,https://www.transfermarkt.com/angel-gomes/profil/spieler/392770
7,Hákon Arnar Haraldsson,Attacking Midfield,"Apr 10, 2003 (22)",Iceland,"1,78m",right,"Jul 17, 2023",,"Jun 30, 2028",€15.00m,https://www.transfermarkt.com/hakon-arnar-haraldsson/profil/spieler/652275
10,Rémy Cabella,Attacking Midfield,"Mar 8, 1990 (35)","France, Italy","1,72m",right,"Jul 10, 2022",,"Jun 30, 2025",€3.00m,https://www.transfermarkt.com/remy-cabella/profil/spieler/113707
11,Osame Sahraoui,Left Winger,"Jun 11, 2001 (23)","Morocco, Norway","1,70m",right,"Aug 1, 2024",,"Jun 30, 2029",€12.00m,https://www.transfermarkt.com/osame-sahraoui/profil/spieler/580657
23,Edon Zhegrova,Right Winger,"Mar 31, 1999 (26)","Kosovo, Germany","1,80m",left,"Jan 14, 2022",,"Jun 30, 2026",€25.00m,https://www.transfermarkt.com/edon-zhegrova/profil/spieler/496857
9,Jonathan David,Centre-Forward,"Jan 14, 2000 (25)","Canada, United States","1,78m",both,"Aug 11, 2020",,"Jun 30, 2025",€45.00m,https://www.transfermarkt.com/jonathan-david/profil/spieler/533738
19,Matías Fernández-Pardo,Centre-Forward,"Feb 3, 2005 (20)","Spain, Belgium","1,88m",right,"Aug 30, 2024",,"Jun 30, 2029",€10.00m,https://www.transfermarkt.com/matias-fernandez-pardo/profil/spieler/724129
24,Chuba Akpom,Centre-Forward,"Oct 9, 1995 (29)","England, Nigeria","1,83m",right,"Feb 2, 2025",,"Jun 30, 2025",€8.00m,https://www.transfermarkt.com/chuba-akpom/profil/spieler/197642
