Number,Name,Position,Date of Birth/Age,Nationality,Height,Foot,Signed,Previous Team,Contract Until,Market Value,Link
16,Donovan Léon,Goalkeeper,"Nov 3, 1992 (32)","French Guiana, France","1,87m",right,"Jul 1, 2020",,"Jun 30, 2027",€800k,https://www.transfermarkt.com/donovan-leon/profil/spieler/170911
40,Théo De Percin,Goalkeeper,"Feb 2, 2001 (24)","France, Martinique","1,85m",right,"Mar 17, 2021",,"Jun 30, 2028",€300k,https://www.transfermarkt.com/theo-de-percin/profil/spieler/695422
37,Raphaël Adiceam,Goalkeeper,"Jul 3, 1990 (34)",France,"1,79m",left,"Sep 21, 2023",,"Jun 30, 2025",€50k,https://www.transfermarkt.com/raphael-adiceam/profil/spieler/419996
30,Tom Negrel,Goalkeeper,"Apr 13, 2003 (22)",France,"1,92m",right,"Jul 10, 2024",,"Jun 30, 2026",-,https://www.transfermarkt.com/tom-negrel/profil/spieler/866916
20,Sinaly Diomandé,Centre-Back,"Apr 9, 2001 (24)",Cote d'Ivoire,"1,84m",right,"Aug 30, 2024",,"Jun 30, 2027",€5.00m,https://www.transfermarkt.com/sinaly-diomande/profil/spieler/702441
3,Gabriel Osho,Centre-Back,"Aug 14, 1998 (26)","Nigeria, England","1,85m",right,"Jul 11, 2024",,"Jun 30, 2025",€3.00m,https://www.transfermarkt.com/gabriel-osho/profil/spieler/364409
92,Clément Akpa,Centre-Back,"Nov 24, 2001 (23)","Cote d'Ivoire, France","1,81m",left,"Jul 1, 2022",,"Jun 30, 2027",€3.00m,https://www.transfermarkt.com/clement-akpa/profil/spieler/806793
4,Jubal,Centre-Back,"Aug 29, 1993 (31)",Brazil,"1,90m",right,"Sep 3, 2020",,"Jun 30, 2025",€2.00m,https://www.transfermarkt.com/jubal/profil/spieler/149928
14,Gideon Mensah,Left-Back,"Jul 18, 1998 (26)",Ghana,"1,78m",left,"Aug 13, 2022",,"Jun 30, 2026",€3.50m,https://www.transfermarkt.com/gideon-mensah/profil/spieler/397171
12,Fredrik Oppegård,Left-Back,"Aug 7, 2002 (22)",Norway,"1,75m",left,"Jan 29, 2025",,"Jun 30, 2028",€600k,https://www.transfermarkt.com/fredrik-oppegard/profil/spieler/539665
23,Ki-Jana Hoever,Right-Back,"Jan 18, 2002 (23)","Netherlands, Suriname","1,83m",right,"Aug 21, 2024",,"Jun 30, 2025",€4.50m,https://www.transfermarkt.com/ki-jana-hoever/profil/spieler/485583
26,Paul Joly,Right-Back,"Jun 7, 2000 (24)",France,"1,82m",right,"Jul 1, 2021",,"Jun 30, 2027",€2.00m,https://www.transfermarkt.com/paul-joly/profil/spieler/806168
24,Ange Loïc N'Gatta,Right-Back,"Dec 11, 2003 (21)","France, Cote d'Ivoire","1,75m",right,"Jul 1, 2023",,"Jun 30, 2025",€100k,https://www.transfermarkt.com/ange-loic-ngatta/profil/spieler/855215
42,Elisha Owusu,Defensive Midfield,"Nov 7, 1997 (27)","Ghana, France","1,82m",right,"Jan 16, 2023",,"Jun 30, 2027",€3.00m,https://www.transfermarkt.com/elisha-owusu/profil/spieler/395695
18,Assane Dioussé,Defensive Midfield,"Sep 20, 1997 (27)",Senegal,"1,75m",left,"Aug 10, 2023",,"Jun 30, 2026",€800k,https://www.transfermarkt.com/assane-diousse/profil/spieler/287635
8,Nathan Buayi-Kiala,Defensive Midfield,"Feb 29, 2004 (21)","France, DR Congo","1,77m",right,"Jul 1, 2024",,"Jun 30, 2026",€150k,https://www.transfermarkt.com/nathan-buayi-kiala/profil/spieler/743523
80,Han-Noah Massengo,Central Midfield,"Jul 7, 2001 (23)","France, Congo","1,78m",right,"Jan 7, 2025",,"Jun 30, 2025",€5.00m,https://www.transfermarkt.com/han-noah-massengo/profil/spieler/536508
27,Kévin Danois,Central Midfield,"Jun 28, 2004 (20)","France, Guadeloupe","1,83m",right,"Jul 1, 2022",,"Jun 30, 2028",€4.00m,https://www.transfermarkt.com/kevin-danois/profil/spieler/743496
25,Hamed Junior Traoré,Attacking Midfield,"Feb 16, 2000 (25)",Cote d'Ivoire,"1,77m",right,"Aug 27, 2024",,"Jun 30, 2025",€18.00m,https://www.transfermarkt.com/hamed-junior-traore/profil/spieler/391065
29,Ben Viadere,Attacking Midfield,"Sep 2, 2005 (19)","France, Réunion","1,76m",right,"Jul 1, 2024",,"Jun 30, 2026",-,https://www.transfermarkt.com/ben-viadere/profil/spieler/1048496
