Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Gianluca Busio,"€ 49,231","€ 2,560,000",,"Jun 30, 2026",2,"€ 5,120,000",
Alfred Duncan,"€ 42,692","€ 2,220,000",,"Jun 30, 2026",2,"€ 4,440,000",
Ionut Radu,"€ 35,577","€ 1,850,000",,"Jun 30, 2025",1,"€ 1,850,000",
Jesse Joronen,"€ 26,731","€ 1,390,000",,"Jun 30, 2025",1,"€ 1,390,000",
Kike Pérez,"€ 25,000","€ 1,300,000",,"Jun 30, 2027",3,"€ 3,900,000",
Christian Gytkjaer,"€ 24,615","€ 1,280,000",,"Jun 30, 2025",1,"€ 1,280,000",
John Yeboah,"€ 21,346","€ 1,110,000",,"Jun 30, 2028",4,"€ 4,440,000",
Mikael Egill Ellertsson,"€ 21,346","€ 1,110,000",,"Jun 30, 2025",1,"€ 1,110,000",
Cheick Condé,"€ 21,346","€ 1,110,000",,"Jun 30, 2027",3,"€ 3,330,000",
Daniel Fila,"€ 15,962","€ 830,000",,"Jun 30, 2029",5,"€ 4,150,000",
Ridgeciano Haps,"€ 14,808","€ 770,000",,"Jun 30, 2026",2,"€ 1,540,000",
Gaetano Oristanio,"€ 14,231","€ 740,000",,"Jun 30, 2029",5,"€ 3,700,000",
Alessandro Marcandalli,"€ 12,500","€ 650,000",,"Jun 30, 2025",1,"€ 650,000",
Domen Crnigoj,"€ 12,308","€ 640,000",,"Jun 30, 2026",2,"€ 1,280,000",
Marin Šverko,"€ 11,154","€ 580,000",,"Jun 30, 2026",2,"€ 1,160,000",
Filip Stankovic,"€ 10,769","€ 560,000",,"Jun 30, 2025",1,"€ 560,000",
Richie Sagrado,"€ 10,769","€ 560,000",,"Jun 30, 2028",4,"€ 2,240,000",
Joël Schingtienne,"€ 10,769","€ 560,000",,"Jun 30, 2029",5,"€ 2,800,000",
Mirko Marić,"€ 10,192","€ 530,000",,"Jun 30, 2025",1,"€ 530,000",
Jay Idzes,"€ 8,654","€ 450,000",,"Jun 30, 2027",3,"€ 1,350,000",
Michael Svoboda,"€ 8,654","€ 450,000",,"Jun 30, 2026",2,"€ 900,000",
Francesco Zampano,"€ 7,885","€ 410,000",,"Jun 30, 2025",1,"€ 410,000",
Bjarki Steinn Bjarkason,"€ 7,308","€ 380,000",,"Jun 30, 2027",3,"€ 1,140,000",
Hans Nicolussi Caviglia,"€ 7,115","€ 370,000",,"Jun 30, 2025",1,"€ 370,000",
Issa Doumbia,"€ 7,115","€ 370,000",,"Jun 30, 2029",5,"€ 1,850,000",
Alessio Zerbin,"€ 6,346","€ 330,000",,"Jun 30, 2025",1,"€ 330,000",
Franco Carboni,"€ 5,385","€ 280,000",,"Jun 30, 2025",1,"€ 280,000",
Fali Candé,"€ 5,385","€ 280,000",,"Jun 30, 2025",1,"€ 280,000",
Matteo Grandi,"€ 5,385","€ 280,000",,"Jun 30, 2025",1,"€ 280,000",
Saad El Haddad,"€ 2,885","€ 150,000",,"Jun 30, 2027",3,"€ 450,000",
