Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Mauro Icardi,"€ 192,308","€ 10,000,000",,"Jun 30, 2026",2,"€ 20,000,000",
Victor Osimhen,"€ 192,308","€ 10,000,000",,"Jun 30, 2025",1,"€ 10,000,000",
Lucas Torreira,"€ 128,269","€ 6,670,000","€ 830,000","Jun 30, 2028",4,"€ 26,680,000",
Davinson Sánchez,"€ 102,500","€ 5,330,000",,"Jun 30, 2027",3,"€ 15,990,000",
Álvaro Morata,"€ 96,154","€ 5,000,000",,"Jan 20, 2026",2,"€ 10,000,000",
Dries Mertens,"€ 92,885","€ 4,830,000","€ 1,830,000","Jun 30, 2025",1,"€ 4,830,000",
Gabriel Sara,"€ 88,077","€ 4,580,000",,"Jun 30, 2029",5,"€ 22,900,000",
Fernando Muslera,"€ 80,192","€ 4,170,000",,"Jun 30, 2025",1,"€ 4,170,000",
Roland Sallai,"€ 80,192","€ 4,170,000",,"Jun 30, 2028",4,"€ 16,680,000",
Ismail Jakobs,"€ 67,308","€ 3,500,000",,"Jun 30, 2025",1,"€ 3,500,000",
Kaan Ayhan,"€ 48,077","€ 2,500,000",,"Jun 30, 2027",3,"€ 7,500,000",
Mario Lemina,"€ 40,000","€ 2,080,000",,"Jun 30, 2026",2,"€ 4,160,000",
Kerem Demirbay,"€ 32,115","€ 1,670,000",,"Jun 30, 2026",2,"€ 3,340,000",
Elias Jelert,"€ 28,846","€ 1,500,000",,"Jun 30, 2029",5,"€ 7,500,000",
Yusuf Demir,"€ 27,308","€ 1,420,000",,"Jun 30, 2026",2,"€ 2,840,000",
Przemyslaw Frankowski,"€ 27,308","€ 1,420,000",,"Jun 30, 2025",1,"€ 1,420,000",
Abdülkerim Bardakcı,"€ 24,038","€ 1,250,000",,"Jun 30, 2025",1,"€ 1,250,000",
Carlos Cuesta,"€ 20,769","€ 1,080,000",,"Jun 30, 2028",4,"€ 4,320,000",
Günay Güvenç,"€ 20,577","€ 1,070,000",,"Jun 30, 2026",2,"€ 2,140,000",
Yunus Akgün,"€ 17,692","€ 920,000",,"Jun 30, 2026",2,"€ 1,840,000",
Victor Nelsson,"€ 17,692","€ 920,000",,"Jun 30, 2026",2,"€ 1,840,000",
Ahmed Kutucu,"€ 17,308","€ 900,000",,"Jun 30, 2028",4,"€ 3,600,000",
Baris Yilmaz,"€ 15,385","€ 800,000",,"Jun 30, 2027",3,"€ 2,400,000",
Evren Eren Elmali,"€ 11,923","€ 620,000",,"Jun 30, 2028",4,"€ 2,480,000",
Eyüp Aydın,"€ 9,615","€ 500,000",,"Jun 30, 2026",2,"€ 1,000,000",
Metehan Baltacı,"€ 9,615","€ 500,000",,"Jun 30, 2028",4,"€ 2,000,000",
Berkan Kutlu,"€ 8,654","€ 450,000",,"Jun 30, 2026",2,"€ 900,000",
Efe Akman,"€ 8,077","€ 420,000",,"Jun 30, 2028",4,"€ 1,680,000",
Ali Yeşilyurt,"€ 4,808","€ 250,000",,"Jun 30, 2028",4,"€ 1,000,000",
Gökdeniz Gürpüz,"€ 4,808","€ 250,000",,"Jun 30, 2026",2,"€ 500,000",
Arda Ünyay,"€ 3,846","€ 200,000",,"Jun 30, 2028",4,"€ 800,000",
Jankat Yılmaz,"€ 3,846","€ 200,000",,"Jun 30, 2027",3,"€ 600,000",
Atakan Ordu,"€ 2,885","€ 150,000",,"Jun 30, 2025",1,"€ 150,000",
Wilfried Zaha,,,,"Jun 30, 2026",2,,
