Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Aleksandr Golovin,"€ 75,192","€ 3,910,000",,"Jun 30, 2029",5,"€ 19,550,000",
Takumi Minamino,"€ 75,192","€ 3,910,000",,"Jun 30, 2027",3,"€ 11,730,000",
Denis Zakaria,"€ 75,192","€ 3,910,000",,"Jun 30, 2028",4,"€ 15,640,000",
Thilo Kehrer,"€ 66,346","€ 3,450,000",,"Jun 30, 2028",4,"€ 13,800,000",
Breel Embolo,"€ 66,346","€ 3,450,000",,"Jun 30, 2026",2,"€ 6,900,000",
Mohammed Salisu,"€ 59,615","€ 3,100,000",,"Jun 30, 2028",4,"€ 12,400,000",
Krépin Diatta,"€ 57,692","€ 3,000,000",,"Jun 30, 2025",1,"€ 3,000,000",
Vanderson,"€ 57,692","€ 3,000,000",,"Jun 30, 2028",4,"€ 12,000,000",
Folarin Balogun,"€ 55,192","€ 2,870,000",,"Jun 30, 2028",4,"€ 11,480,000",
Caio Henrique,"€ 51,923","€ 2,700,000",,"Jun 30, 2027",3,"€ 8,100,000",
Jordan Teze,"€ 37,500","€ 1,950,000",,"Jun 30, 2029",5,"€ 9,750,000",
Wilfried Stephane Singo,"€ 35,385","€ 1,840,000",,"Jun 30, 2028",4,"€ 7,360,000",
Al Musrati,"€ 27,692","€ 1,440,000",,"Jun 30, 2025",1,"€ 1,440,000",
Radoslaw Majecki,"€ 25,385","€ 1,320,000",,"Jun 30, 2028",4,"€ 5,280,000",
Maghnes Akliouche,"€ 22,115","€ 1,150,000",,"Jun 30, 2028",4,"€ 4,600,000",
Mika Biereth,"€ 22,115","€ 1,150,000",,"Jun 30, 2029",5,"€ 5,750,000",
Philipp Köhn,"€ 21,154","€ 1,100,000",,"Jun 30, 2028",4,"€ 4,400,000",
Lamine Camara,"€ 17,692","€ 920,000",,"Jun 30, 2029",5,"€ 4,600,000",
George Ilenikhena,"€ 13,269","€ 690,000",,"Jun 30, 2025",1,"€ 690,000",
Soungoutou Magassa,"€ 13,269","€ 690,000",,"Jun 30, 2029",5,"€ 3,450,000",
Eliesse Ben Seghir,"€ 11,538","€ 600,000",,"Jun 30, 2027",3,"€ 1,800,000",
Christian Mawissa,"€ 11,154","€ 580,000",,"Jun 30, 2029",5,"€ 2,900,000",
Edan Diop,"€ 10,962","€ 570,000",,"Jun 30, 2028",4,"€ 2,280,000",
Kassoum Ouattara,"€ 7,692","€ 400,000",,"Jun 30, 2028",4,"€ 1,600,000",
Yann Lienard,"€ 2,308","€ 120,000",,"Jun 30, 2027",3,"€ 360,000",
