Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
David Raum,"€ 145,192","€ 7,550,000","€ 11,320,000","Jun 30, 2027",3,"€ 22,650,000","€ 50,000,000"
Benjamin Henrichs,"€ 145,192","€ 7,550,000",,"Jun 30, 2028",4,"€ 30,200,000",
Yussuf Poulsen,"€ 126,923","€ 6,600,000",,"Jun 30, 2026",2,"€ 13,200,000",
Lukas Klostermann,"€ 126,923","€ 6,600,000",,"Jun 30, 2028",4,"€ 26,400,000",
Willi Orbán,"€ 126,923","€ 6,600,000",,"Jun 30, 2027",3,"€ 19,800,000",
Xavi Simons,"€ 115,385","€ 6,000,000","€ 4,000,000","Jun 30, 2027",3,"€ 18,000,000",
Benjamin Sesko,"€ 108,846","€ 5,660,000",,"Jun 30, 2029",5,"€ 28,300,000","€ 80,000,000"
Loïs Openda,"€ 108,846","€ 5,660,000",,"Jun 30, 2028",4,"€ 22,640,000","€ 80,000,000"
Péter Gulácsi,"€ 107,692","€ 5,600,000",,"Jun 30, 2026",2,"€ 11,200,000",
Castello Lukeba,"€ 96,154","€ 5,000,000",,"Jun 30, 2029",5,"€ 25,000,000","€ 90,000,000"
Lutsharel Geertruida,"€ 90,769","€ 4,720,000",,"Jun 30, 2029",5,"€ 23,600,000",
Xaver Schlager,"€ 76,923","€ 4,000,000",,"Jun 30, 2026",2,"€ 8,000,000",
Amadou Haidara,"€ 73,077","€ 3,800,000",,"Jun 30, 2026",2,"€ 7,600,000","€ 30,000,000"
André Silva,"€ 67,308","€ 3,500,000","€ 2,000,000","Jun 30, 2026",2,"€ 7,000,000",
Eljif Elmas,"€ 54,423","€ 2,830,000",,"Jun 30, 2028",4,"€ 11,320,000",
Arthur Vermeeren,"€ 54,423","€ 2,830,000",,"Jun 30, 2025",1,"€ 2,830,000",
Christoph Baumgartner,"€ 48,077","€ 2,500,000",,"Jun 30, 2028",4,"€ 10,000,000",
Kevin Kampl,"€ 48,077","€ 2,500,000",,"Jun 30, 2026",2,"€ 5,000,000",
Ridle Baku,"€ 43,654","€ 2,270,000",,"Jun 30, 2027",3,"€ 6,810,000",
Nicolas Seiwald,"€ 42,308","€ 2,200,000",,"Jun 30, 2028",4,"€ 8,800,000",
El Chadaille Bitshiabu,"€ 34,615","€ 1,800,000",,"Jun 30, 2028",4,"€ 7,200,000",
Antonio Nusa,"€ 28,846","€ 1,500,000",,"Jun 30, 2029",5,"€ 7,500,000",
Maarten Vandevoordt,"€ 25,385","€ 1,320,000",,"Jun 30, 2029",5,"€ 6,600,000",
Assan Ouédraogo,"€ 23,462","€ 1,220,000",,"Jun 30, 2029",5,"€ 6,100,000",
Leopold Zingerle,"€ 12,692","€ 660,000",,"Jun 30, 2026",2,"€ 1,320,000",
Kosta Nedeljkovic,"€ 12,692","€ 660,000",,"Jun 30, 2025",1,"€ 660,000",
Tidiam Gomis,"€ 10,962","€ 570,000",,"Jun 30, 2029",5,"€ 2,850,000",
Viggo Gebel,"€ 3,654","€ 190,000",,"Jun 30, 2025",1,"€ 190,000",
