Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Daichi Kamada,"€ 124,527","€ 6,475,399","€ 2,775,171","Jun 30, 2026",2,"€ 12,950,798",
Ben Chilwell,"€ 118,597","€ 6,167,047",,"May 31, 2025",1,"€ 6,167,047",
Eberechi Eze,"€ 118,597","€ 6,167,047",,"Jun 30, 2027",3,"€ 18,501,140",
Dean Henderson,"€ 118,597","€ 6,167,047",,"Jun 30, 2028",4,"€ 24,668,186",
Eddie Nketiah,"€ 106,737","€ 5,550,342",,"Jun 30, 2029",5,"€ 27,751,710",
Ismaïla Sarr,"€ 83,018","€ 4,316,933",,"Jun 30, 2029",5,"€ 21,584,663",
Jefferson Lerma,"€ 83,018","€ 4,316,933",,"Jun 30, 2026",2,"€ 8,633,865",
Cheick Doucouré,"€ 83,018","€ 4,316,933",,"Jun 30, 2029",5,"€ 21,584,663",
Daniel Muñoz,"€ 71,158","€ 3,700,228",,"Jun 30, 2028",4,"€ 14,800,912",
Will Hughes,"€ 71,158","€ 3,700,228",,"Jun 30, 2027",3,"€ 11,100,684",
Chris Richards,"€ 65,228","€ 3,391,876",,"Jun 30, 2027",3,"€ 10,175,627",
Maxence Lacroix,"€ 59,299","€ 3,083,523",,"Jun 30, 2029",5,"€ 15,417,616",
Nathaniel Clyne,"€ 59,299","€ 3,083,523",,"Jun 30, 2025",1,"€ 3,083,523",
Marc Guéhi,"€ 59,299","€ 3,083,523",,"Jun 30, 2026",2,"€ 6,167,047",
Jean-Philippe Mateta,"€ 59,299","€ 3,083,523",,"Jun 30, 2026",2,"€ 6,167,047",
Matt Turner,"€ 47,439","€ 2,466,819",,"Jun 30, 2025",1,"€ 2,466,819",
Tyrick Mitchell,"€ 47,439","€ 2,466,819",,"Jun 30, 2025",1,"€ 2,466,819",
Matheus França,"€ 47,439","€ 2,466,819",,"Jun 30, 2028",4,"€ 9,867,275",
Adam Wharton,"€ 41,509","€ 2,158,466",,"Jun 30, 2029",5,"€ 10,792,332",
Joel Ward,"€ 41,509","€ 2,158,466",,"Jun 30, 2025",1,"€ 2,158,466",
Chadi Riad,"€ 35,579","€ 1,850,114",,"Jun 30, 2029",5,"€ 9,250,570",
Jeffrey Schlupp,"€ 29,649","€ 1,541,762",,"Jun 30, 2025",1,"€ 1,541,762",
Romain Esse,"€ 17,790","€ 925,057",,"Jun 30, 2030",6,"€ 5,550,342",
Rob Holding,"€ 17,790","€ 925,057",,"Jun 30, 2026",2,"€ 1,850,114",
Naouirou Ahamada,"€ 11,860","€ 616,705",,"Jun 30, 2026",2,"€ 1,233,409",
Tayo Adaramola,"€ 8,895","€ 462,528",,"Jun 30, 2025",1,"€ 462,528",
Remi Matthews,"€ 8,895","€ 462,528",,"Jun 30, 2025",1,"€ 462,528",
Joe Whitworth,"€ 7,116","€ 370,023",,"Jun 30, 2027",3,"€ 1,110,068",
Caleb Kporha,"€ 5,930","€ 308,352",,"Jun 30, 2029",5,"€ 1,541,762",
Luke Plange,"€ 4,744","€ 246,682",,"Jun 30, 2025",1,"€ 246,682",
Kaden Rodney,"€ 3,558","€ 185,011",,"Jun 30, 2025",1,"€ 185,011",
Justin Devenny,"€ 3,558","€ 185,011",,"Jun 30, 2027",3,"€ 555,034",
Jesurun Rak-Sakyi,"€ 2,965","€ 154,176",,"Jun 30, 2027",3,"€ 462,528",
Franco Umeh-Chibueze,"€ 2,372","€ 123,341",,"Jun 30, 2025",1,"€ 123,341",
Owen Goodman,"€ 1,779","€ 92,506",,"Jun 30, 2025",1,"€ 92,506",
Jemiah Umolu,,,,"Jun 30, 2025",1,,
Asher Agbinone,,,,"Jun 30, 2025",1,,
David Ozoh,,,,"Jun 30, 2025",1,,
Danny Imray,,,,"Jun 30, 2025",1,,
