Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Ousmane Dembélé,"€ 346,154","€ 18,000,000","€ 7,000,000","Jun 30, 2028",4,"€ 72,000,000",
Khvicha Kvaratskhelia,"€ 314,615","€ 16,360,000","€ 3,640,000","Jun 30, 2029",5,"€ 81,800,000",
Marquinhos,"€ 258,654","€ 13,450,000",,"Jun 30, 2028",4,"€ 53,800,000",
Achraf Hakimi,"€ 253,846","€ 13,200,000","€ 5,450,000","Jun 30, 2029",5,"€ 66,000,000",
Lucas Hernández,"€ 253,846","€ 13,200,000","€ 5,450,000","Jun 30, 2028",4,"€ 52,800,000",
Gianluigi Donnarumma,"€ 244,808","€ 12,730,000","€ 5,450,000","Jun 30, 2026",2,"€ 25,460,000",
Warren Zaïre-Emery,"€ 219,231","€ 11,400,000",,"Jun 30, 2029",5,"€ 57,000,000",
Vitinha,"€ 209,615","€ 10,900,000","€ 1,820,000","Jun 30, 2029",5,"€ 54,500,000",
Nuno Mendes,"€ 192,308","€ 10,000,000",,"Jun 30, 2029",5,"€ 50,000,000",
Milan Skriniar,"€ 157,308","€ 8,180,000","€ 3,640,000","Jun 30, 2028",4,"€ 32,720,000",
Presnel Kimpembe,"€ 147,692","€ 7,680,000",,"Jun 30, 2026",2,"€ 15,360,000",
Marco Asensio,"€ 139,808","€ 7,270,000","€ 3,640,000","Jun 30, 2026",2,"€ 14,540,000",
Bradley Barcola,"€ 126,923","€ 6,600,000",,"Jun 30, 2028",4,"€ 26,400,000",
Désiré Doué,"€ 115,385","€ 6,000,000",,"Jun 30, 2029",5,"€ 30,000,000",
Gonçalo Ramos,"€ 105,769","€ 5,500,000",,"Jun 30, 2028",4,"€ 22,000,000",
Fabián Ruiz,"€ 104,808","€ 5,450,000","€ 3,640,000","Jun 30, 2027",3,"€ 16,350,000",
João Neves,"€ 92,692","€ 4,820,000","€ 4,270,000","Jun 30, 2029",5,"€ 24,100,000",
Randal Kolo Muani,"€ 87,500","€ 4,550,000","€ 3,640,000","Jun 30, 2028",4,"€ 18,200,000",
Willian Pacho,"€ 87,308","€ 4,540,000",,"Jun 30, 2029",5,"€ 22,700,000",
Juan Bernat,"€ 84,231","€ 4,380,000",,"Jun 30, 2025",1,"€ 4,380,000",
Kang-in Lee,"€ 70,000","€ 3,640,000",,"Jun 30, 2028",4,"€ 14,560,000",
Lucas Beraldo,"€ 62,885","€ 3,270,000",,"Jun 30, 2028",4,"€ 13,080,000",
Matvey Safonov,"€ 59,423","€ 3,090,000",,"Jun 30, 2029",5,"€ 15,450,000",
Arnau Tenas,"€ 23,077","€ 1,200,000",,"Jun 30, 2026",2,"€ 2,400,000",
Senny Mayulu,"€ 13,846","€ 720,000",,"Jun 30, 2027",3,"€ 2,160,000",
Yoram Zague,"€ 10,385","€ 540,000",,"Jun 30, 2028",4,"€ 2,160,000",
Ibrahim Mbaye,"€ 2,308","€ 120,000",,"Jun 30, 2026",2,"€ 240,000",
Nordi Mukiele,,,,"Jun 30, 2027",3,,
Gabriel Moscardo,,,,"Jun 30, 2028",4,,
Carlos Soler,,,,"Jun 30, 2027",3,,
