Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Albert Rusnák,"€ 36,495","€ 1,897,751",,"Dec 31, 2026",2,"€ 3,795,503",
Jordan Morris,"€ 28,581","€ 1,486,204",,"Dec 31, 2027",3,"€ 4,458,613",
Cristian Roldán,"€ 24,104","€ 1,253,399",,"Dec 31, 2027",3,"€ 3,760,196",
João Paulo,"€ 23,764","€ 1,235,745",,"Dec 31, 2025",1,"€ 1,235,745",
Pedro de la Vega,"€ 13,325","€ 692,900",,"Dec 31, 2027",3,"€ 2,078,700",
Yeimar Gómez Andrade,"€ 12,731","€ 662,006",,"Dec 31, 2025",1,"€ 662,006",
Stefan Frei,"€ 10,185","€ 529,605",,"Dec 31, 2025",1,"€ 529,605",
Nouhou Tolo,"€ 9,336","€ 485,471",,"Dec 31, 2025",1,"€ 485,471",
Alex Roldan,"€ 7,893","€ 410,444",,"Dec 31, 2026",2,"€ 820,888",
Danny Musovski,"€ 6,095","€ 316,961",,"Dec 31, 2025",1,"€ 316,961",
Danny Leyva,"€ 3,989","€ 207,429",,"Dec 31, 2026",2,"€ 414,857",
Andrew Thomas,"€ 2,546","€ 132,401",,"Dec 31, 2027",3,"€ 397,204",
Jon Bell,"€ 1,705","€ 88,659",,"Dec 31, 2025",1,"€ 88,659",
Reed Baker-Whiting,"€ 1,697","€ 88,268",,"Dec 31, 2025",1,"€ 88,268",
Jackson Ragen,"€ 1,668","€ 86,733",,"Dec 31, 2027",3,"€ 260,198",
Jacob Castro,"€ 1,523","€ 79,190",,"Dec 31, 2025",1,"€ 79,190",
Cody Baker,"€ 1,523","€ 79,190",,"Dec 31, 2026",2,"€ 158,380",
Obed Vargas,"€ 1,523","€ 79,190",,"Dec 31, 2025",1,"€ 79,190",
Paul Rothrock,"€ 1,523","€ 79,190",,"Dec 31, 2025",1,"€ 79,190",
Georgi Minoungou,"€ 1,523","€ 79,190",,"Dec 31, 2028",4,"€ 316,760",
Stuart Hawkins,"€ 1,212","€ 63,024",,"Dec 31, 2026",2,"€ 126,048",
Travian Sousa,,,,"Dec 31, 2025",1,,
Kee-hee Kim,,,,"Dec 31, 2025",1,,
Kalani Kossa-Rienzi,,,,"Dec 31, 2025",1,,
Ryan Kent,,,,"Dec 31, 2025",1,,
Jesús Ferreira,,,,"Dec 31, 2027",3,,
Leo Burney,,,,"Dec 31, 2025",1,,
Paul Arriola,,,,"Dec 31, 2027",3,,
Osaze De Rosario,,,,"Dec 31, 2025",1,,
