Number,Name,Position,Date of Birth/Age,Nationality,Height,Foot,Signed,Previous Team,Contract Until,Market Value,Link
40,Marco Bizot,Goalkeeper,"Mar 10, 1991 (34)",Netherlands,"1,93m",right,"Aug 4, 2021",,"Jun 30, 2026",€3.50m,https://www.transfermarkt.com/marco-bizot/profil/spieler/124884
30,Grégoire Coudert,Goalkeeper,"Apr 3, 1999 (26)",France,"1,92m",left,"Jul 5, 2021",,"Jun 30, 2027",€400k,https://www.transfermarkt.com/gregoire-coudert/profil/spieler/525155
50,Noah Jauny,Goalkeeper,"Aug 26, 2004 (20)",Ireland,"1,94m",right,"Jul 1, 2024",,"Jun 30, 2025",-,https://www.transfermarkt.com/noah-jauny/profil/spieler/975438
44,Soumaïla Coulibaly,Centre-Back,"Oct 14, 2003 (21)","France, Mali","1,91m",left,"Aug 29, 2024",,"Jun 30, 2025",€9.00m,https://www.transfermarkt.com/soumaila-coulibaly/profil/spieler/659513
5,Brendan Chardonnet,Centre-Back,"Dec 22, 1994 (30)",France,"1,81m",right,"Jul 1, 2013",,"Jun 30, 2027",€6.00m,https://www.transfermarkt.com/brendan-chardonnet/profil/spieler/250779
3,Abdoulaye Ndiaye,Centre-Back,"Apr 10, 2002 (23)",Senegal,"1,95m",left,"Jul 24, 2024",,"Jun 30, 2025",€3.00m,https://www.transfermarkt.com/abdoulaye-ndiaye/profil/spieler/673514
25,Julien Le Cardinal,Centre-Back,"Aug 3, 1997 (27)",France,"1,84m",right,"Jul 1, 2024",,"Jun 30, 2027",€1.50m,https://www.transfermarkt.com/julien-le-cardinal/profil/spieler/794349
2,Bradley Locko,Left-Back,"May 6, 2002 (22)","France, Congo","1,80m",left,"Jul 27, 2023",,"Jun 30, 2027",€9.00m,https://www.transfermarkt.com/bradley-locko/profil/spieler/805908
23,Jordan Amavi,Left-Back,"Mar 9, 1994 (31)",France,"1,76m",left,"Jul 31, 2024",,"Jun 30, 2025",€2.00m,https://www.transfermarkt.com/jordan-amavi/profil/spieler/241229
22,Massadio Haidara,Left-Back,"Dec 2, 1992 (32)","Mali, France","1,79m",left,"Aug 30, 2024",,"Jun 30, 2025",€1.80m,https://www.transfermarkt.com/massadio-haidara/profil/spieler/170929
18,Justin Bourgault,Left-Back,"Sep 14, 2005 (19)",France,"1,85m",left,"Jan 24, 2025",,"Jun 30, 2029",€300k,https://www.transfermarkt.com/justin-bourgault/profil/spieler/1030153
12,Luck Zogbé,Right-Back,"Mar 24, 2005 (20)",Cote d'Ivoire,"1,78m",right,"Oct 26, 2023",,"Jun 30, 2027",€3.00m,https://www.transfermarkt.com/luck-zogbe/profil/spieler/1144999
7,Kenny Lala,Right-Back,"Oct 3, 1991 (33)","France, Martinique","1,78m",right,"Jan 1, 2023",,"Jun 30, 2027",€2.50m,https://www.transfermarkt.com/kenny-lala/profil/spieler/174196
20,Pierre Lees-Melou,Defensive Midfield,"May 25, 1993 (31)",France,"1,85m",right,"Jul 23, 2022",,"Jun 30, 2027",€7.00m,https://www.transfermarkt.com/pierre-lees-melou/profil/spieler/377393
6,Edimilson Fernandes,Defensive Midfield,"Apr 15, 1996 (29)","Switzerland, Portugal","1,87m",right,"Aug 30, 2024",,"Jun 30, 2025",€3.50m,https://www.transfermarkt.com/edimilson-fernandes/profil/spieler/247555
28,Jonas Martin,Defensive Midfield,"Apr 9, 1990 (35)",France,"1,84m",right,"Jul 19, 2023",,"Jun 30, 2025",€800k,https://www.transfermarkt.com/jonas-martin/profil/spieler/127142
