Number,Name,Position,Date of Birth/Age,Nationality,Height,Foot,Signed,Previous Team,Contract Until,Market Value,Link
30,Mathew Ryan,Goalkeeper,"Apr 8, 1992 (33)","Australia, Scotland","1,84m",right,"Jan 21, 2025",,"Jun 30, 2025",€2.50m,https://www.transfermarkt.com/mathew-ryan/profil/spieler/128969
16,Hervé Koffi,Goalkeeper,"Oct 16, 1996 (28)","Burkina Faso, Cote d'Ivoire","1,86m",right,"Jul 1, 2024",,"Jun 30, 2028",€1.50m,https://www.transfermarkt.com/herve-koffi/profil/spieler/415383
1,Denis Petric,Goalkeeper,"May 24, 1988 (36)","Slovenia, Serbia","1,86m",right,"Aug 6, 2024",,"Jun 30, 2025",€100k,https://www.transfermarkt.com/denis-petric/profil/spieler/28356
14,Facundo Medina,Centre-Back,"May 28, 1999 (25)",Argentina,"1,84m",left,"Jul 2, 2020",,"Jun 30, 2028",€25.00m,https://www.transfermarkt.com/facundo-medina/profil/spieler/474800
20,Malang Sarr,Centre-Back,"Jan 23, 1999 (26)","France, Senegal","1,83m",left,"Jul 26, 2024",,"Jun 30, 2026",€5.00m,https://www.transfermarkt.com/malang-sarr/profil/spieler/344596
24,Jonathan Gradit,Centre-Back,"Nov 24, 1992 (32)",France,"1,80m",right,"Aug 20, 2019",,"Jun 30, 2028",€4.00m,https://www.transfermarkt.com/jonathan-gradit/profil/spieler/126557
27,Juma Bah,Centre-Back,"Apr 11, 2006 (19)",Sierra Leone,"1,95m",right,"Jan 28, 2025",,"Jun 30, 2025",€4.00m,https://www.transfermarkt.com/juma-bah/profil/spieler/1121298
4,Nidal Celik,Centre-Back,"Jul 17, 2006 (18)",Bosnia-Herzegovina,"1,92m",right,"Feb 3, 2025",,"Jun 30, 2029",€1.80m,https://www.transfermarkt.com/nidal-celik/profil/spieler/819566
13,Jhoanner Chávez,Left-Back,"Apr 25, 2002 (23)",Ecuador,"1,82m",left,"Jul 1, 2024",,"Jun 30, 2028",€4.00m,https://www.transfermarkt.com/jhoanner-chavez/profil/spieler/713787
3,Deiver Machado,Left-Back,"Sep 2, 1993 (31)",Colombia,"1,80m",left,"Jul 7, 2021",,"Jun 30, 2026",€3.50m,https://www.transfermarkt.com/deiver-machado/profil/spieler/332560
2,Ruben Aguilar,Right-Back,"Apr 26, 1993 (32)","France, Spain","1,72m",right,"Sep 1, 2023",,"Jun 30, 2026",€4.00m,https://www.transfermarkt.com/ruben-aguilar/profil/spieler/203746
15,Hamzat Ojediran,Defensive Midfield,"Nov 14, 2003 (21)",Nigeria,"1,79m",right,"Aug 8, 2024",,"Jun 30, 2028",€2.00m,https://www.transfermarkt.com/hamzat-ojediran/profil/spieler/718312
26,Nampalys Mendy,Defensive Midfield,"Jun 23, 1992 (32)","Senegal, France","1,68m",right,"Sep 4, 2023",,"Jun 30, 2025",€2.00m,https://www.transfermarkt.com/nampalys-mendy/profil/spieler/111051
34,Tom Pouilly,Defensive Midfield,"Jun 18, 2003 (21)",France,"1,80m",right,"Jul 6, 2024",,"Jun 30, 2027",€100k,https://www.transfermarkt.com/tom-pouilly/profil/spieler/917817
18,Andy Diouf,Central Midfield,"May 17, 2003 (21)","France, Senegal","1,87m",left,"Jul 2, 2023",,"Jun 30, 2028",€10.00m,https://www.transfermarkt.com/andy-diouf/profil/spieler/711976
