Number,Name,Position,Date of Birth/Age,Nationality,Height,Foot,Signed,Previous Team,Contract Until,Market Value,Link
30,Yahia Fofana,Goalkeeper,"Aug 21, 2000 (24)","Cote d'Ivoire, France","1,94m",right,"Jul 1, 2022",,"Jun 30, 2026",€6.00m,https://www.transfermarkt.com/yahia-fofana/profil/spieler/418651
16,Melvin Zinga,Goalkeeper,"Mar 16, 2002 (23)","Congo, France","1,87m",left,"Jul 1, 2022",,"Jun 30, 2026",€250k,https://www.transfermarkt.com/melvin-zinga/profil/spieler/548347
40,Oumar Pona,Goalkeeper,"Jun 21, 2006 (18)","France, Mali","1,89m",right,"Jul 1, 2024",,"Jun 30, 2027",-,https://www.transfermarkt.com/oumar-pona/profil/spieler/1073176
24,Emmanuel Biumla,Centre-Back,"May 8, 2005 (19)","France, Cameroon","1,85m",right,"Jul 31, 2024",,"Jun 30, 2027",€4.00m,https://www.transfermarkt.com/emmanuel-biumla/profil/spieler/1071956
22,Cédric Hountondji,Centre-Back,"Jan 19, 1994 (31)","Benin, France","1,94m",right,"Jul 18, 2022",,"Jun 30, 2026",€1.50m,https://www.transfermarkt.com/cedric-hountondji/profil/spieler/198709
21,Jordan Lefort,Centre-Back,"Aug 9, 1993 (31)",France,"1,84m",left,"Jul 1, 2023",,"Jun 30, 2026",€1.20m,https://www.transfermarkt.com/jordan-lefort/profil/spieler/192492
29,Ousmane Camara,Centre-Back,"Mar 6, 2003 (22)","France, Mali","1,97m",right,"Aug 16, 2022",,"Jun 30, 2026",€500k,https://www.transfermarkt.com/ousmane-camara/profil/spieler/804711
25,Abdoulaye Bamba,Centre-Back,"Apr 25, 1990 (35)","Cote d'Ivoire, Italy","1,82m",right,"Jan 1, 2017",,"Jun 30, 2025",€350k,https://www.transfermarkt.com/abdoulaye-bamba/profil/spieler/62351
3,Jacques Ekomié,Left-Back,"Aug 19, 2003 (21)","Gabon, France","1,79m",right,"Jul 31, 2024",,"Jun 30, 2027",€800k,https://www.transfermarkt.com/jacques-ekomie/profil/spieler/970279
26,Florent Hanin,Left-Back,"Feb 4, 1990 (35)",France,"1,77m",left,"Jul 31, 2023",,"Jun 30, 2025",€350k,https://www.transfermarkt.com/florent-hanin/profil/spieler/111811
2,Carlens Arcus,Right-Back,"Jun 28, 1996 (28)",Haiti,"1,76m",right,"Jul 1, 2024",,"Jun 30, 2026",€1.50m,https://www.transfermarkt.com/carlens-arcus/profil/spieler/371686
27,Lilian Raolisoa,Right-Back,"Jun 16, 2000 (24)","France, Madagascar","1,78m",right,"Jul 1, 2023",,"Jun 30, 2026",€700k,https://www.transfermarkt.com/lilian-raolisoa/profil/spieler/829874
-,Halid Sabanovic,Right-Back,"Aug 22, 1999 (25)",Bosnia-Herzegovina,"1,82m",right,"Jul 1, 2022",,"Jun 30, 2025",€200k,https://www.transfermarkt.com/halid-sabanovic/profil/spieler/422986
6,Jean-Eudes Aholou,Defensive Midfield,"Mar 20, 1994 (31)",Cote d'Ivoire,"1,86m",left,"Jul 1, 2024",,"Jun 30, 2026",€2.00m,https://www.transfermarkt.com/jean-eudes-aholou/profil/spieler/178313
12,Zinédine Ould Khaled,Defensive Midfield,"Jan 14, 2000 (25)","France, Algeria","1,95m",right,"Jul 29, 2019",,"Jun 30, 2025",€300k,https://www.transfermarkt.com/zinedine-ould-khaled/profil/spieler/650104
93,Haris Belkebla,Central Midfield,"Jan 28, 1994 (31)","Algeria, France","1,77m",right,"Aug 17, 2024",,"Jun 30, 2026",€2.00m,https://www.transfermarkt.com/haris-belkebla/profil/spieler/138055
14,Yassin Belkhdim,Central Midfield,"Feb 14, 2002 (23)","Morocco, France","1,75m",right,"Jan 1, 2024",,"Jun 30, 2027",€800k,https://www.transfermarkt.com/yassin-belkhdim/profil/spieler/807688
15,Pierrick Capelle,Central Midfield,"Apr 15, 1987 (38)",France,"1,81m",left,"Jul 1, 2015",,"Jun 30, 2025",€200k,https://www.transfermarkt.com/pierrick-capelle/profil/spieler/214532
10,Himad Abdelli,Attacking Midfield,"Nov 17, 1999 (25)","Algeria, France","1,85m",right,"Jul 1, 2022",,"Jun 30, 2026",€7.00m,https://www.transfermarkt.com/himad-abdelli/profil/spieler/592979
28,Farid El Melali,Left Winger,"Jul 13, 1997 (27)",Algeria,"1,68m",both,"Aug 9, 2018",,"Jun 30, 2025",€4.00m,https://www.transfermarkt.com/farid-el-melali/profil/spieler/425400
18,Jim Allevinah,Right Winger,"Feb 27, 1995 (30)","Gabon, France","1,72m",right,"Jul 1, 2024",,"Jun 30, 2027",€1.80m,https://www.transfermarkt.com/jim-allevinah/profil/spieler/646733
20,Zinedine Ferhat,Right Winger,"Mar 1, 1993 (32)",Algeria,"1,80m",right,"Aug 31, 2023",,"Jun 30, 2025",€1.20m,https://www.transfermarkt.com/zinedine-ferhat/profil/spieler/232895
