Jugador,Bruto Semanal,Bruto Anual,Bonus,Expiración,Años Restantes,Remanente Bruto,Cláusula De Rescisión
Guillermo Ochoa,"€ 14,808","€ 770,000",,"Jun 30, 2025",1,"€ 770,000",
Cristian Devenish,"€ 9,231","€ 480,000",,"Jun 30, 2026",2,"€ 960,000",
Zé Luís,"€ 9,231","€ 480,000",,"Jun 30, 2025",1,"€ 480,000",
Tomás Tavares,"€ 9,231","€ 480,000",,"Jun 30, 2025",1,"€ 480,000",
Gerson Rodrigues,"€ 9,231","€ 480,000",,"Jun 30, 2025",1,"€ 480,000",
Kiki,"€ 9,231","€ 480,000",,"Jun 30, 2026",2,"€ 960,000",
Gustavo Assunção,"€ 9,231","€ 480,000",,"Jun 30, 2025",1,"€ 480,000",
Lucas Piazón,"€ 9,231","€ 480,000",,"Jun 30, 2025",1,"€ 480,000",
Rodrigo Ribeiro,"€ 8,654","€ 450,000",,"Jun 30, 2025",1,"€ 450,000",
Jaume Grau,"€ 6,731","€ 350,000",,"Jun 30, 2026",2,"€ 700,000",
John Mercado,"€ 5,385","€ 280,000",,"Jun 30, 2027",3,"€ 840,000",
Baptiste Roux,"€ 5,385","€ 280,000",,"Jun 30, 2026",2,"€ 560,000",
Giorgi Aburjania,"€ 4,808","€ 250,000",,"Jun 30, 2025",1,"€ 250,000",
Lucas Fernandes,"€ 3,846","€ 200,000",,"Jun 30, 2025",1,"€ 200,000",
Aderllan Santos,"€ 3,462","€ 180,000",,"Jun 30, 2026",2,"€ 360,000",
Tiago Galletto,"€ 2,885","€ 150,000",,"Jun 30, 2025",1,"€ 150,000",
Rafa Rodrigues,"€ 2,885","€ 150,000",,"Jun 30, 2025",1,"€ 150,000",
Tunde Akinsola,"€ 2,885","€ 150,000",,"Jun 30, 2027",3,"€ 450,000",
Pedro Trigueira,"€ 2,308","€ 120,000",,"Jun 30, 2025",1,"€ 120,000",
Fernando Fonseca,"€ 2,308","€ 120,000",,"Jun 30, 2025",1,"€ 120,000",
Jorge Teixeira,"€ 2,308","€ 120,000",,"Jun 30, 2025",1,"€ 120,000",
Yair Mena,"€ 2,308","€ 120,000",,"Jun 30, 2025",1,"€ 120,000",
Eric Veiga,"€ 1,731","€ 90,000",,"Jun 30, 2025",1,"€ 90,000",
Nenê,"€ 1,731","€ 90,000",,"Jun 30, 2025",1,"€ 90,000",
Simão,"€ 1,731","€ 90,000",,"Jun 30, 2026",2,"€ 180,000",
Thiago Freitas,"€ 1,731","€ 90,000",,"Jun 30, 2025",1,"€ 90,000",
Vasco Lopes,"€ 1,346","€ 70,000",,"Jun 30, 2025",1,"€ 70,000",
Gustavo Mendonça,"€ 1,346","€ 70,000",,"Jun 30, 2025",1,"€ 70,000",
Nacho Rodríguez,"€ 1,154","€ 60,000",,"Jun 30, 2025",1,"€ 60,000",
